,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
557,protest,2.82e-05,4.45,VERB,"['P', 'R', 'OW1', 'T', 'EH2', 'S', 'T']","['P', 'R', 'OW', 'T', 'EH', 'S', 'T']",real,7,long
558,scheduled,2.82e-05,4.45,VERB,"['S', 'K', 'EH1', 'JH', 'UH0', 'L', 'D']","['S', 'K', 'EH', 'JH', 'UH', 'L', 'D']",real,7,long
559,unusual,2.82e-05,4.45,ADJ,"['AH0', 'N', 'Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L']","['AH', 'N', 'Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L']",real,9,long
560,awareness,2.75e-05,4.44,NOUN,"['AH0', 'W', 'EH1', 'R', 'N', 'AH0', 'S']","['AH', 'W', 'EH', 'R', 'N', 'AH', 'S']",real,7,long
561,exposure,2.75e-05,4.44,NOUN,"['IH0', 'K', 'S', 'P', 'OW1', 'ZH', 'ER0']","['IH', 'K', 'S', 'P', 'OW', 'ZH', 'ER']",real,7,long
562,happiness,2.75e-05,4.44,NOUN,"['HH', 'AE1', 'P', 'IY0', 'N', 'AH0', 'S']","['HH', 'AE', 'P', 'IY', 'N', 'AH', 'S']",real,7,long
563,horrible,2.75e-05,4.44,ADJ,"['HH', 'AO1', 'R', 'AH0', 'B', 'AH0', 'L']","['HH', 'AO', 'R', 'AH', 'B', 'AH', 'L']",real,7,long
564,islamic,2.75e-05,4.44,ADJ,"['IH0', 'Z', 'L', 'AA1', 'M', 'IH0', 'K']","['IH', 'Z', 'L', 'AA', 'M', 'IH', 'K']",real,7,long
565,muslims,2.75e-05,4.44,PROPN,"['M', 'AH1', 'Z', 'L', 'AH0', 'M', 'Z']","['M', 'AH', 'Z', 'L', 'AH', 'M', 'Z']",real,7,long
566,procedure,2.75e-05,4.44,NOUN,"['P', 'R', 'AH0', 'S', 'IY1', 'JH', 'ER0']","['P', 'R', 'AH', 'S', 'IY', 'JH', 'ER']",real,7,long
567,producer,2.75e-05,4.44,NOUN,"['P', 'R', 'AH0', 'D', 'UW1', 'S', 'ER0']","['P', 'R', 'AH', 'D', 'UW', 'S', 'ER']",real,7,long
568,singles,2.75e-05,4.44,NOUN,"['S', 'IH1', 'NG', 'G', 'AH0', 'L', 'Z']","['S', 'IH', 'NG', 'G', 'AH', 'L', 'Z']",real,7,long
569,victoria,2.75e-05,4.44,PROPN,"['V', 'IH0', 'K', 'T', 'AO1', 'R', 'IY0', 'AH0']","['V', 'IH', 'K', 'T', 'AO', 'R', 'IY', 'AH']",real,8,long
570,visiting,2.75e-05,4.44,VERB,"['V', 'IH1', 'Z', 'AH0', 'T', 'IH0', 'NG']","['V', 'IH', 'Z', 'AH', 'T', 'IH', 'NG']",real,7,long
571,commissioner,2.69e-05,4.43,NOUN,"['K', 'AH0', 'M', 'IH1', 'SH', 'AH0', 'N', 'ER0']","['K', 'AH', 'M', 'IH', 'SH', 'AH', 'N', 'ER']",real,8,long
572,commitment,2.69e-05,4.43,NOUN,"['K', 'AH0', 'M', 'IH1', 'T', 'M', 'AH0', 'N', 'T']","['K', 'AH', 'M', 'IH', 'T', 'M', 'AH', 'N', 'T']",real,9,long
573,confident,2.69e-05,4.43,ADJ,"['K', 'AA1', 'N', 'F', 'AH0', 'D', 'AH0', 'N', 'T']","['K', 'AA', 'N', 'F', 'AH', 'D', 'AH', 'N', 'T']",real,9,long
574,containing,2.69e-05,4.43,VERB,"['K', 'AH0', 'N', 'T', 'EY1', 'N', 'IH0', 'NG']","['K', 'AH', 'N', 'T', 'EY', 'N', 'IH', 'NG']",real,8,long
575,episodes,2.69e-05,4.43,NOUN,"['EH1', 'P', 'AH0', 'S', 'OW2', 'D', 'Z']","['EH', 'P', 'AH', 'S', 'OW', 'D', 'Z']",real,7,long
576,helpful,2.69e-05,4.43,ADJ,"['HH', 'EH1', 'L', 'P', 'F', 'AH0', 'L']","['HH', 'EH', 'L', 'P', 'F', 'AH', 'L']",real,7,long
577,liverpool,2.69e-05,4.43,PROPN,"['L', 'IH1', 'V', 'ER0', 'P', 'UW2', 'L']","['L', 'IH', 'V', 'ER', 'P', 'UW', 'L']",real,7,long
578,romantic,2.69e-05,4.43,ADJ,"['R', 'OW0', 'M', 'AE1', 'N', 'T', 'IH0', 'K']","['R', 'OW', 'M', 'AE', 'N', 'T', 'IH', 'K']",real,8,long
579,strategic,2.69e-05,4.43,ADJ,"['S', 'T', 'R', 'AH0', 'T', 'IY1', 'JH', 'IH0', 'K']","['S', 'T', 'R', 'AH', 'T', 'IY', 'JH', 'IH', 'K']",real,9,long
580,afterwards,2.63e-05,4.42,ADV,"['AE1', 'F', 'T', 'ER0', 'W', 'ER0', 'D', 'Z']","['AE', 'F', 'T', 'ER', 'W', 'ER', 'D', 'Z']",real,8,long
581,architecture,2.63e-05,4.42,NOUN,"['AA1', 'R', 'K', 'AH0', 'T', 'EH2', 'K', 'CH', 'ER0']","['AA', 'R', 'K', 'AH', 'T', 'EH', 'K', 'CH', 'ER']",real,9,long
582,attempted,2.63e-05,4.42,VERB,"['AH0', 'T', 'EH1', 'M', 'P', 'T', 'AH0', 'D']","['AH', 'T', 'EH', 'M', 'P', 'T', 'AH', 'D']",real,8,long
583,economics,2.63e-05,4.42,NOUN,"['EH2', 'K', 'AH0', 'N', 'AA1', 'M', 'IH0', 'K', 'S']","['EH', 'K', 'AH', 'N', 'AA', 'M', 'IH', 'K', 'S']",real,9,long
584,essentially,2.63e-05,4.42,ADV,"['IH0', 'S', 'EH1', 'N', 'SH', 'AH0', 'L', 'IY0']","['IH', 'S', 'EH', 'N', 'SH', 'AH', 'L', 'IY']",real,8,long
585,expecting,2.63e-05,4.42,VERB,"['IH0', 'K', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'NG']","['IH', 'K', 'S', 'P', 'EH', 'K', 'T', 'IH', 'NG']",real,9,long
586,explains,2.63e-05,4.42,VERB,"['IH0', 'K', 'S', 'P', 'L', 'EY1', 'N', 'Z']","['IH', 'K', 'S', 'P', 'L', 'EY', 'N', 'Z']",real,8,long
587,industries,2.63e-05,4.42,NOUN,"['IH1', 'N', 'D', 'AH0', 'S', 'T', 'R', 'IY0', 'Z']","['IH', 'N', 'D', 'AH', 'S', 'T', 'R', 'IY', 'Z']",real,9,long
588,languages,2.63e-05,4.42,NOUN,"['L', 'AE1', 'NG', 'G', 'W', 'AH0', 'JH', 'AH0', 'Z']","['L', 'AE', 'NG', 'G', 'W', 'AH', 'JH', 'AH', 'Z']",real,9,long
589,references,2.63e-05,4.42,NOUN,"['R', 'EH1', 'F', 'ER0', 'AH0', 'N', 'S', 'IH0', 'Z']","['R', 'EH', 'F', 'ER', 'AH', 'N', 'S', 'IH', 'Z']",real,9,long
590,studying,2.63e-05,4.42,VERB,"['S', 'T', 'AH1', 'D', 'IY0', 'IH0', 'NG']","['S', 'T', 'AH', 'D', 'IY', 'IH', 'NG']",real,7,long
591,supports,2.63e-05,4.42,VERB,"['S', 'AH0', 'P', 'AO1', 'R', 'T', 'S']","['S', 'AH', 'P', 'AO', 'R', 'T', 'S']",real,7,long
592,controls,2.57e-05,4.41,VERB,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L', 'Z']","['K', 'AH', 'N', 'T', 'R', 'OW', 'L', 'Z']",real,8,long
593,demands,2.57e-05,4.41,VERB,"['D', 'IH0', 'M', 'AE1', 'N', 'D', 'Z']","['D', 'IH', 'M', 'AE', 'N', 'D', 'Z']",real,7,long
594,dramatic,2.57e-05,4.41,ADJ,"['D', 'R', 'AH0', 'M', 'AE1', 'T', 'IH0', 'K']","['D', 'R', 'AH', 'M', 'AE', 'T', 'IH', 'K']",real,8,long
595,engineers,2.57e-05,4.41,NOUN,"['EH1', 'N', 'JH', 'AH0', 'N', 'IH1', 'R', 'Z']","['EH', 'N', 'JH', 'AH', 'N', 'IH', 'R', 'Z']",real,8,long
596,evolution,2.57e-05,4.41,NOUN,"['EH2', 'V', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",real,8,long
597,inspiration,2.57e-05,4.41,NOUN,"['IH2', 'N', 'S', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['IH', 'N', 'S', 'P', 'ER', 'EY', 'SH', 'AH', 'N']",real,9,long
598,memorial,2.57e-05,4.41,NOUN,"['M', 'AH0', 'M', 'AO1', 'R', 'IY0', 'AH0', 'L']","['M', 'AH', 'M', 'AO', 'R', 'IY', 'AH', 'L']",real,8,long
599,mexican,2.57e-05,4.41,PROPN,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'AH0', 'N']","['M', 'EH', 'K', 'S', 'AH', 'K', 'AH', 'N']",real,8,long
600,minority,2.57e-05,4.41,NOUN,"['M', 'AY0', 'N', 'AO1', 'R', 'AH0', 'T', 'IY0']","['M', 'AY', 'N', 'AO', 'R', 'AH', 'T', 'IY']",real,8,long
601,opinions,2.57e-05,4.41,NOUN,"['AH0', 'P', 'IH1', 'N', 'Y', 'AH0', 'N', 'Z']","['AH', 'P', 'IH', 'N', 'Y', 'AH', 'N', 'Z']",real,8,long
602,presents,2.57e-05,4.41,VERB,"['P', 'R', 'EH1', 'Z', 'AH0', 'N', 'T', 'S']","['P', 'R', 'EH', 'Z', 'AH', 'N', 'T', 'S']",real,8,long
603,priority,2.57e-05,4.41,NOUN,"['P', 'R', 'AY0', 'AO1', 'R', 'AH0', 'T', 'IY0']","['P', 'R', 'AY', 'AO', 'R', 'AH', 'T', 'IY']",real,8,long
604,promotion,2.57e-05,4.41,NOUN,"['P', 'R', 'AH0', 'M', 'OW1', 'SH', 'AH0', 'N']","['P', 'R', 'AH', 'M', 'OW', 'SH', 'AH', 'N']",real,8,long
605,telephone,2.57e-05,4.41,NOUN,"['T', 'EH1', 'L', 'AH0', 'F', 'OW2', 'N']","['T', 'EH', 'L', 'AH', 'F', 'OW', 'N']",real,7,long
606,abandoned,2.51e-05,4.4,VERB,"['AH0', 'B', 'AE1', 'N', 'D', 'AH0', 'N', 'D']","['AH', 'B', 'AE', 'N', 'D', 'AH', 'N', 'D']",real,8,long
607,alexander,2.51e-05,4.4,PROPN,"['AE2', 'L', 'AH0', 'G', 'Z', 'AE1', 'N', 'D', 'ER0']","['AE', 'L', 'AH', 'G', 'Z', 'AE', 'N', 'D', 'ER']",real,9,long
608,columbia,2.51e-05,4.4,PROPN,"['K', 'AH0', 'L', 'AH1', 'M', 'B', 'IY0', 'AH0']","['K', 'AH', 'L', 'AH', 'M', 'B', 'IY', 'AH']",real,8,long
609,conclusion,2.51e-05,4.4,NOUN,"['K', 'AH0', 'N', 'K', 'L', 'UW1', 'ZH', 'AH0', 'N']","['K', 'AH', 'N', 'K', 'L', 'UW', 'ZH', 'AH', 'N']",real,9,long
610,contracts,2.51e-05,4.4,NOUN,"['K', 'AA1', 'N', 'T', 'R', 'AE2', 'K', 'T', 'S']","['K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T', 'S']",real,9,long
611,convinced,2.51e-05,4.4,VERB,"['K', 'AH0', 'N', 'V', 'IH1', 'N', 'S', 'T']","['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'T']",real,8,long
612,describes,2.51e-05,4.4,VERB,"['D', 'IH0', 'S', 'K', 'R', 'AY1', 'B', 'Z']","['D', 'IH', 'S', 'K', 'R', 'AY', 'B', 'Z']",real,8,long
613,forgotten,2.51e-05,4.4,VERB,"['F', 'ER0', 'G', 'AA1', 'T', 'AH0', 'N']","['F', 'ER', 'G', 'AA', 'T', 'AH', 'N']",real,7,long
614,installed,2.51e-05,4.4,VERB,"['IH0', 'N', 'S', 'T', 'AO1', 'L', 'D']","['IH', 'N', 'S', 'T', 'AO', 'L', 'D']",real,7,long
615,managing,2.51e-05,4.4,VERB,"['M', 'AE1', 'N', 'AH0', 'JH', 'IH0', 'NG']","['M', 'AE', 'N', 'AH', 'JH', 'IH', 'NG']",real,7,long
616,organic,2.51e-05,4.4,ADJ,"['AO0', 'R', 'G', 'AE1', 'N', 'IH0', 'K']","['AO', 'R', 'G', 'AE', 'N', 'IH', 'K']",real,7,long
617,printed,2.51e-05,4.4,VERB,"['P', 'R', 'IH1', 'N', 'T', 'AH0', 'D']","['P', 'R', 'IH', 'N', 'T', 'AH', 'D']",real,7,long
618,vacation,2.51e-05,4.4,NOUN,"['V', 'EY0', 'K', 'EY1', 'SH', 'AH0', 'N']","['V', 'EY', 'K', 'EY', 'SH', 'AH', 'N']",real,7,long
619,associate,2.45e-05,4.39,NOUN,"['AH0', 'S', 'OW1', 'S', 'IY0', 'AH0', 'T']","['AH', 'S', 'OW', 'S', 'IY', 'AH', 'T']",real,7,long
620,atlantic,2.45e-05,4.39,PROPN,"['AH0', 'T', 'L', 'AE1', 'N', 'T', 'IH0', 'K']","['AH', 'T', 'L', 'AE', 'N', 'T', 'IH', 'K']",real,8,long
621,broadcast,2.45e-05,4.39,VERB,"['B', 'R', 'AO1', 'D', 'K', 'AE2', 'S', 'T']","['B', 'R', 'AO', 'D', 'K', 'AE', 'S', 'T']",real,8,long
622,cambridge,2.45e-05,4.39,PROPN,"['K', 'EY1', 'M', 'B', 'R', 'IH0', 'JH']","['K', 'EY', 'M', 'B', 'R', 'IH', 'JH']",real,7,long
623,citizen,2.45e-05,4.39,NOUN,"['S', 'IH1', 'T', 'AH0', 'Z', 'AH0', 'N']","['S', 'IH', 'T', 'AH', 'Z', 'AH', 'N']",real,7,long
624,consists,2.45e-05,4.39,VERB,"['K', 'AH0', 'N', 'S', 'IH1', 'S', 'T', 'S']","['K', 'AH', 'N', 'S', 'IH', 'S', 'T', 'S']",real,8,long
625,consumers,2.45e-05,4.39,NOUN,"['K', 'AH0', 'N', 'S', 'UW1', 'M', 'ER0', 'Z']","['K', 'AH', 'N', 'S', 'UW', 'M', 'ER', 'Z']",real,8,long
626,critics,2.45e-05,4.39,NOUN,"['K', 'R', 'IH1', 'T', 'IH0', 'K', 'S']","['K', 'R', 'IH', 'T', 'IH', 'K', 'S']",real,7,long
627,discover,2.45e-05,4.39,VERB,"['D', 'IH0', 'S', 'K', 'AH1', 'V', 'ER0']","['D', 'IH', 'S', 'K', 'AH', 'V', 'ER']",real,7,long
628,entrance,2.45e-05,4.39,NOUN,"['EH1', 'N', 'T', 'R', 'AH0', 'N', 'S']","['EH', 'N', 'T', 'R', 'AH', 'N', 'S']",real,7,long
629,francis,2.45e-05,4.39,PROPN,"['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S']","['F', 'R', 'AE', 'N', 'S', 'AH', 'S']",real,7,long
630,friendship,2.45e-05,4.39,NOUN,"['F', 'R', 'EH1', 'N', 'D', 'SH', 'IH0', 'P']","['F', 'R', 'EH', 'N', 'D', 'SH', 'IH', 'P']",real,8,long
631,handling,2.45e-05,4.39,VERB,"['HH', 'AE1', 'N', 'D', 'L', 'IH0', 'NG']","['HH', 'AE', 'N', 'D', 'L', 'IH', 'NG']",real,7,long
632,narrative,2.45e-05,4.39,NOUN,"['N', 'AE1', 'R', 'AH0', 'T', 'IH0', 'V']","['N', 'AE', 'R', 'AH', 'T', 'IH', 'V']",real,7,long
633,occasionally,2.45e-05,4.39,ADV,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'AH0', 'L', 'IY0']","['AH', 'K', 'EY', 'ZH', 'AH', 'N', 'AH', 'L', 'IY']",real,9,long
634,potentially,2.45e-05,4.39,ADV,"['P', 'AH0', 'T', 'EH1', 'N', 'SH', 'AH0', 'L', 'IY0']","['P', 'AH', 'T', 'EH', 'N', 'SH', 'AH', 'L', 'IY']",real,9,long
635,reduction,2.45e-05,4.39,NOUN,"['R', 'AH0', 'D', 'AH1', 'K', 'SH', 'AH0', 'N']","['R', 'AH', 'D', 'AH', 'K', 'SH', 'AH', 'N']",real,8,long
636,reflect,2.45e-05,4.39,VERB,"['R', 'AH0', 'F', 'L', 'EH1', 'K', 'T']","['R', 'AH', 'F', 'L', 'EH', 'K', 'T']",real,7,long
637,researchers,2.45e-05,4.39,NOUN,"['R', 'IY1', 'S', 'ER0', 'CH', 'ER0', 'Z']","['R', 'IY', 'S', 'ER', 'CH', 'ER', 'Z']",real,7,long
638,sciences,2.45e-05,4.39,PROPN,"['S', 'AY1', 'AH0', 'N', 'S', 'AH0', 'Z']","['S', 'AY', 'AH', 'N', 'S', 'AH', 'Z']",real,7,long
639,visible,2.45e-05,4.39,ADJ,"['V', 'IH1', 'Z', 'AH0', 'B', 'AH0', 'L']","['V', 'IH', 'Z', 'AH', 'B', 'AH', 'L']",real,7,long
640,amendment,2.4e-05,4.38,NOUN,"['AH0', 'M', 'EH1', 'N', 'D', 'M', 'AH0', 'N', 'T']","['AH', 'M', 'EH', 'N', 'D', 'M', 'AH', 'N', 'T']",real,9,long
641,commonly,2.4e-05,4.38,ADV,"['K', 'AA1', 'M', 'AH0', 'N', 'L', 'IY0']","['K', 'AA', 'M', 'AH', 'N', 'L', 'IY']",real,7,long
642,defensive,2.4e-05,4.38,ADJ,"['D', 'IH0', 'F', 'EH1', 'N', 'S', 'IH0', 'V']","['D', 'IH', 'F', 'EH', 'N', 'S', 'IH', 'V']",real,8,long
643,efficiency,2.4e-05,4.38,NOUN,"['IH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'S', 'IY0']","['IH', 'F', 'IH', 'SH', 'AH', 'N', 'S', 'IY']",real,8,long
644,enterprise,2.4e-05,4.38,NOUN,"['EH1', 'N', 'T', 'ER0', 'P', 'R', 'AY2', 'Z']","['EH', 'N', 'T', 'ER', 'P', 'R', 'AY', 'Z']",real,8,long
645,findings,2.4e-05,4.38,NOUN,"['F', 'AY1', 'N', 'D', 'IH0', 'NG', 'Z']","['F', 'AY', 'N', 'D', 'IH', 'NG', 'Z']",real,7,long
646,journalist,2.4e-05,4.38,NOUN,"['JH', 'ER1', 'N', 'AH0', 'L', 'AH0', 'S', 'T']","['JH', 'ER', 'N', 'AH', 'L', 'AH', 'S', 'T']",real,8,long
647,maintained,2.4e-05,4.38,VERB,"['M', 'EY0', 'N', 'T', 'EY1', 'N', 'D']","['M', 'EY', 'N', 'T', 'EY', 'N', 'D']",real,7,long
648,passenger,2.4e-05,4.38,NOUN,"['P', 'AE1', 'S', 'AH0', 'N', 'JH', 'ER0']","['P', 'AE', 'S', 'AH', 'N', 'JH', 'ER']",real,7,long
649,possession,2.4e-05,4.38,NOUN,"['P', 'AH0', 'Z', 'EH1', 'SH', 'AH0', 'N']","['P', 'AH', 'Z', 'EH', 'SH', 'AH', 'N']",real,7,long
650,resident,2.4e-05,4.38,NOUN,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'T']","['R', 'EH', 'Z', 'IH', 'D', 'AH', 'N', 'T']",real,8,long
651,subjects,2.4e-05,4.38,NOUN,"['S', 'AH1', 'B', 'JH', 'IH0', 'K', 'T', 'S']","['S', 'AH', 'B', 'JH', 'IH', 'K', 'T', 'S']",real,8,long
652,suitable,2.4e-05,4.38,ADJ,"['S', 'UW1', 'T', 'AH0', 'B', 'AH0', 'L']","['S', 'UW', 'T', 'AH', 'B', 'AH', 'L']",real,7,long
653,agriculture,2.34e-05,4.37,NOUN,"['AE1', 'G', 'R', 'IH0', 'K', 'AH2', 'L', 'CH', 'ER0']","['AE', 'G', 'R', 'IH', 'K', 'AH', 'L', 'CH', 'ER']",real,9,long
654,atlanta,2.34e-05,4.37,PROPN,"['AE0', 'T', 'L', 'AE1', 'N', 'T', 'AH0']","['AE', 'T', 'L', 'AE', 'N', 'T', 'AH']",real,7,long
655,christians,2.34e-05,4.37,PROPN,"['K', 'R', 'IH1', 'S', 'CH', 'AH0', 'N', 'Z']","['K', 'R', 'IH', 'S', 'CH', 'AH', 'N', 'Z']",real,8,long
656,emotions,2.34e-05,4.37,NOUN,"['IH0', 'M', 'OW1', 'SH', 'AH0', 'N', 'Z']","['IH', 'M', 'OW', 'SH', 'AH', 'N', 'Z']",real,7,long
657,exhibition,2.34e-05,4.37,NOUN,"['EH2', 'K', 'S', 'AH0', 'B', 'IH1', 'SH', 'AH0', 'N']","['EH', 'K', 'S', 'AH', 'B', 'IH', 'SH', 'AH', 'N']",real,9,long
658,immigrants,2.34e-05,4.37,NOUN,"['IH1', 'M', 'AH0', 'G', 'R', 'AH0', 'N', 'T', 'S']","['IH', 'M', 'AH', 'G', 'R', 'AH', 'N', 'T', 'S']",real,9,long
659,improving,2.34e-05,4.37,VERB,"['IH0', 'M', 'P', 'R', 'UW1', 'V', 'IH0', 'NG']","['IH', 'M', 'P', 'R', 'UW', 'V', 'IH', 'NG']",real,8,long
660,introduce,2.34e-05,4.37,VERB,"['IH2', 'N', 'T', 'R', 'AH0', 'D', 'UW1', 'S']","['IH', 'N', 'T', 'R', 'AH', 'D', 'UW', 'S']",real,8,long
661,prisoners,2.34e-05,4.37,NOUN,"['P', 'R', 'IH1', 'Z', 'AH0', 'N', 'ER0', 'Z']","['P', 'R', 'IH', 'Z', 'AH', 'N', 'ER', 'Z']",real,8,long
662,programming,2.34e-05,4.37,NOUN,"['P', 'R', 'OW1', 'G', 'R', 'AE2', 'M', 'IH0', 'NG']","['P', 'R', 'OW', 'G', 'R', 'AE', 'M', 'IH', 'NG']",real,9,long
663,publishing,2.34e-05,4.37,VERB,"['P', 'AH1', 'B', 'L', 'IH0', 'SH', 'IH0', 'NG']","['P', 'AH', 'B', 'L', 'IH', 'SH', 'IH', 'NG']",real,8,long
664,rejected,2.34e-05,4.37,VERB,"['R', 'IH0', 'JH', 'EH1', 'K', 'T', 'IH0', 'D']","['R', 'IH', 'JH', 'EH', 'K', 'T', 'IH', 'D']",real,8,long
665,resulted,2.34e-05,4.37,VERB,"['R', 'IH0', 'Z', 'AH1', 'L', 'T', 'IH0', 'D']","['R', 'IH', 'Z', 'AH', 'L', 'T', 'IH', 'D']",real,8,long
666,survival,2.34e-05,4.37,NOUN,"['S', 'ER0', 'V', 'AY1', 'V', 'AH0', 'L']","['S', 'ER', 'V', 'AY', 'V', 'AH', 'L']",real,7,long
667,achievement,2.29e-05,4.36,NOUN,"['AH0', 'CH', 'IY1', 'V', 'M', 'AH0', 'N', 'T']","['AH', 'CH', 'IY', 'V', 'M', 'AH', 'N', 'T']",real,8,long
668,anderson,2.29e-05,4.36,PROPN,"['AE1', 'N', 'D', 'ER0', 'S', 'AH0', 'N']","['AE', 'N', 'D', 'ER', 'S', 'AH', 'N']",real,7,long
669,automatic,2.29e-05,4.36,ADJ,"['AO2', 'T', 'AH0', 'M', 'AE1', 'T', 'IH0', 'K']","['AO', 'T', 'AH', 'M', 'AE', 'T', 'IH', 'K']",real,8,long
670,diseases,2.29e-05,4.36,NOUN,"['D', 'IH0', 'Z', 'IY1', 'Z', 'AH0', 'Z']","['D', 'IH', 'Z', 'IY', 'Z', 'AH', 'Z']",real,7,long
671,frequency,2.29e-05,4.36,VERB,"['F', 'R', 'IY1', 'K', 'W', 'AH0', 'N', 'S', 'IY0']","['F', 'R', 'IY', 'K', 'W', 'AH', 'N', 'S', 'IY']",real,9,long
672,heritage,2.29e-05,4.36,NOUN,"['HH', 'EH1', 'R', 'AH0', 'T', 'AH0', 'JH']","['HH', 'EH', 'R', 'AH', 'T', 'AH', 'JH']",real,7,long
673,initiative,2.29e-05,4.36,NOUN,"['IH0', 'N', 'IH1', 'SH', 'AH0', 'T', 'IH0', 'V']","['IH', 'N', 'IH', 'SH', 'AH', 'T', 'IH', 'V']",real,8,long
674,interviews,2.29e-05,4.36,NOUN,"['IH1', 'N', 'T', 'ER0', 'V', 'Y', 'UW2', 'Z']","['IH', 'N', 'T', 'ER', 'V', 'Y', 'UW', 'Z']",real,8,long
675,landscape,2.29e-05,4.36,NOUN,"['L', 'AE1', 'N', 'D', 'S', 'K', 'EY2', 'P']","['L', 'AE', 'N', 'D', 'S', 'K', 'EY', 'P']",real,8,long
676,microsoft,2.29e-05,4.36,PROPN,"['M', 'AY1', 'K', 'R', 'OW2', 'S', 'AO1', 'F', 'T']","['M', 'AY', 'K', 'R', 'OW', 'S', 'AO', 'F', 'T']",real,9,long
677,objective,2.29e-05,4.36,NOUN,"['AH0', 'B', 'JH', 'EH1', 'K', 'T', 'IH0', 'V']","['AH', 'B', 'JH', 'EH', 'K', 'T', 'IH', 'V']",real,8,long
678,privacy,2.29e-05,4.36,NOUN,"['P', 'R', 'AY1', 'V', 'AH0', 'S', 'IY0']","['P', 'R', 'AY', 'V', 'AH', 'S', 'IY']",real,7,long
679,procedures,2.29e-05,4.36,NOUN,"['P', 'R', 'AH0', 'S', 'IY1', 'JH', 'ER0', 'Z']","['P', 'R', 'AH', 'S', 'IY', 'JH', 'ER', 'Z']",real,8,long
680,profits,2.29e-05,4.36,NOUN,"['P', 'R', 'AA1', 'F', 'IH0', 'T', 'S']","['P', 'R', 'AA', 'F', 'IH', 'T', 'S']",real,7,long
681,reducing,2.29e-05,4.36,VERB,"['R', 'AH0', 'D', 'UW1', 'S', 'IH0', 'NG']","['R', 'AH', 'D', 'UW', 'S', 'IH', 'NG']",real,7,long
682,residence,2.29e-05,4.36,NOUN,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'S']","['R', 'EH', 'Z', 'IH', 'D', 'AH', 'N', 'S']",real,8,long
683,sections,2.29e-05,4.36,NOUN,"['S', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']","['S', 'EH', 'K', 'SH', 'AH', 'N', 'Z']",real,7,long
684,surrounded,2.29e-05,4.36,VERB,"['S', 'ER0', 'AW1', 'N', 'D', 'AH0', 'D']","['S', 'ER', 'AW', 'N', 'D', 'AH', 'D']",real,7,long
685,threatened,2.29e-05,4.36,VERB,"['TH', 'R', 'EH1', 'T', 'AH0', 'N', 'D']","['TH', 'R', 'EH', 'T', 'AH', 'N', 'D']",real,7,long
686,transferred,2.29e-05,4.36,VERB,"['T', 'R', 'AE0', 'N', 'S', 'F', 'ER1', 'D']","['T', 'R', 'AE', 'N', 'S', 'F', 'ER', 'D']",real,8,long
687,ambassador,2.24e-05,4.35,NOUN,"['AE0', 'M', 'B', 'AE1', 'S', 'AH0', 'D', 'ER0']","['AE', 'M', 'B', 'AE', 'S', 'AH', 'D', 'ER']",real,8,long
688,awarded,2.24e-05,4.35,VERB,"['AH0', 'W', 'AO1', 'R', 'D', 'AH0', 'D']","['AH', 'W', 'AO', 'R', 'D', 'AH', 'D']",real,7,long
689,chemistry,2.24e-05,4.35,NOUN,"['K', 'EH1', 'M', 'AH0', 'S', 'T', 'R', 'IY0']","['K', 'EH', 'M', 'AH', 'S', 'T', 'R', 'IY']",real,8,long
690,concluded,2.24e-05,4.35,VERB,"['K', 'AH0', 'N', 'K', 'L', 'UW1', 'D', 'AH0', 'D']","['K', 'AH', 'N', 'K', 'L', 'UW', 'D', 'AH', 'D']",real,9,long
691,corruption,2.24e-05,4.35,NOUN,"['K', 'ER0', 'AH1', 'P', 'SH', 'AH0', 'N']","['K', 'ER', 'AH', 'P', 'SH', 'AH', 'N']",real,7,long
692,discount,2.24e-05,4.35,VERB,"['D', 'IH1', 'S', 'K', 'AW0', 'N', 'T']","['D', 'IH', 'S', 'K', 'AW', 'N', 'T']",real,7,long
693,exception,2.24e-05,4.35,NOUN,"['IH0', 'K', 'S', 'EH1', 'P', 'SH', 'AH0', 'N']","['IH', 'K', 'S', 'EH', 'P', 'SH', 'AH', 'N']",real,8,long
694,grateful,2.24e-05,4.35,ADJ,"['G', 'R', 'EY1', 'T', 'F', 'AH0', 'L']","['G', 'R', 'EY', 'T', 'F', 'AH', 'L']",real,7,long
