,Unnamed: 0,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Prediction
93,93,premium,RLCH,real,long,complex,2.14e-05,7,4.33,"['P', 'R', 'IY1', 'M', 'IY0', 'AH0', 'M']","['P', 'R', 'IY', 'M', 'IY', 'AH', 'M']",NOUN,"['P', 'R', 'IY', 'M', 'IY', 'AH', 'M']"
94,94,december,RLCH,real,long,complex,0.000117,7,5.07,"['D', 'IH0', 'S', 'EH1', 'M', 'B', 'ER0']","['D', 'IH', 'S', 'EH', 'M', 'B', 'ER']",PROPN,"['D', 'IH', 'S', 'EH', 'M', 'B', 'ER']"
95,95,emergency,RLCH,real,long,complex,5.25e-05,8,4.72,"['IH0', 'M', 'ER1', 'JH', 'AH0', 'N', 'S', 'IY0']","['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']",NOUN,"['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']"
96,96,mechanism,RLCH,real,long,complex,1.86e-05,9,4.27,"['M', 'EH1', 'K', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M']","['M', 'EH', 'K', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",NOUN,"['M', 'EH', 'K', 'AH', 'N', 'IH', 'Z', 'AH', 'M']"
97,97,situations,RLCH,real,long,complex,2.95e-05,9,4.47,"['S', 'IH2', 'CH', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']","['S', 'IH', 'CH', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']",NOUN,"['S', 'IH', 'CH', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']"
98,98,evolution,RLCH,real,long,complex,2.57e-05,8,4.41,"['EH2', 'V', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",NOUN,"['EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']"
99,99,employers,RLCH,real,long,complex,1.78e-05,7,4.25,"['EH0', 'M', 'P', 'L', 'OY1', 'ER0', 'Z']","['EH', 'M', 'P', 'L', 'OY', 'ER', 'Z']",NOUN,"['EH', 'M', 'P', 'L', 'OY', 'ER', 'Z']"
100,100,confluence,RLCL,real,long,complex,1.32e-06,9,3.12,"['K', 'AA1', 'N', 'F', 'L', 'UW0', 'AH0', 'N', 'S']","['K', 'AA', 'N', 'F', 'L', 'UW', 'AH', 'N', 'S']",NOUN,"['K', 'AA', 'N', 'F', 'L', 'UW', 'AH', 'N', 'S']"
101,101,raspberries,RLCL,real,long,complex,9.55e-07,8,2.98,"['R', 'AE1', 'Z', 'B', 'EH2', 'R', 'IY0', 'Z']","['R', 'AE', 'Z', 'B', 'EH', 'R', 'IY', 'Z']",NOUN,"['R', 'AE', 'Z', 'B', 'EH', 'R', 'IY', 'Z']"
102,102,syrians,RLCL,real,long,complex,1.38e-06,7,3.14,"['S', 'IH1', 'R', 'IY0', 'AH0', 'N', 'Z']","['S', 'IH', 'R', 'IY', 'AH', 'N', 'Z']",PROPN,"['S', 'IH', 'R', 'IY', 'AH', 'N', 'Z']"
103,103,reassurance,RLCL,real,long,complex,1.86e-06,9,3.27,"['R', 'IY2', 'AH0', 'SH', 'UH1', 'R', 'AH0', 'N', 'S']","['R', 'IY', 'AH', 'SH', 'UH', 'R', 'AH', 'N', 'S']",NOUN,"['R', 'IY', 'AH', 'SH', 'UH', 'R', 'AH', 'N', 'S']"
104,104,generously,RLCL,real,long,complex,1.95e-06,8,3.29,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'S', 'L', 'IY0']","['JH', 'EH', 'N', 'ER', 'AH', 'S', 'L', 'IY']",ADV,"['JH', 'EH', 'N', 'ER', 'AH', 'S', 'L', 'IY']"
105,105,patrolled,RLCL,real,long,complex,7.94e-07,7,2.9,"['P', 'AH0', 'T', 'R', 'OW1', 'L', 'D']","['P', 'AH', 'T', 'R', 'OW', 'L', 'D']",VERB,"['P', 'AH', 'T', 'R', 'OW', 'L', 'D']"
106,106,telemetry,RLCL,real,long,complex,1e-06,9,3.0,"['T', 'AH0', 'L', 'EH1', 'M', 'AH0', 'T', 'R', 'IY0']","['T', 'AH', 'L', 'EH', 'M', 'AH', 'T', 'R', 'IY']",NOUN,"['T', 'AH', 'L', 'EH', 'M', 'AH', 'T', 'R', 'IY']"
107,107,womanhood,RLCL,real,long,complex,7.59e-07,8,2.88,"['W', 'UH1', 'M', 'AH0', 'N', 'HH', 'UH2', 'D']","['W', 'UH', 'M', 'AH', 'N', 'HH', 'UH', 'D']",NOUN,"['W', 'UH', 'M', 'AH', 'N', 'HH', 'UH', 'D']"
108,108,correlated,RLCL,real,long,complex,3.16e-06,9,3.5,"['K', 'AO1', 'R', 'AH0', 'L', 'EY2', 'T', 'AH0', 'D']","['K', 'AO', 'R', 'AH', 'L', 'EY', 'T', 'AH', 'D']",VERB,"['K', 'AO', 'R', 'AH', 'L', 'EY', 'T', 'AH', 'D']"
109,109,precarious,RLCL,real,long,complex,1.86e-06,9,3.27,"['P', 'R', 'IY0', 'K', 'EH1', 'R', 'IY0', 'AH0', 'S']","['P', 'R', 'IY', 'K', 'EH', 'R', 'IY', 'AH', 'S']",ADJ,"['P', 'R', 'IY', 'K', 'EH', 'R', 'IY', 'AH', 'S']"
110,110,narcissist,RLCL,real,long,complex,9.77e-07,9,2.99,"['N', 'AA1', 'R', 'S', 'IH0', 'S', 'IH0', 'S', 'T']","['N', 'AA', 'R', 'S', 'IH', 'S', 'IH', 'S', 'T']",NOUN,"['N', 'AA', 'R', 'S', 'IH', 'S', 'IH', 'S', 'T']"
111,111,biosphere,RLCL,real,long,complex,7.76e-07,7,2.89,"['B', 'AY1', 'OW0', 'S', 'F', 'IH2', 'R']","['B', 'AY', 'OW', 'S', 'F', 'IH', 'R']",ADV,"['B', 'AY', 'OW', 'S', 'F', 'IH', 'R']"
112,112,implants,RLCL,real,long,complex,3.16e-06,8,3.5,"['IH1', 'M', 'P', 'L', 'AE2', 'N', 'T', 'S']","['IH', 'M', 'P', 'L', 'AE', 'N', 'T', 'S']",NOUN,"['IH', 'M', 'P', 'L', 'AE', 'N', 'T', 'S']"
113,113,habitats,RLCL,real,long,complex,3.09e-06,8,3.49,"['HH', 'AE1', 'B', 'AH0', 'T', 'AE2', 'T', 'S']","['HH', 'AE', 'B', 'AH', 'T', 'AE', 'T', 'S']",NOUN,"['HH', 'AE', 'B', 'AH', 'T', 'AE', 'T', 'S']"
114,114,comedians,RLCL,real,long,complex,3.09e-06,9,3.49,"['K', 'AH0', 'M', 'IY1', 'D', 'IY0', 'AH0', 'N', 'Z']","['K', 'AH', 'M', 'IY', 'D', 'IY', 'AH', 'N', 'Z']",NOUN,"['K', 'AH', 'M', 'IY', 'D', 'IY', 'AH', 'N', 'Z']"
115,115,decimal,RLCL,real,long,complex,1.91e-06,7,3.28,"['D', 'EH1', 'S', 'AH0', 'M', 'AH0', 'L']","['D', 'EH', 'S', 'AH', 'M', 'AH', 'L']",ADJ,"['D', 'EH', 'S', 'AH', 'M', 'AH', 'L']"
116,116,blockbuster,RLCL,real,long,complex,3.02e-06,9,3.48,"['B', 'L', 'AA1', 'K', 'B', 'AH2', 'S', 'T', 'ER0']","['B', 'L', 'AA', 'K', 'B', 'AH', 'S', 'T', 'ER']",NOUN,"['B', 'L', 'AA', 'K', 'B', 'AH', 'S', 'T', 'ER']"
117,117,superfluous,RLCL,real,long,complex,1e-06,9,3.0,"['S', 'UW1', 'P', 'ER0', 'F', 'L', 'W', 'AH2', 'S']","['S', 'UW', 'P', 'ER', 'F', 'L', 'W', 'AH', 'S']",ADJ,"['S', 'UW', 'P', 'ER', 'F', 'L', 'W', 'AH', 'S']"
118,118,superpowers,RLCL,real,long,complex,1.38e-06,8,3.14,"['S', 'UW2', 'P', 'ER0', 'P', 'AW1', 'ER0', 'Z']","['S', 'UW', 'P', 'ER', 'P', 'AW', 'ER', 'Z']",NOUN,"['S', 'UW', 'P', 'ER', 'P', 'AW', 'ER', 'Z']"
119,119,hologram,RLCL,real,long,complex,1.29e-06,8,3.11,"['HH', 'AA1', 'L', 'AH0', 'G', 'R', 'AE2', 'M']","['HH', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'M']",PROPN,"['HH', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'M']"
120,120,duplex,RLCL,real,long,complex,1.35e-06,7,3.13,"['D', 'UW1', 'P', 'L', 'EH2', 'K', 'S']","['D', 'UW', 'P', 'L', 'EH', 'K', 'S']",NOUN,"['D', 'UW', 'P', 'L', 'EH', 'K', 'S']"
121,121,commemorate,RLCL,real,long,complex,3.09e-06,8,3.49,"['K', 'AH0', 'M', 'EH1', 'M', 'ER0', 'EY2', 'T']","['K', 'AH', 'M', 'EH', 'M', 'ER', 'EY', 'T']",VERB,"['K', 'AH', 'M', 'EH', 'M', 'ER', 'EY', 'T']"
122,122,withhold,RLCL,real,long,complex,1.91e-06,7,3.28,"['W', 'IH0', 'TH', 'HH', 'OW1', 'L', 'D']","['W', 'IH', 'TH', 'HH', 'OW', 'L', 'D']",VERB,"['W', 'IH', 'TH', 'HH', 'OW', 'L', 'D']"
123,123,bearable,RLCL,real,long,complex,7.76e-07,7,2.89,"['B', 'EH1', 'R', 'AH0', 'B', 'AH0', 'L']","['B', 'EH', 'R', 'AH', 'B', 'AH', 'L']",ADJ,"['B', 'EH', 'R', 'AH', 'B', 'AH', 'L']"
124,124,potency,RLCL,real,long,complex,1.86e-06,7,3.27,"['P', 'OW1', 'T', 'AH0', 'N', 'S', 'IY0']","['P', 'OW', 'T', 'AH', 'N', 'S', 'IY']",NOUN,"['P', 'OW', 'T', 'AH', 'N', 'S', 'IY']"
125,125,dignified,RLCL,real,long,complex,1.91e-06,8,3.28,"['D', 'IH1', 'G', 'N', 'AH0', 'F', 'AY2', 'D']","['D', 'IH', 'G', 'N', 'AH', 'F', 'AY', 'D']",ADJ,"['D', 'IH', 'G', 'N', 'AH', 'F', 'AY', 'D']"
126,126,constraint,RLCL,real,long,complex,1.91e-06,9,3.28,"['K', 'AH0', 'N', 'S', 'T', 'R', 'EY1', 'N', 'T']","['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'T']",NOUN,"['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'T']"
127,127,deterrence,RLCL,real,long,complex,9.77e-07,7,2.99,"['D', 'IH0', 'T', 'ER1', 'AH0', 'N', 'S']","['D', 'IH', 'T', 'ER', 'AH', 'N', 'S']",NOUN,"['D', 'IH', 'T', 'ER', 'AH', 'N', 'S']"
128,128,dishwasher,RLCL,real,long,complex,1.95e-06,7,3.29,"['D', 'IH1', 'SH', 'W', 'AA2', 'SH', 'ER0']","['D', 'IH', 'SH', 'W', 'AA', 'SH', 'ER']",NOUN,"['D', 'IH', 'SH', 'W', 'AA', 'SH', 'ER']"
129,129,venetian,RLCL,real,long,complex,2e-06,7,3.3,"['V', 'AH0', 'N', 'IY1', 'SH', 'AH0', 'N']","['V', 'AH', 'N', 'IY', 'SH', 'AH', 'N']",ADJ,"['V', 'AH', 'N', 'IY', 'SH', 'AH', 'N']"
130,130,shortages,RLCL,real,long,complex,3.16e-06,8,3.5,"['SH', 'AO1', 'R', 'T', 'AH0', 'JH', 'AH0', 'Z']","['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']",NOUN,"['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']"
131,131,refinery,RLCL,real,long,complex,3.09e-06,7,3.49,"['R', 'IH0', 'F', 'AY1', 'N', 'ER0', 'IY0']","['R', 'IH', 'F', 'AY', 'N', 'ER', 'IY']",NOUN,"['R', 'IH', 'F', 'AY', 'N', 'ER', 'IY']"
132,132,deodorant,RLCL,real,long,complex,1.32e-06,8,3.12,"['D', 'IY0', 'OW1', 'D', 'ER0', 'AH0', 'N', 'T']","['D', 'IY', 'OW', 'D', 'ER', 'AH', 'N', 'T']",NOUN,"['D', 'IY', 'OW', 'D', 'ER', 'AH', 'N', 'T']"
133,133,unequal,RLCL,real,long,complex,2e-06,7,3.3,"['AH0', 'N', 'IY1', 'K', 'W', 'AH0', 'L']","['AH', 'N', 'IY', 'K', 'W', 'AH', 'L']",ADJ,"['AH', 'N', 'IY', 'K', 'W', 'AH', 'L']"
134,134,famously,RLCL,real,long,complex,3.09e-06,7,3.49,"['F', 'EY1', 'M', 'AH0', 'S', 'L', 'IY0']","['F', 'EY', 'M', 'AH', 'S', 'L', 'IY']",ADV,"['F', 'EY', 'M', 'AH', 'S', 'L', 'IY']"
135,135,botanical,RLCL,real,long,complex,3.09e-06,9,3.49,"['B', 'AH0', 'T', 'AE1', 'N', 'IH0', 'K', 'AH0', 'L']","['B', 'AH', 'T', 'AE', 'N', 'IH', 'K', 'AH', 'L']",PROPN,"['B', 'AH', 'T', 'AE', 'N', 'IH', 'K', 'AH', 'L']"
136,136,multiply,RLCL,real,long,complex,3.16e-06,8,3.5,"['M', 'AH1', 'L', 'T', 'AH0', 'P', 'L', 'AY2']","['M', 'AH', 'L', 'T', 'AH', 'P', 'L', 'AY']",VERB,"['M', 'AH', 'L', 'T', 'AH', 'P', 'L', 'AY']"
137,137,bohemian,RLCL,real,long,complex,3.16e-06,8,3.5,"['B', 'OW0', 'HH', 'IY1', 'M', 'IY0', 'AH0', 'N']","['B', 'OW', 'HH', 'IY', 'M', 'IY', 'AH', 'N']",ADJ,"['B', 'OW', 'HH', 'IY', 'M', 'IY', 'AH', 'N']"
138,138,aristocrat,RLCL,real,long,complex,9.77e-07,9,2.99,"['ER0', 'IH1', 'S', 'T', 'AH0', 'K', 'R', 'AE2', 'T']","['ER', 'IH', 'S', 'T', 'AH', 'K', 'R', 'AE', 'T']",NOUN,"['ER', 'IH', 'S', 'T', 'AH', 'K', 'R', 'AE', 'T']"
139,139,glamorous,RLCL,real,long,complex,3.16e-06,7,3.5,"['G', 'L', 'AE1', 'M', 'ER0', 'AH0', 'S']","['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']",ADJ,"['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']"
140,140,locomotive,RLCL,real,long,complex,3.16e-06,9,3.5,"['L', 'OW2', 'K', 'AH0', 'M', 'OW1', 'T', 'IH0', 'V']","['L', 'OW', 'K', 'AH', 'M', 'OW', 'T', 'IH', 'V']",NOUN,"['L', 'OW', 'K', 'AH', 'M', 'OW', 'T', 'IH', 'V']"
141,141,daredevil,RLCL,real,long,complex,1.95e-06,8,3.29,"['D', 'EH1', 'R', 'D', 'EH2', 'V', 'AH0', 'L']","['D', 'EH', 'R', 'D', 'EH', 'V', 'AH', 'L']",NOUN,"['D', 'EH', 'R', 'D', 'EH', 'V', 'AH', 'L']"
142,142,camaraderie,RLCL,real,long,complex,9.77e-07,8,2.99,"['K', 'AA2', 'M', 'ER0', 'AA1', 'D', 'ER0', 'IY0']","['K', 'AA', 'M', 'ER', 'AA', 'D', 'ER', 'IY']",NOUN,"['K', 'AA', 'M', 'ER', 'AA', 'D', 'ER', 'IY']"
143,143,recital,RLCL,real,long,complex,1.91e-06,7,3.28,"['R', 'AH0', 'S', 'AY1', 'T', 'AH0', 'L']","['R', 'AH', 'S', 'AY', 'T', 'AH', 'L']",NOUN,"['R', 'AH', 'S', 'AY', 'T', 'AH', 'L']"
144,144,topography,RLCL,real,long,complex,1.91e-06,9,3.28,"['T', 'AH0', 'P', 'AA1', 'G', 'R', 'AH0', 'F', 'IY0']","['T', 'AH', 'P', 'AA', 'G', 'R', 'AH', 'F', 'IY']",NOUN,"['T', 'AH', 'P', 'AA', 'G', 'R', 'AH', 'F', 'IY']"
145,145,stroking,RLCL,real,long,complex,1.38e-06,7,3.14,"['S', 'T', 'R', 'OW1', 'K', 'IH0', 'NG']","['S', 'T', 'R', 'OW', 'K', 'IH', 'NG']",VERB,"['S', 'T', 'R', 'OW', 'K', 'IH', 'NG']"
146,146,yellowstone,RLCL,real,long,complex,1.91e-06,8,3.28,"['Y', 'EH1', 'L', 'OW0', 'S', 'T', 'OW2', 'N']","['Y', 'EH', 'L', 'OW', 'S', 'T', 'OW', 'N']",PROPN,"['Y', 'EH', 'L', 'OW', 'S', 'T', 'OW', 'N']"
147,147,dangling,RLCL,real,long,complex,1.95e-06,8,3.29,"['D', 'AE1', 'NG', 'G', 'AH0', 'L', 'IH0', 'NG']","['D', 'AE', 'NG', 'G', 'AH', 'L', 'IH', 'NG']",VERB,"['D', 'AE', 'NG', 'G', 'AH', 'L', 'IH', 'NG']"
148,148,telepathy,RLCL,real,long,complex,7.59e-07,8,2.88,"['T', 'AH0', 'L', 'EH1', 'P', 'AH0', 'TH', 'IY0']","['T', 'AH', 'L', 'EH', 'P', 'AH', 'TH', 'IY']",PROPN,"['T', 'AH', 'L', 'EH', 'P', 'AH', 'TH', 'IY']"
149,149,bulldozer,RLCL,real,long,complex,7.59e-07,7,2.88,"['B', 'UH1', 'L', 'D', 'OW2', 'Z', 'ER0']","['B', 'UH', 'L', 'D', 'OW', 'Z', 'ER']",NOUN,"['B', 'UH', 'L', 'D', 'OW', 'Z', 'ER']"
150,150,extortion,RLCL,real,long,complex,1.95e-06,9,3.29,"['IH0', 'K', 'S', 'T', 'AO1', 'R', 'SH', 'AH0', 'N']","['IH', 'K', 'S', 'T', 'AO', 'R', 'SH', 'AH', 'N']",NOUN,"['IH', 'K', 'S', 'T', 'AO', 'R', 'SH', 'AH', 'N']"
151,151,norwegians,RLCL,real,long,complex,7.59e-07,9,2.88,"['N', 'AO0', 'R', 'W', 'IY1', 'JH', 'AH0', 'N', 'Z']","['N', 'AO', 'R', 'W', 'IY', 'JH', 'AH', 'N', 'Z']",PROPN,"['N', 'AO', 'R', 'W', 'IY', 'JH', 'AH', 'N', 'Z']"
152,152,interchange,RLCL,real,long,complex,3.09e-06,8,3.49,"['IH1', 'N', 'T', 'ER0', 'CH', 'EY2', 'N', 'JH']","['IH', 'N', 'T', 'ER', 'CH', 'EY', 'N', 'JH']",VERB,"['IH', 'N', 'T', 'ER', 'CH', 'EY', 'N', 'JH']"
153,153,polynesian,RLCL,real,long,complex,7.94e-07,9,2.9,"['P', 'AA2', 'L', 'IH0', 'N', 'IY1', 'ZH', 'AH0', 'N']","['P', 'AA', 'L', 'IH', 'N', 'IY', 'ZH', 'AH', 'N']",ADJ,"['P', 'AA', 'L', 'IH', 'N', 'IY', 'ZH', 'AH', 'N']"
154,154,vindictive,RLCL,real,long,complex,9.55e-07,9,2.98,"['V', 'IH0', 'N', 'D', 'IH1', 'K', 'T', 'IH0', 'V']","['V', 'IH', 'N', 'D', 'IH', 'K', 'T', 'IH', 'V']",ADJ,"['V', 'IH', 'N', 'D', 'IH', 'K', 'T', 'IH', 'V']"
155,155,anaerobic,RLCL,real,long,complex,9.33e-07,7,2.97,"['AE2', 'N', 'ER0', 'OW1', 'B', 'IH0', 'K']","['AE', 'N', 'ER', 'OW', 'B', 'IH', 'K']",ADJ,"['AE', 'N', 'ER', 'OW', 'B', 'IH', 'K']"
156,156,psychopathic,RLCL,real,long,complex,7.94e-07,9,2.9,"['S', 'AY2', 'K', 'AH0', 'P', 'AE1', 'TH', 'IH0', 'K']","['S', 'AY', 'K', 'AH', 'P', 'AE', 'TH', 'IH', 'K']",ADJ,"['S', 'AY', 'K', 'AH', 'P', 'AE', 'TH', 'IH', 'K']"
157,157,footprints,RLCL,real,long,complex,1.95e-06,9,3.29,"['F', 'UH1', 'T', 'P', 'R', 'IH2', 'N', 'T', 'S']","['F', 'UH', 'T', 'P', 'R', 'IH', 'N', 'T', 'S']",NOUN,"['F', 'UH', 'T', 'P', 'R', 'IH', 'N', 'T', 'S']"
158,158,cynicism,RLCL,real,long,complex,1.35e-06,9,3.13,"['S', 'IH1', 'N', 'IH0', 'S', 'IH2', 'Z', 'AH0', 'M']","['S', 'IH', 'N', 'IH', 'S', 'IH', 'Z', 'AH', 'M']",NOUN,"['S', 'IH', 'N', 'IH', 'S', 'IH', 'Z', 'AH', 'M']"
159,159,specialize,RLCL,real,long,complex,1.91e-06,8,3.28,"['S', 'P', 'EH1', 'SH', 'AH0', 'L', 'AY2', 'Z']","['S', 'P', 'EH', 'SH', 'AH', 'L', 'AY', 'Z']",VERB,"['S', 'P', 'EH', 'SH', 'AH', 'L', 'AY', 'Z']"
160,160,pretext,RLCL,real,long,complex,1.86e-06,8,3.27,"['P', 'R', 'IY1', 'T', 'EH2', 'K', 'S', 'T']","['P', 'R', 'IY', 'T', 'EH', 'K', 'S', 'T']",NOUN,"['P', 'R', 'IY', 'T', 'EH', 'K', 'S', 'T']"
161,161,blasted,RLCL,real,long,complex,3.09e-06,7,3.49,"['B', 'L', 'AE1', 'S', 'T', 'AH0', 'D']","['B', 'L', 'AE', 'S', 'T', 'AH', 'D']",VERB,"['B', 'L', 'AE', 'S', 'T', 'AH', 'D']"
162,162,unisex,RLCL,real,long,complex,1e-06,8,3.0,"['Y', 'UW1', 'N', 'IH0', 'S', 'EH2', 'K', 'S']","['Y', 'UW', 'N', 'IH', 'S', 'EH', 'K', 'S']",NOUN,"['Y', 'UW', 'N', 'IH', 'S', 'EH', 'K', 'S']"
163,163,sculptural,RLCL,real,long,complex,7.94e-07,9,2.9,"['S', 'K', 'AH1', 'L', 'P', 'CH', 'ER0', 'AH0', 'L']","['S', 'K', 'AH', 'L', 'P', 'CH', 'ER', 'AH', 'L']",ADJ,"['S', 'K', 'AH', 'L', 'P', 'CH', 'ER', 'AH', 'L']"
164,164,virulent,RLCL,real,long,complex,7.59e-07,8,2.88,"['V', 'IH1', 'R', 'AH0', 'L', 'AH0', 'N', 'T']","['V', 'IH', 'R', 'AH', 'L', 'AH', 'N', 'T']",ADJ,"['V', 'IH', 'R', 'AH', 'L', 'AH', 'N', 'T']"
165,165,upheaval,RLCL,real,long,complex,1.35e-06,7,3.13,"['AH0', 'P', 'HH', 'IY1', 'V', 'AH0', 'L']","['AH', 'P', 'HH', 'IY', 'V', 'AH', 'L']",NOUN,"['AH', 'P', 'HH', 'IY', 'V', 'AH', 'L']"
166,166,epicenter,RLCL,real,long,complex,7.94e-07,8,2.9,"['EH1', 'P', 'AH0', 'S', 'EH2', 'N', 'T', 'ER0']","['EH', 'P', 'AH', 'S', 'EH', 'N', 'T', 'ER']",NOUN,"['EH', 'P', 'AH', 'S', 'EH', 'N', 'T', 'ER']"
167,167,obedience,RLCL,real,long,complex,3.16e-06,8,3.5,"['OW0', 'B', 'IY1', 'D', 'IY0', 'AH0', 'N', 'S']","['OW', 'B', 'IY', 'D', 'IY', 'AH', 'N', 'S']",NOUN,"['OW', 'B', 'IY', 'D', 'IY', 'AH', 'N', 'S']"
168,168,tunneling,RLCL,real,long,complex,7.94e-07,7,2.9,"['T', 'AH1', 'N', 'AH0', 'L', 'IH0', 'NG']","['T', 'AH', 'N', 'AH', 'L', 'IH', 'NG']",VERB,"['T', 'AH', 'N', 'AH', 'L', 'IH', 'NG']"
169,169,markedly,RLCL,real,long,complex,1.95e-06,8,3.29,"['M', 'AA1', 'R', 'K', 'AH0', 'D', 'L', 'IY0']","['M', 'AA', 'R', 'K', 'AH', 'D', 'L', 'IY']",ADV,"['M', 'AA', 'R', 'K', 'AH', 'D', 'L', 'IY']"
170,170,hinduism,RLCL,real,long,complex,1.86e-06,9,3.27,"['HH', 'IH1', 'N', 'JH', 'UW0', 'IH2', 'Z', 'AH0', 'M']","['HH', 'IH', 'N', 'JH', 'UW', 'IH', 'Z', 'AH', 'M']",NOUN,"['HH', 'IH', 'N', 'JH', 'UW', 'IH', 'Z', 'AH', 'M']"
171,171,agonizing,RLCL,real,long,complex,9.77e-07,8,2.99,"['AE1', 'G', 'AH0', 'N', 'AY0', 'Z', 'IH0', 'NG']","['AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']",VERB,"['AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']"
172,172,trampoline,RLCL,real,long,complex,1.38e-06,9,3.14,"['T', 'R', 'AE2', 'M', 'P', 'AH0', 'L', 'IY1', 'N']","['T', 'R', 'AE', 'M', 'P', 'AH', 'L', 'IY', 'N']",NOUN,"['T', 'R', 'AE', 'M', 'P', 'AH', 'L', 'IY', 'N']"
173,173,barbarian,RLCL,real,long,complex,1.91e-06,9,3.28,"['B', 'AA0', 'R', 'B', 'EH1', 'R', 'IY0', 'AH0', 'N']","['B', 'AA', 'R', 'B', 'EH', 'R', 'IY', 'AH', 'N']",ADJ,"['B', 'AA', 'R', 'B', 'EH', 'R', 'IY', 'AH', 'N']"
174,174,ancestry,RLCL,real,long,complex,3.16e-06,8,3.5,"['AE1', 'N', 'S', 'EH0', 'S', 'T', 'R', 'IY0']","['AE', 'N', 'S', 'EH', 'S', 'T', 'R', 'IY']",NOUN,"['AE', 'N', 'S', 'EH', 'S', 'T', 'R', 'IY']"
175,175,traveller,RLCL,real,long,complex,3.09e-06,7,3.49,"['T', 'R', 'AE1', 'V', 'AH0', 'L', 'ER0']","['T', 'R', 'AE', 'V', 'AH', 'L', 'ER']",NOUN,"['T', 'R', 'AE', 'V', 'AH', 'L', 'ER']"
176,176,egyptians,RLCL,real,long,complex,3.09e-06,8,3.49,"['IH0', 'JH', 'IH1', 'P', 'SH', 'AH0', 'N', 'Z']","['IH', 'JH', 'IH', 'P', 'SH', 'AH', 'N', 'Z']",PROPN,"['IH', 'JH', 'IH', 'P', 'SH', 'AH', 'N', 'Z']"
177,177,correspond,RLCL,real,long,complex,3.16e-06,9,3.5,"['K', 'AO2', 'R', 'AH0', 'S', 'P', 'AA1', 'N', 'D']","['K', 'AO', 'R', 'AH', 'S', 'P', 'AA', 'N', 'D']",VERB,"['K', 'AO', 'R', 'AH', 'S', 'P', 'AA', 'N', 'D']"
178,178,immaterial,RLCL,real,long,complex,7.76e-07,9,2.89,"['IH2', 'M', 'AH0', 'T', 'IH1', 'R', 'IY0', 'AH0', 'L']","['IH', 'M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L']",ADJ,"['IH', 'M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L']"
179,179,untimely,RLCL,real,long,complex,1.32e-06,7,3.12,"['AH0', 'N', 'T', 'AY1', 'M', 'L', 'IY0']","['AH', 'N', 'T', 'AY', 'M', 'L', 'IY']",ADJ,"['AH', 'N', 'T', 'AY', 'M', 'L', 'IY']"
180,180,caloric,RLCL,real,long,complex,9.55e-07,7,2.98,"['K', 'AH0', 'L', 'AO1', 'R', 'IH0', 'K']","['K', 'AH', 'L', 'AO', 'R', 'IH', 'K']",ADJ,"['K', 'AH', 'L', 'AO', 'R', 'IH', 'K']"
181,181,mindful,RLCL,real,long,complex,3.09e-06,7,3.49,"['M', 'AY1', 'N', 'D', 'F', 'AH0', 'L']","['M', 'AY', 'N', 'D', 'F', 'AH', 'L']",ADJ,"['M', 'AY', 'N', 'D', 'F', 'AH', 'L']"
182,182,fisherman,RLCL,real,long,complex,3.09e-06,7,3.49,"['F', 'IH1', 'SH', 'ER0', 'M', 'AE2', 'N']","['F', 'IH', 'SH', 'ER', 'M', 'AE', 'N']",NOUN,"['F', 'IH', 'SH', 'ER', 'M', 'AE', 'N']"
183,183,faithfully,RLCL,real,long,complex,1.86e-06,7,3.27,"['F', 'EY1', 'TH', 'F', 'AH0', 'L', 'IY0']","['F', 'EY', 'TH', 'F', 'AH', 'L', 'IY']",ADV,"['F', 'EY', 'TH', 'F', 'AH', 'L', 'IY']"
