,Phonemes,No_Stress,Sonority,Type,Length,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
201,"['IY', 'P', 'TH']","['IY', 'P', 'TH']",-1,VCC,3,"['IH', 'P', '<EOS>']",2,0,0,2,"[1, 3]"
202,"['P', 'TH', 'EY']","['P', 'TH', 'EY']",1,CCV,3,"['P', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
203,"['EY', 'P', 'TH']","['EY', 'P', 'TH']",-1,VCC,3,"['P', 'TH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
204,"['P', 'TH', 'OW']","['P', 'TH', 'OW']",1,CCV,3,"['P', 'TH', '<EOS>']",1,0,0,1,[3]
205,"['OW', 'P', 'TH']","['OW', 'P', 'TH']",-1,VCC,3,"['P', 'OW', 'TH']",2,1,1,0,"[1, 2]"
206,"['P', 'TH', 'AE']","['P', 'TH', 'AE']",1,CCV,3,"['TH', 'AE', '<EOS>']",2,1,1,0,"[1, 2, 3]"
207,"['AE', 'P', 'TH']","['AE', 'P', 'TH']",-1,VCC,3,"['AE', 'P', 'TH']",0,0,0,0,[]
208,"['P', 'TH', 'AW']","['P', 'TH', 'AW']",1,CCV,3,"['P', 'TH', '<EOS>']",1,0,0,1,[3]
209,"['AW', 'P', 'TH']","['AW', 'P', 'TH']",-1,VCC,3,"['P', 'AW', '<EOS>']",3,1,1,1,"[1, 2, 3]"
210,"['P', 'S', 'AH']","['P', 'S', 'AH']",1,CCV,3,"['S', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
211,"['AH', 'P', 'S']","['AH', 'P', 'S']",-1,VCC,3,"['AH', 'P', 'S']",0,0,0,0,[]
212,"['P', 'S', 'OY']","['P', 'S', 'OY']",1,CCV,3,"['P', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
213,"['OY', 'P', 'S']","['OY', 'P', 'S']",-1,VCC,3,"['P', 'S', '<EOS>']",2,1,1,0,"[1, 2, 3]"
214,"['P', 'S', 'AA']","['P', 'S', 'AA']",1,CCV,3,"['S', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
215,"['AA', 'P', 'S']","['AA', 'P', 'S']",-1,VCC,3,"['AA', 'P', 'S']",0,0,0,0,[]
216,"['P', 'S', 'AY']","['P', 'S', 'AY']",1,CCV,3,"['S', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
217,"['AY', 'P', 'S']","['AY', 'P', 'S']",-1,VCC,3,"['AY', 'P', '<EOS>']",1,0,0,1,[3]
218,"['P', 'S', 'ER']","['P', 'S', 'ER']",1,CCV,3,"['S', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
219,"['ER', 'P', 'S']","['ER', 'P', 'S']",-1,VCC,3,"['ER', 'P', '<EOS>']",1,0,0,1,[3]
220,"['P', 'S', 'AO']","['P', 'S', 'AO']",1,CCV,3,"['S', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
221,"['AO', 'P', 'S']","['AO', 'P', 'S']",-1,VCC,3,"['AO', 'P', 'S']",0,0,0,0,[]
222,"['P', 'S', 'UW']","['P', 'S', 'UW']",1,CCV,3,"['S', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
223,"['UW', 'P', 'S']","['UW', 'P', 'S']",-1,VCC,3,"['UW', 'P', '<EOS>']",1,0,0,1,[3]
224,"['P', 'S', 'IH']","['P', 'S', 'IH']",1,CCV,3,"['S', 'IH', 'P']",2,1,1,0,"[1, 2, 3]"
225,"['IH', 'P', 'S']","['IH', 'P', 'S']",-1,VCC,3,"['IH', 'P', '<EOS>']",1,0,0,1,[3]
226,"['P', 'S', 'EH']","['P', 'S', 'EH']",1,CCV,3,"['S', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
227,"['EH', 'P', 'S']","['EH', 'P', 'S']",-1,VCC,3,"['EH', 'P', '<EOS>']",1,0,0,1,[3]
228,"['P', 'S', 'UH']","['P', 'S', 'UH']",1,CCV,3,"['S', 'UH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
229,"['UH', 'P', 'S']","['UH', 'P', 'S']",-1,VCC,3,"['P', 'UH', 'S']",2,1,1,0,"[1, 2]"
230,"['P', 'S', 'IY']","['P', 'S', 'IY']",1,CCV,3,"['P', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
231,"['IY', 'P', 'S']","['IY', 'P', 'S']",-1,VCC,3,"['IY', 'P', 'S']",0,0,0,0,[]
232,"['P', 'S', 'EY']","['P', 'S', 'EY']",1,CCV,3,"['S', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
233,"['EY', 'P', 'S']","['EY', 'P', 'S']",-1,VCC,3,"['P', 'EY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
234,"['P', 'S', 'OW']","['P', 'S', 'OW']",1,CCV,3,"['S', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
235,"['OW', 'P', 'S']","['OW', 'P', 'S']",-1,VCC,3,"['OW', 'P', '<EOS>']",1,0,0,1,[3]
236,"['P', 'S', 'AE']","['P', 'S', 'AE']",1,CCV,3,"['S', 'AE', 'P']",2,1,1,0,"[1, 2, 3]"
237,"['AE', 'P', 'S']","['AE', 'P', 'S']",-1,VCC,3,"['AE', 'P', 'S']",0,0,0,0,[]
238,"['P', 'S', 'AW']","['P', 'S', 'AW']",1,CCV,3,"['P', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
239,"['AW', 'P', 'S']","['AW', 'P', 'S']",-1,VCC,3,"['AW', 'P', '<EOS>']",1,0,0,1,[3]
240,"['P', 'SH', 'AH']","['P', 'SH', 'AH']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
241,"['AH', 'P', 'SH']","['AH', 'P', 'SH']",-1,VCC,3,"['AH', 'P', '<EOS>']",1,0,0,1,[3]
242,"['P', 'SH', 'OY']","['P', 'SH', 'OY']",1,CCV,3,"['P', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
243,"['OY', 'P', 'SH']","['OY', 'P', 'SH']",-1,VCC,3,"['OY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
244,"['P', 'SH', 'AA']","['P', 'SH', 'AA']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
245,"['AA', 'P', 'SH']","['AA', 'P', 'SH']",-1,VCC,3,"['AA', 'P', 'SH']",0,0,0,0,[]
246,"['P', 'SH', 'AY']","['P', 'SH', 'AY']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
247,"['AY', 'P', 'SH']","['AY', 'P', 'SH']",-1,VCC,3,"['AY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
248,"['P', 'SH', 'ER']","['P', 'SH', 'ER']",1,CCV,3,"['P', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
249,"['ER', 'P', 'SH']","['ER', 'P', 'SH']",-1,VCC,3,"['ER', 'P', '<EOS>']",1,0,0,1,[3]
250,"['P', 'SH', 'AO']","['P', 'SH', 'AO']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
251,"['AO', 'P', 'SH']","['AO', 'P', 'SH']",-1,VCC,3,"['AO', 'P', 'SH']",0,0,0,0,[]
252,"['P', 'SH', 'UW']","['P', 'SH', 'UW']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
253,"['UW', 'P', 'SH']","['UW', 'P', 'SH']",-1,VCC,3,"['UW', 'P', '<EOS>']",1,0,0,1,[3]
254,"['P', 'SH', 'IH']","['P', 'SH', 'IH']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
255,"['IH', 'P', 'SH']","['IH', 'P', 'SH']",-1,VCC,3,"['IH', 'P', '<EOS>']",1,0,0,1,[3]
256,"['P', 'SH', 'EH']","['P', 'SH', 'EH']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
257,"['EH', 'P', 'SH']","['EH', 'P', 'SH']",-1,VCC,3,"['EH', 'SH', '<EOS>']",2,0,0,2,"[2, 3]"
258,"['P', 'SH', 'UH']","['P', 'SH', 'UH']",1,CCV,3,"['P', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
259,"['UH', 'P', 'SH']","['UH', 'P', 'SH']",-1,VCC,3,"['UH', 'P', '<EOS>']",1,0,0,1,[3]
260,"['P', 'SH', 'IY']","['P', 'SH', 'IY']",1,CCV,3,"['SH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
261,"['IY', 'P', 'SH']","['IY', 'P', 'SH']",-1,VCC,3,"['SH', 'P', '<EOS>']",2,0,0,2,"[1, 3]"
262,"['P', 'SH', 'EY']","['P', 'SH', 'EY']",1,CCV,3,"['P', 'EY', 'SH']",2,1,1,0,"[2, 3]"
263,"['EY', 'P', 'SH']","['EY', 'P', 'SH']",-1,VCC,3,"['EY', 'P', '<EOS>']",1,0,0,1,[3]
264,"['P', 'SH', 'OW']","['P', 'SH', 'OW']",1,CCV,3,"['P', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
265,"['OW', 'P', 'SH']","['OW', 'P', 'SH']",-1,VCC,3,"['OW', 'P', '<EOS>']",1,0,0,1,[3]
266,"['P', 'SH', 'AE']","['P', 'SH', 'AE']",1,CCV,3,"['P', 'AE', 'SH']",2,1,1,0,"[2, 3]"
267,"['AE', 'P', 'SH']","['AE', 'P', 'SH']",-1,VCC,3,"['AE', 'P', '<EOS>']",1,0,0,1,[3]
268,"['P', 'SH', 'AW']","['P', 'SH', 'AW']",1,CCV,3,"['P', 'SH', '<EOS>']",1,0,0,1,[3]
269,"['AW', 'P', 'SH']","['AW', 'P', 'SH']",-1,VCC,3,"['AW', 'P', '<EOS>']",1,0,0,1,[3]
270,"['P', 'Z', 'AH']","['P', 'Z', 'AH']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
271,"['AH', 'P', 'Z']","['AH', 'P', 'Z']",-1,VCC,3,"['AH', 'P', '<EOS>']",1,0,0,1,[3]
272,"['P', 'Z', 'OY']","['P', 'Z', 'OY']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
273,"['OY', 'P', 'Z']","['OY', 'P', 'Z']",-1,VCC,3,"['OY', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
274,"['P', 'Z', 'AA']","['P', 'Z', 'AA']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
275,"['AA', 'P', 'Z']","['AA', 'P', 'Z']",-1,VCC,3,"['AA', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
276,"['P', 'Z', 'AY']","['P', 'Z', 'AY']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
277,"['AY', 'P', 'Z']","['AY', 'P', 'Z']",-1,VCC,3,"['AY', 'P', '<EOS>']",1,0,0,1,[3]
278,"['P', 'Z', 'ER']","['P', 'Z', 'ER']",1,CCV,3,"['P', 'Z', 'ER']",0,0,0,0,[]
279,"['ER', 'P', 'Z']","['ER', 'P', 'Z']",-1,VCC,3,"['ER', 'P', '<EOS>']",1,0,0,1,[3]
280,"['P', 'Z', 'AO']","['P', 'Z', 'AO']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
281,"['AO', 'P', 'Z']","['AO', 'P', 'Z']",-1,VCC,3,"['AO', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
282,"['P', 'Z', 'UW']","['P', 'Z', 'UW']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
283,"['UW', 'P', 'Z']","['UW', 'P', 'Z']",-1,VCC,3,"['UW', 'P', '<EOS>']",1,0,0,1,[3]
284,"['P', 'Z', 'IH']","['P', 'Z', 'IH']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
285,"['IH', 'P', 'Z']","['IH', 'P', 'Z']",-1,VCC,3,"['IH', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
286,"['P', 'Z', 'EH']","['P', 'Z', 'EH']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
287,"['EH', 'P', 'Z']","['EH', 'P', 'Z']",-1,VCC,3,"['EH', 'P', '<EOS>']",1,0,0,1,[3]
288,"['P', 'Z', 'UH']","['P', 'Z', 'UH']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
289,"['UH', 'P', 'Z']","['UH', 'P', 'Z']",-1,VCC,3,"['UH', 'P', '<EOS>']",1,0,0,1,[3]
290,"['P', 'Z', 'IY']","['P', 'Z', 'IY']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
291,"['IY', 'P', 'Z']","['IY', 'P', 'Z']",-1,VCC,3,"['IY', 'P', 'Z']",0,0,0,0,[]
292,"['P', 'Z', 'EY']","['P', 'Z', 'EY']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
293,"['EY', 'P', 'Z']","['EY', 'P', 'Z']",-1,VCC,3,"['EY', 'P', '<EOS>']",1,0,0,1,[3]
294,"['P', 'Z', 'OW']","['P', 'Z', 'OW']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
295,"['OW', 'P', 'Z']","['OW', 'P', 'Z']",-1,VCC,3,"['OW', 'P', '<EOS>']",1,0,0,1,[3]
296,"['P', 'Z', 'AE']","['P', 'Z', 'AE']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
297,"['AE', 'P', 'Z']","['AE', 'P', 'Z']",-1,VCC,3,"['AE', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
298,"['P', 'Z', 'AW']","['P', 'Z', 'AW']",1,CCV,3,"['P', 'Z', '<EOS>']",1,0,0,1,[3]
299,"['AW', 'P', 'Z']","['AW', 'P', 'Z']",-1,VCC,3,"['AW', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
300,"['P', 'ZH', 'AH']","['P', 'ZH', 'AH']",1,CCV,3,"['P', 'ZH', '<EOS>']",1,0,0,1,[3]
301,"['AH', 'P', 'ZH']","['AH', 'P', 'ZH']",-1,VCC,3,"['AH', 'P', '<EOS>']",1,0,0,1,[3]
302,"['P', 'ZH', 'OY']","['P', 'ZH', 'OY']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
303,"['OY', 'P', 'ZH']","['OY', 'P', 'ZH']",-1,VCC,3,"['OY', 'ZH', 'P']",2,1,1,0,"[2, 3]"
304,"['P', 'ZH', 'AA']","['P', 'ZH', 'AA']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
305,"['AA', 'P', 'ZH']","['AA', 'P', 'ZH']",-1,VCC,3,"['AA', 'P', '<EOS>']",1,0,0,1,[3]
306,"['P', 'ZH', 'AY']","['P', 'ZH', 'AY']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
307,"['AY', 'P', 'ZH']","['AY', 'P', 'ZH']",-1,VCC,3,"['AY', 'P', '<EOS>']",1,0,0,1,[3]
308,"['P', 'ZH', 'ER']","['P', 'ZH', 'ER']",1,CCV,3,"['P', 'ZH', 'ER']",0,0,0,0,[]
309,"['ER', 'P', 'ZH']","['ER', 'P', 'ZH']",-1,VCC,3,"['ER', 'P', '<EOS>']",1,0,0,1,[3]
310,"['P', 'ZH', 'AO']","['P', 'ZH', 'AO']",1,CCV,3,"['P', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
311,"['AO', 'P', 'ZH']","['AO', 'P', 'ZH']",-1,VCC,3,"['AO', 'P', 'ZH']",0,0,0,0,[]
312,"['P', 'ZH', 'UW']","['P', 'ZH', 'UW']",1,CCV,3,"['P', 'ZH', '<EOS>']",1,0,0,1,[3]
313,"['UW', 'P', 'ZH']","['UW', 'P', 'ZH']",-1,VCC,3,"['UW', 'ZH', 'P']",2,1,1,0,"[2, 3]"
314,"['P', 'ZH', 'IH']","['P', 'ZH', 'IH']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
315,"['IH', 'P', 'ZH']","['IH', 'P', 'ZH']",-1,VCC,3,"['IH', 'P', '<EOS>']",1,0,0,1,[3]
316,"['P', 'ZH', 'EH']","['P', 'ZH', 'EH']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
317,"['EH', 'P', 'ZH']","['EH', 'P', 'ZH']",-1,VCC,3,"['EH', 'ZH', 'P']",2,1,1,0,"[2, 3]"
318,"['P', 'ZH', 'UH']","['P', 'ZH', 'UH']",1,CCV,3,"['ZH', 'UH', 'R']",2,1,1,0,"[1, 2, 3]"
319,"['UH', 'P', 'ZH']","['UH', 'P', 'ZH']",-1,VCC,3,"['UH', 'P', '<EOS>']",1,0,0,1,[3]
320,"['P', 'ZH', 'IY']","['P', 'ZH', 'IY']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
321,"['IY', 'P', 'ZH']","['IY', 'P', 'ZH']",-1,VCC,3,"['AE', 'P', '<EOS>']",2,0,0,2,"[1, 3]"
322,"['P', 'ZH', 'EY']","['P', 'ZH', 'EY']",1,CCV,3,"['P', 'ZH', '<EOS>']",1,0,0,1,[3]
323,"['EY', 'P', 'ZH']","['EY', 'P', 'ZH']",-1,VCC,3,"['EY', 'P', '<EOS>']",1,0,0,1,[3]
324,"['P', 'ZH', 'OW']","['P', 'ZH', 'OW']",1,CCV,3,"['P', 'ZH', '<EOS>']",1,0,0,1,[3]
325,"['OW', 'P', 'ZH']","['OW', 'P', 'ZH']",-1,VCC,3,"['OW', 'P', '<EOS>']",1,0,0,1,[3]
326,"['P', 'ZH', 'AE']","['P', 'ZH', 'AE']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
327,"['AE', 'P', 'ZH']","['AE', 'P', 'ZH']",-1,VCC,3,"['AE', 'P', '<EOS>']",1,0,0,1,[3]
328,"['P', 'ZH', 'AW']","['P', 'ZH', 'AW']",1,CCV,3,"['ZH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
329,"['AW', 'P', 'ZH']","['AW', 'P', 'ZH']",-1,VCC,3,"['AW', 'ZH', 'P']",2,1,1,0,"[2, 3]"
330,"['P', 'V', 'AH']","['P', 'V', 'AH']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
331,"['AH', 'P', 'V']","['AH', 'P', 'V']",-1,VCC,3,"['AH', 'P', 'V']",0,0,0,0,[]
332,"['P', 'V', 'OY']","['P', 'V', 'OY']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
333,"['OY', 'P', 'V']","['OY', 'P', 'V']",-1,VCC,3,"['P', 'OY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
334,"['P', 'V', 'AA']","['P', 'V', 'AA']",1,CCV,3,"['P', 'AA', 'V']",2,1,1,0,"[2, 3]"
335,"['AA', 'P', 'V']","['AA', 'P', 'V']",-1,VCC,3,"['AA', 'P', 'V']",0,0,0,0,[]
336,"['P', 'V', 'AY']","['P', 'V', 'AY']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
337,"['AY', 'P', 'V']","['AY', 'P', 'V']",-1,VCC,3,"['AY', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
338,"['P', 'V', 'ER']","['P', 'V', 'ER']",1,CCV,3,"['P', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
339,"['ER', 'P', 'V']","['ER', 'P', 'V']",-1,VCC,3,"['ER', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
340,"['P', 'V', 'AO']","['P', 'V', 'AO']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
341,"['AO', 'P', 'V']","['AO', 'P', 'V']",-1,VCC,3,"['AO', 'P', 'V']",0,0,0,0,[]
342,"['P', 'V', 'UW']","['P', 'V', 'UW']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
343,"['UW', 'P', 'V']","['UW', 'P', 'V']",-1,VCC,3,"['UW', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
344,"['P', 'V', 'IH']","['P', 'V', 'IH']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
345,"['IH', 'P', 'V']","['IH', 'P', 'V']",-1,VCC,3,"['IH', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
346,"['P', 'V', 'EH']","['P', 'V', 'EH']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
347,"['EH', 'P', 'V']","['EH', 'P', 'V']",-1,VCC,3,"['EH', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
348,"['P', 'V', 'UH']","['P', 'V', 'UH']",1,CCV,3,"['P', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
349,"['UH', 'P', 'V']","['UH', 'P', 'V']",-1,VCC,3,"['UH', 'P', '<EOS>']",1,0,0,1,[3]
350,"['P', 'V', 'IY']","['P', 'V', 'IY']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
351,"['IY', 'P', 'V']","['IY', 'P', 'V']",-1,VCC,3,"['UW', 'V', '<EOS>']",3,0,0,3,"[1, 2, 3]"
352,"['P', 'V', 'EY']","['P', 'V', 'EY']",1,CCV,3,"['V', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
353,"['EY', 'P', 'V']","['EY', 'P', 'V']",-1,VCC,3,"['EY', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
354,"['P', 'V', 'OW']","['P', 'V', 'OW']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
355,"['OW', 'P', 'V']","['OW', 'P', 'V']",-1,VCC,3,"['OW', 'P', '<EOS>']",1,0,0,1,[3]
356,"['P', 'V', 'AE']","['P', 'V', 'AE']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
357,"['AE', 'P', 'V']","['AE', 'P', 'V']",-1,VCC,3,"['AE', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
358,"['P', 'V', 'AW']","['P', 'V', 'AW']",1,CCV,3,"['P', 'V', '<EOS>']",1,0,0,1,[3]
359,"['AW', 'P', 'V']","['AW', 'P', 'V']",-1,VCC,3,"['AW', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
360,"['P', 'DH', 'AH']","['P', 'DH', 'AH']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
361,"['AH', 'P', 'DH']","['AH', 'P', 'DH']",-1,VCC,3,"['AH', 'DH', 'P']",2,1,1,0,"[2, 3]"
362,"['P', 'DH', 'OY']","['P', 'DH', 'OY']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
363,"['OY', 'P', 'DH']","['OY', 'P', 'DH']",-1,VCC,3,"['OY', 'DH', 'P']",2,1,1,0,"[2, 3]"
364,"['P', 'DH', 'AA']","['P', 'DH', 'AA']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
365,"['AA', 'P', 'DH']","['AA', 'P', 'DH']",-1,VCC,3,"['AA', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
366,"['P', 'DH', 'AY']","['P', 'DH', 'AY']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
367,"['AY', 'P', 'DH']","['AY', 'P', 'DH']",-1,VCC,3,"['AY', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
368,"['P', 'DH', 'ER']","['P', 'DH', 'ER']",1,CCV,3,"['DH', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
369,"['ER', 'P', 'DH']","['ER', 'P', 'DH']",-1,VCC,3,"['ER', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
370,"['P', 'DH', 'AO']","['P', 'DH', 'AO']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
371,"['AO', 'P', 'DH']","['AO', 'P', 'DH']",-1,VCC,3,"['P', 'AH', 'DH']",2,0,0,2,"[1, 2]"
372,"['P', 'DH', 'UW']","['P', 'DH', 'UW']",1,CCV,3,"['DH', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
373,"['UW', 'P', 'DH']","['UW', 'P', 'DH']",-1,VCC,3,"['UW', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
374,"['P', 'DH', 'IH']","['P', 'DH', 'IH']",1,CCV,3,"['DH', 'HH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
375,"['IH', 'P', 'DH']","['IH', 'P', 'DH']",-1,VCC,3,"['IH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
376,"['P', 'DH', 'EH']","['P', 'DH', 'EH']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
377,"['EH', 'P', 'DH']","['EH', 'P', 'DH']",-1,VCC,3,"['EH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
378,"['P', 'DH', 'UH']","['P', 'DH', 'UH']",1,CCV,3,"['DH', 'UH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
379,"['UH', 'P', 'DH']","['UH', 'P', 'DH']",-1,VCC,3,"['UH', 'P', '<EOS>']",1,0,0,1,[3]
380,"['P', 'DH', 'IY']","['P', 'DH', 'IY']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
381,"['IY', 'P', 'DH']","['IY', 'P', 'DH']",-1,VCC,3,"['DH', 'AH', 'P']",3,1,1,1,"[1, 2, 3]"
382,"['P', 'DH', 'EY']","['P', 'DH', 'EY']",1,CCV,3,"['DH', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
383,"['EY', 'P', 'DH']","['EY', 'P', 'DH']",-1,VCC,3,"['AH', 'P', 'DH']",1,0,0,1,[1]
384,"['P', 'DH', 'OW']","['P', 'DH', 'OW']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
385,"['OW', 'P', 'DH']","['OW', 'P', 'DH']",-1,VCC,3,"['OW', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
386,"['P', 'DH', 'AE']","['P', 'DH', 'AE']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
387,"['AE', 'P', 'DH']","['AE', 'P', 'DH']",-1,VCC,3,"['AE', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
388,"['P', 'DH', 'AW']","['P', 'DH', 'AW']",1,CCV,3,"['DH', 'P', '<EOS>']",3,1,1,1,"[1, 2, 3]"
389,"['AW', 'P', 'DH']","['AW', 'P', 'DH']",-1,VCC,3,"['AW', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
390,"['P', 'HH', 'AH']","['P', 'HH', 'AH']",1,CCV,3,"['P', 'HH', '<EOS>']",1,0,0,1,[3]
391,"['AH', 'P', 'HH']","['AH', 'P', 'HH']",-1,VCC,3,"['P', 'AH', 'HH']",2,1,1,0,"[1, 2]"
392,"['P', 'HH', 'OY']","['P', 'HH', 'OY']",1,CCV,3,"['HH', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
393,"['OY', 'P', 'HH']","['OY', 'P', 'HH']",-1,VCC,3,"['OY', 'HH', '<EOS>']",2,0,0,2,"[2, 3]"
394,"['P', 'HH', 'AA']","['P', 'HH', 'AA']",1,CCV,3,"['HH', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
395,"['AA', 'P', 'HH']","['AA', 'P', 'HH']",-1,VCC,3,"['AA', 'P', 'HH']",0,0,0,0,[]
