,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
87,problems,RLCH,real,long,complex,0.000155,8,5.19,"['P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'Z']","['P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'Z']",NOUN,2,6,"['P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'Z']",0,0,0,0,[]
88,interesting,RLCH,real,long,complex,0.0001,9,5.0,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'IH', 'NG']","['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'IH', 'NG']",VERB,3,6,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'IH', 'NG']",0,0,0,0,[]
89,credits,RLCH,real,long,complex,1.86e-05,7,4.27,"['K', 'R', 'EH', 'D', 'IH', 'T', 'S']","['K', 'R', 'EH', 'D', 'IH', 'T', 'S']",NOUN,2,5,"['K', 'R', 'EH', 'D', 'IH', 'T', 'S']",0,0,0,0,[]
90,islamic,RLCH,real,long,complex,2.75e-05,7,4.44,"['IH', 'Z', 'L', 'AA', 'M', 'IH', 'K']","['IH', 'Z', 'L', 'AA', 'M', 'IH', 'K']",ADJ,3,4,"['IH', 'Z', 'L', 'AA', 'M', 'IH', 'K']",0,0,0,0,[]
91,recording,RLCH,real,long,complex,3.24e-05,8,4.51,"['R', 'AH', 'K', 'AO', 'R', 'D', 'IH', 'NG']","['R', 'AH', 'K', 'AO', 'R', 'D', 'IH', 'NG']",VERB,3,5,"['R', 'AH', 'K', 'AO', 'R', 'D', 'IH', 'NG']",0,0,0,0,[]
92,advanced,RLCH,real,long,complex,5.13e-05,7,4.71,"['AH', 'D', 'V', 'AE', 'N', 'S', 'T']","['AH', 'D', 'V', 'AE', 'N', 'S', 'T']",ADJ,2,5,"['AH', 'D', 'V', 'AE', 'N', 'S', 'T']",0,0,0,0,[]
93,premium,RLCH,real,long,complex,2.14e-05,7,4.33,"['P', 'R', 'IY', 'M', 'IY', 'AH', 'M']","['P', 'R', 'IY', 'M', 'IY', 'AH', 'M']",NOUN,3,4,"['P', 'R', 'IY', 'M', 'IY', 'AH', 'M']",0,0,0,0,[]
94,december,RLCH,real,long,complex,0.000117,7,5.07,"['D', 'IH', 'S', 'EH', 'M', 'B', 'ER']","['D', 'IH', 'S', 'EH', 'M', 'B', 'ER']",PROPN,3,4,"['D', 'IH', 'S', 'EH', 'M', 'B', 'ER']",0,0,0,0,[]
95,emergency,RLCH,real,long,complex,5.25e-05,8,4.72,"['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']","['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']",NOUN,4,4,"['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']",0,0,0,0,[]
96,mechanism,RLCH,real,long,complex,1.86e-05,9,4.27,"['M', 'EH', 'K', 'AH', 'N', 'IH', 'Z', 'AH', 'M']","['M', 'EH', 'K', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",NOUN,4,5,"['M', 'EH', 'K', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",0,0,0,0,[]
97,situations,RLCH,real,long,complex,2.95e-05,9,4.47,"['S', 'IH', 'CH', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']","['S', 'IH', 'CH', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']",NOUN,4,5,"['S', 'IH', 'CH', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']",0,0,0,0,[]
98,evolution,RLCH,real,long,complex,2.57e-05,8,4.41,"['EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']","['EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",NOUN,4,4,"['EH', 'V', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",0,0,0,0,[]
99,employers,RLCH,real,long,complex,1.78e-05,7,4.25,"['EH', 'M', 'P', 'L', 'OY', 'ER', 'Z']","['EH', 'M', 'P', 'L', 'OY', 'ER', 'Z']",NOUN,3,4,"['EH', 'M', 'P', 'L', 'OY', 'ER', 'Z']",0,0,0,0,[]
100,confluence,RLCL,real,long,complex,1.32e-06,9,3.12,"['K', 'AA', 'N', 'F', 'L', 'UW', 'AH', 'N', 'S']","['K', 'AA', 'N', 'F', 'L', 'UW', 'AH', 'N', 'S']",NOUN,3,6,"['K', 'AA', 'N', 'F', 'L', 'UW', 'AH', 'N', 'S']",0,0,0,0,[]
101,raspberries,RLCL,real,long,complex,9.55e-07,8,2.98,"['R', 'AE', 'Z', 'B', 'EH', 'R', 'IY', 'Z']","['R', 'AE', 'Z', 'B', 'EH', 'R', 'IY', 'Z']",NOUN,3,5,"['R', 'AE', 'Z', 'B', 'EH', 'R', 'IY', 'Z']",0,0,0,0,[]
102,syrians,RLCL,real,long,complex,1.38e-06,7,3.14,"['S', 'IH', 'R', 'IY', 'AH', 'N', 'Z']","['S', 'IH', 'R', 'IY', 'AH', 'N', 'Z']",PROPN,3,4,"['S', 'IH', 'R', 'IY', 'AH', 'N', 'Z']",0,0,0,0,[]
103,reassurance,RLCL,real,long,complex,1.86e-06,9,3.27,"['R', 'IY', 'AH', 'SH', 'UH', 'R', 'AH', 'N', 'S']","['R', 'IY', 'AH', 'SH', 'UH', 'R', 'AH', 'N', 'S']",NOUN,4,5,"['R', 'IY', 'AH', 'SH', 'UH', 'R', 'AH', 'N', 'S']",0,0,0,0,[]
104,generously,RLCL,real,long,complex,1.95e-06,8,3.29,"['JH', 'EH', 'N', 'ER', 'AH', 'S', 'L', 'IY']","['JH', 'EH', 'N', 'ER', 'AH', 'S', 'L', 'IY']",ADV,4,4,"['JH', 'EH', 'N', 'ER', 'AH', 'S', 'L', 'IY']",0,0,0,0,[]
105,patrolled,RLCL,real,long,complex,7.94e-07,7,2.9,"['P', 'AH', 'T', 'R', 'OW', 'L', 'D']","['P', 'AH', 'T', 'R', 'OW', 'L', 'D']",VERB,2,5,"['P', 'AH', 'T', 'R', 'OW', 'L', 'D']",0,0,0,0,[]
106,telemetry,RLCL,real,long,complex,1e-06,9,3.0,"['T', 'AH', 'L', 'EH', 'M', 'AH', 'T', 'R', 'IY']","['T', 'AH', 'L', 'EH', 'M', 'AH', 'T', 'R', 'IY']",NOUN,4,5,"['T', 'AH', 'L', 'EH', 'M', 'AH', 'T', 'R', 'IY']",0,0,0,0,[]
107,womanhood,RLCL,real,long,complex,7.59e-07,8,2.88,"['W', 'UH', 'M', 'AH', 'N', 'HH', 'UH', 'D']","['W', 'UH', 'M', 'AH', 'N', 'HH', 'UH', 'D']",NOUN,3,5,"['W', 'UH', 'M', 'AH', 'N', 'HH', 'UH', 'D']",0,0,0,0,[]
108,correlated,RLCL,real,long,complex,3.16e-06,9,3.5,"['K', 'AO', 'R', 'AH', 'L', 'EY', 'T', 'AH', 'D']","['K', 'AO', 'R', 'AH', 'L', 'EY', 'T', 'AH', 'D']",VERB,4,5,"['K', 'AO', 'R', 'AH', 'L', 'EY', 'T', 'AH', 'D']",0,0,0,0,[]
109,precarious,RLCL,real,long,complex,1.86e-06,9,3.27,"['P', 'R', 'IY', 'K', 'EH', 'R', 'IY', 'AH', 'S']","['P', 'R', 'IY', 'K', 'EH', 'R', 'IY', 'AH', 'S']",ADJ,4,5,"['P', 'R', 'IY', 'K', 'EH', 'R', 'IY', 'AH', 'S']",0,0,0,0,[]
110,narcissist,RLCL,real,long,complex,9.77e-07,9,2.99,"['N', 'AA', 'R', 'S', 'IH', 'S', 'IH', 'S', 'T']","['N', 'AA', 'R', 'S', 'IH', 'S', 'IH', 'S', 'T']",NOUN,3,6,"['N', 'AA', 'R', 'S', 'IH', 'S', 'IH', 'S', 'T']",0,0,0,0,[]
111,biosphere,RLCL,real,long,complex,7.76e-07,7,2.89,"['B', 'AY', 'OW', 'S', 'F', 'IH', 'R']","['B', 'AY', 'OW', 'S', 'F', 'IH', 'R']",ADV,3,4,"['B', 'AY', 'OW', 'S', 'F', 'IH', 'R']",0,0,0,0,[]
112,implants,RLCL,real,long,complex,3.16e-06,8,3.5,"['IH', 'M', 'P', 'L', 'AE', 'N', 'T', 'S']","['IH', 'M', 'P', 'L', 'AE', 'N', 'T', 'S']",NOUN,2,6,"['IH', 'M', 'P', 'L', 'AE', 'N', 'T', 'S']",0,0,0,0,[]
113,habitats,RLCL,real,long,complex,3.09e-06,8,3.49,"['HH', 'AE', 'B', 'AH', 'T', 'AE', 'T', 'S']","['HH', 'AE', 'B', 'AH', 'T', 'AE', 'T', 'S']",NOUN,3,5,"['HH', 'AE', 'B', 'AH', 'T', 'AE', 'T', 'S']",0,0,0,0,[]
114,comedians,RLCL,real,long,complex,3.09e-06,9,3.49,"['K', 'AH', 'M', 'IY', 'D', 'IY', 'AH', 'N', 'Z']","['K', 'AH', 'M', 'IY', 'D', 'IY', 'AH', 'N', 'Z']",NOUN,4,5,"['K', 'AH', 'M', 'IY', 'D', 'IY', 'AH', 'N', 'Z']",0,0,0,0,[]
115,decimal,RLCL,real,long,complex,1.91e-06,7,3.28,"['D', 'EH', 'S', 'AH', 'M', 'AH', 'L']","['D', 'EH', 'S', 'AH', 'M', 'AH', 'L']",ADJ,3,4,"['D', 'EH', 'S', 'AH', 'M', 'AH', 'L']",0,0,0,0,[]
116,blockbuster,RLCL,real,long,complex,3.02e-06,9,3.48,"['B', 'L', 'AA', 'K', 'B', 'AH', 'S', 'T', 'ER']","['B', 'L', 'AA', 'K', 'B', 'AH', 'S', 'T', 'ER']",NOUN,3,6,"['B', 'L', 'AA', 'K', 'B', 'AH', 'S', 'T', 'ER']",0,0,0,0,[]
117,superfluous,RLCL,real,long,complex,1e-06,9,3.0,"['S', 'UW', 'P', 'ER', 'F', 'L', 'W', 'AH', 'S']","['S', 'UW', 'P', 'ER', 'F', 'L', 'W', 'AH', 'S']",ADJ,3,6,"['S', 'UW', 'P', 'ER', 'F', 'L', 'W', 'AH', 'S']",0,0,0,0,[]
118,superpowers,RLCL,real,long,complex,1.38e-06,8,3.14,"['S', 'UW', 'P', 'ER', 'P', 'AW', 'ER', 'Z']","['S', 'UW', 'P', 'ER', 'P', 'AW', 'ER', 'Z']",NOUN,4,4,"['S', 'UW', 'P', 'ER', 'P', 'AW', 'ER', 'Z']",0,0,0,0,[]
119,hologram,RLCL,real,long,complex,1.29e-06,8,3.11,"['HH', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'M']","['HH', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'M']",PROPN,3,5,"['HH', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'M']",0,0,0,0,[]
120,duplex,RLCL,real,long,complex,1.35e-06,7,3.13,"['D', 'UW', 'P', 'L', 'EH', 'K', 'S']","['D', 'UW', 'P', 'L', 'EH', 'K', 'S']",NOUN,2,5,"['D', 'UW', 'P', 'L', 'EH', 'K', 'S']",0,0,0,0,[]
121,commemorate,RLCL,real,long,complex,3.09e-06,8,3.49,"['K', 'AH', 'M', 'EH', 'M', 'ER', 'EY', 'T']","['K', 'AH', 'M', 'EH', 'M', 'ER', 'EY', 'T']",VERB,4,4,"['K', 'AH', 'M', 'EH', 'M', 'ER', 'EY', 'T']",0,0,0,0,[]
122,withhold,RLCL,real,long,complex,1.91e-06,7,3.28,"['W', 'IH', 'TH', 'HH', 'OW', 'L', 'D']","['W', 'IH', 'TH', 'HH', 'OW', 'L', 'D']",VERB,2,5,"['W', 'IH', 'TH', 'HH', 'OW', 'L', 'D']",0,0,0,0,[]
123,bearable,RLCL,real,long,complex,7.76e-07,7,2.89,"['B', 'EH', 'R', 'AH', 'B', 'AH', 'L']","['B', 'EH', 'R', 'AH', 'B', 'AH', 'L']",ADJ,3,4,"['B', 'EH', 'R', 'AH', 'B', 'AH', 'L']",0,0,0,0,[]
124,potency,RLCL,real,long,complex,1.86e-06,7,3.27,"['P', 'OW', 'T', 'AH', 'N', 'S', 'IY']","['P', 'OW', 'T', 'AH', 'N', 'S', 'IY']",NOUN,3,4,"['P', 'OW', 'T', 'AH', 'N', 'S', 'IY']",0,0,0,0,[]
125,dignified,RLCL,real,long,complex,1.91e-06,8,3.28,"['D', 'IH', 'G', 'N', 'AH', 'F', 'AY', 'D']","['D', 'IH', 'G', 'N', 'AH', 'F', 'AY', 'D']",ADJ,3,5,"['D', 'IH', 'G', 'N', 'AH', 'F', 'AY', 'D']",0,0,0,0,[]
126,constraint,RLCL,real,long,complex,1.91e-06,9,3.28,"['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'T']","['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'T']",NOUN,2,7,"['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'T']",0,0,0,0,[]
127,deterrence,RLCL,real,long,complex,9.77e-07,7,2.99,"['D', 'IH', 'T', 'ER', 'AH', 'N', 'S']","['D', 'IH', 'T', 'ER', 'AH', 'N', 'S']",NOUN,3,4,"['D', 'IH', 'T', 'ER', 'AH', 'N', 'S']",0,0,0,0,[]
128,dishwasher,RLCL,real,long,complex,1.95e-06,7,3.29,"['D', 'IH', 'SH', 'W', 'AA', 'SH', 'ER']","['D', 'IH', 'SH', 'W', 'AA', 'SH', 'ER']",NOUN,3,4,"['D', 'IH', 'SH', 'W', 'AA', 'SH', 'ER']",0,0,0,0,[]
129,venetian,RLCL,real,long,complex,2e-06,7,3.3,"['V', 'AH', 'N', 'IY', 'SH', 'AH', 'N']","['V', 'AH', 'N', 'IY', 'SH', 'AH', 'N']",ADJ,3,4,"['V', 'AH', 'N', 'IY', 'SH', 'AH', 'N']",0,0,0,0,[]
130,shortages,RLCL,real,long,complex,3.16e-06,8,3.5,"['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']","['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']",NOUN,3,5,"['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']",0,0,0,0,[]
131,refinery,RLCL,real,long,complex,3.09e-06,7,3.49,"['R', 'IH', 'F', 'AY', 'N', 'ER', 'IY']","['R', 'IH', 'F', 'AY', 'N', 'ER', 'IY']",NOUN,4,3,"['R', 'IH', 'F', 'AY', 'N', 'ER', 'IY']",0,0,0,0,[]
132,deodorant,RLCL,real,long,complex,1.32e-06,8,3.12,"['D', 'IY', 'OW', 'D', 'ER', 'AH', 'N', 'T']","['D', 'IY', 'OW', 'D', 'ER', 'AH', 'N', 'T']",NOUN,4,4,"['D', 'IY', 'OW', 'D', 'ER', 'AH', 'N', 'T']",0,0,0,0,[]
133,unequal,RLCL,real,long,complex,2e-06,7,3.3,"['AH', 'N', 'IY', 'K', 'W', 'AH', 'L']","['AH', 'N', 'IY', 'K', 'W', 'AH', 'L']",ADJ,3,4,"['AH', 'N', 'IY', 'K', 'W', 'AH', 'L']",0,0,0,0,[]
134,famously,RLCL,real,long,complex,3.09e-06,7,3.49,"['F', 'EY', 'M', 'AH', 'S', 'L', 'IY']","['F', 'EY', 'M', 'AH', 'S', 'L', 'IY']",ADV,3,4,"['F', 'EY', 'M', 'AH', 'S', 'L', 'IY']",0,0,0,0,[]
135,botanical,RLCL,real,long,complex,3.09e-06,9,3.49,"['B', 'AH', 'T', 'AE', 'N', 'IH', 'K', 'AH', 'L']","['B', 'AH', 'T', 'AE', 'N', 'IH', 'K', 'AH', 'L']",PROPN,4,5,"['B', 'AH', 'T', 'AE', 'N', 'IH', 'K', 'AH', 'L']",0,0,0,0,[]
136,multiply,RLCL,real,long,complex,3.16e-06,8,3.5,"['M', 'AH', 'L', 'T', 'AH', 'P', 'L', 'AY']","['M', 'AH', 'L', 'T', 'AH', 'P', 'L', 'AY']",VERB,3,5,"['M', 'AH', 'L', 'T', 'AH', 'P', 'L', 'AY']",0,0,0,0,[]
137,bohemian,RLCL,real,long,complex,3.16e-06,8,3.5,"['B', 'OW', 'HH', 'IY', 'M', 'IY', 'AH', 'N']","['B', 'OW', 'HH', 'IY', 'M', 'IY', 'AH', 'N']",ADJ,4,4,"['B', 'OW', 'HH', 'IY', 'M', 'IY', 'AH', 'N']",0,0,0,0,[]
138,aristocrat,RLCL,real,long,complex,9.77e-07,9,2.99,"['ER', 'IH', 'S', 'T', 'AH', 'K', 'R', 'AE', 'T']","['ER', 'IH', 'S', 'T', 'AH', 'K', 'R', 'AE', 'T']",NOUN,4,5,"['ER', 'IH', 'S', 'T', 'AH', 'K', 'R', 'AE', 'T']",0,0,0,0,[]
139,glamorous,RLCL,real,long,complex,3.16e-06,7,3.5,"['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']","['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']",ADJ,3,4,"['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']",0,0,0,0,[]
140,locomotive,RLCL,real,long,complex,3.16e-06,9,3.5,"['L', 'OW', 'K', 'AH', 'M', 'OW', 'T', 'IH', 'V']","['L', 'OW', 'K', 'AH', 'M', 'OW', 'T', 'IH', 'V']",NOUN,4,5,"['L', 'OW', 'K', 'AH', 'M', 'OW', 'T', 'IH', 'V']",0,0,0,0,[]
141,daredevil,RLCL,real,long,complex,1.95e-06,8,3.29,"['D', 'EH', 'R', 'D', 'EH', 'V', 'AH', 'L']","['D', 'EH', 'R', 'D', 'EH', 'V', 'AH', 'L']",NOUN,3,5,"['D', 'EH', 'R', 'D', 'EH', 'V', 'AH', 'L']",0,0,0,0,[]
142,camaraderie,RLCL,real,long,complex,9.77e-07,8,2.99,"['K', 'AA', 'M', 'ER', 'AA', 'D', 'ER', 'IY']","['K', 'AA', 'M', 'ER', 'AA', 'D', 'ER', 'IY']",NOUN,5,3,"['K', 'AA', 'M', 'ER', 'AA', 'D', 'ER', 'IY']",0,0,0,0,[]
143,recital,RLCL,real,long,complex,1.91e-06,7,3.28,"['R', 'AH', 'S', 'AY', 'T', 'AH', 'L']","['R', 'AH', 'S', 'AY', 'T', 'AH', 'L']",NOUN,3,4,"['R', 'AH', 'S', 'AY', 'T', 'AH', 'L']",0,0,0,0,[]
144,topography,RLCL,real,long,complex,1.91e-06,9,3.28,"['T', 'AH', 'P', 'AA', 'G', 'R', 'AH', 'F', 'IY']","['T', 'AH', 'P', 'AA', 'G', 'R', 'AH', 'F', 'IY']",NOUN,4,5,"['T', 'AH', 'P', 'AA', 'G', 'R', 'AH', 'F', 'IY']",0,0,0,0,[]
145,stroking,RLCL,real,long,complex,1.38e-06,7,3.14,"['S', 'T', 'R', 'OW', 'K', 'IH', 'NG']","['S', 'T', 'R', 'OW', 'K', 'IH', 'NG']",VERB,2,5,"['S', 'T', 'R', 'OW', 'K', 'IH', 'NG']",0,0,0,0,[]
146,yellowstone,RLCL,real,long,complex,1.91e-06,8,3.28,"['Y', 'EH', 'L', 'OW', 'S', 'T', 'OW', 'N']","['Y', 'EH', 'L', 'OW', 'S', 'T', 'OW', 'N']",PROPN,3,5,"['Y', 'EH', 'L', 'OW', 'S', 'T', 'OW', 'N']",0,0,0,0,[]
147,dangling,RLCL,real,long,complex,1.95e-06,8,3.29,"['D', 'AE', 'NG', 'G', 'AH', 'L', 'IH', 'NG']","['D', 'AE', 'NG', 'G', 'AH', 'L', 'IH', 'NG']",VERB,3,5,"['D', 'AE', 'NG', 'G', 'AH', 'L', 'IH', 'NG']",0,0,0,0,[]
148,telepathy,RLCL,real,long,complex,7.59e-07,8,2.88,"['T', 'AH', 'L', 'EH', 'P', 'AH', 'TH', 'IY']","['T', 'AH', 'L', 'EH', 'P', 'AH', 'TH', 'IY']",PROPN,4,4,"['T', 'AH', 'L', 'EH', 'P', 'AH', 'TH', 'IY']",0,0,0,0,[]
149,bulldozer,RLCL,real,long,complex,7.59e-07,7,2.88,"['B', 'UH', 'L', 'D', 'OW', 'Z', 'ER']","['B', 'UH', 'L', 'D', 'OW', 'Z', 'ER']",NOUN,3,4,"['B', 'UH', 'L', 'D', 'OW', 'Z', 'ER']",0,0,0,0,[]
150,extortion,RLCL,real,long,complex,1.95e-06,9,3.29,"['IH', 'K', 'S', 'T', 'AO', 'R', 'SH', 'AH', 'N']","['IH', 'K', 'S', 'T', 'AO', 'R', 'SH', 'AH', 'N']",NOUN,3,6,"['IH', 'K', 'S', 'T', 'AO', 'R', 'SH', 'AH', 'N']",0,0,0,0,[]
151,norwegians,RLCL,real,long,complex,7.59e-07,9,2.88,"['N', 'AO', 'R', 'W', 'IY', 'JH', 'AH', 'N', 'Z']","['N', 'AO', 'R', 'W', 'IY', 'JH', 'AH', 'N', 'Z']",PROPN,3,6,"['N', 'AO', 'R', 'W', 'IY', 'JH', 'AH', 'N', 'Z']",0,0,0,0,[]
152,interchange,RLCL,real,long,complex,3.09e-06,8,3.49,"['IH', 'N', 'T', 'ER', 'CH', 'EY', 'N', 'JH']","['IH', 'N', 'T', 'ER', 'CH', 'EY', 'N', 'JH']",VERB,3,5,"['IH', 'N', 'T', 'ER', 'CH', 'EY', 'N', 'JH']",0,0,0,0,[]
153,polynesian,RLCL,real,long,complex,7.94e-07,9,2.9,"['P', 'AA', 'L', 'IH', 'N', 'IY', 'ZH', 'AH', 'N']","['P', 'AA', 'L', 'IH', 'N', 'IY', 'ZH', 'AH', 'N']",ADJ,4,5,"['P', 'AA', 'L', 'IH', 'N', 'IY', 'ZH', 'AH', 'N']",0,0,0,0,[]
154,vindictive,RLCL,real,long,complex,9.55e-07,9,2.98,"['V', 'IH', 'N', 'D', 'IH', 'K', 'T', 'IH', 'V']","['V', 'IH', 'N', 'D', 'IH', 'K', 'T', 'IH', 'V']",ADJ,3,6,"['V', 'IH', 'N', 'D', 'IH', 'K', 'T', 'IH', 'V']",0,0,0,0,[]
155,anaerobic,RLCL,real,long,complex,9.33e-07,7,2.97,"['AE', 'N', 'ER', 'OW', 'B', 'IH', 'K']","['AE', 'N', 'ER', 'OW', 'B', 'IH', 'K']",ADJ,4,3,"['AE', 'N', 'ER', 'OW', 'B', 'IH', 'K']",0,0,0,0,[]
156,psychopathic,RLCL,real,long,complex,7.94e-07,9,2.9,"['S', 'AY', 'K', 'AH', 'P', 'AE', 'TH', 'IH', 'K']","['S', 'AY', 'K', 'AH', 'P', 'AE', 'TH', 'IH', 'K']",ADJ,4,5,"['S', 'AY', 'K', 'AH', 'P', 'AE', 'TH', 'IH', 'K']",0,0,0,0,[]
157,footprints,RLCL,real,long,complex,1.95e-06,9,3.29,"['F', 'UH', 'T', 'P', 'R', 'IH', 'N', 'T', 'S']","['F', 'UH', 'T', 'P', 'R', 'IH', 'N', 'T', 'S']",NOUN,2,7,"['F', 'UH', 'T', 'P', 'R', 'IH', 'N', 'T', 'S']",0,0,0,0,[]
158,cynicism,RLCL,real,long,complex,1.35e-06,9,3.13,"['S', 'IH', 'N', 'IH', 'S', 'IH', 'Z', 'AH', 'M']","['S', 'IH', 'N', 'IH', 'S', 'IH', 'Z', 'AH', 'M']",NOUN,4,5,"['S', 'IH', 'N', 'IH', 'S', 'IH', 'Z', 'AH', 'M']",0,0,0,0,[]
159,specialize,RLCL,real,long,complex,1.91e-06,8,3.28,"['S', 'P', 'EH', 'SH', 'AH', 'L', 'AY', 'Z']","['S', 'P', 'EH', 'SH', 'AH', 'L', 'AY', 'Z']",VERB,3,5,"['S', 'P', 'EH', 'SH', 'AH', 'L', 'AY', 'Z']",0,0,0,0,[]
160,pretext,RLCL,real,long,complex,1.86e-06,8,3.27,"['P', 'R', 'IY', 'T', 'EH', 'K', 'S', 'T']","['P', 'R', 'IY', 'T', 'EH', 'K', 'S', 'T']",NOUN,2,6,"['P', 'R', 'IY', 'T', 'EH', 'K', 'S', 'T']",0,0,0,0,[]
161,blasted,RLCL,real,long,complex,3.09e-06,7,3.49,"['B', 'L', 'AE', 'S', 'T', 'AH', 'D']","['B', 'L', 'AE', 'S', 'T', 'AH', 'D']",VERB,2,5,"['B', 'L', 'AE', 'S', 'T', 'AH', 'D']",0,0,0,0,[]
162,unisex,RLCL,real,long,complex,1e-06,8,3.0,"['Y', 'UW', 'N', 'IH', 'S', 'EH', 'K', 'S']","['Y', 'UW', 'N', 'IH', 'S', 'EH', 'K', 'S']",NOUN,3,5,"['Y', 'UW', 'N', 'IH', 'S', 'EH', 'K', 'S']",0,0,0,0,[]
163,sculptural,RLCL,real,long,complex,7.94e-07,9,2.9,"['S', 'K', 'AH', 'L', 'P', 'CH', 'ER', 'AH', 'L']","['S', 'K', 'AH', 'L', 'P', 'CH', 'ER', 'AH', 'L']",ADJ,3,6,"['S', 'K', 'AH', 'L', 'P', 'CH', 'ER', 'AH', 'L']",0,0,0,0,[]
164,virulent,RLCL,real,long,complex,7.59e-07,8,2.88,"['V', 'IH', 'R', 'AH', 'L', 'AH', 'N', 'T']","['V', 'IH', 'R', 'AH', 'L', 'AH', 'N', 'T']",ADJ,3,5,"['V', 'IH', 'R', 'AH', 'L', 'AH', 'N', 'T']",0,0,0,0,[]
165,upheaval,RLCL,real,long,complex,1.35e-06,7,3.13,"['AH', 'P', 'HH', 'IY', 'V', 'AH', 'L']","['AH', 'P', 'HH', 'IY', 'V', 'AH', 'L']",NOUN,3,4,"['AH', 'P', 'HH', 'IY', 'V', 'AH', 'L']",0,0,0,0,[]
166,epicenter,RLCL,real,long,complex,7.94e-07,8,2.9,"['EH', 'P', 'AH', 'S', 'EH', 'N', 'T', 'ER']","['EH', 'P', 'AH', 'S', 'EH', 'N', 'T', 'ER']",NOUN,4,4,"['EH', 'P', 'AH', 'S', 'EH', 'N', 'T', 'ER']",0,0,0,0,[]
167,obedience,RLCL,real,long,complex,3.16e-06,8,3.5,"['OW', 'B', 'IY', 'D', 'IY', 'AH', 'N', 'S']","['OW', 'B', 'IY', 'D', 'IY', 'AH', 'N', 'S']",NOUN,4,4,"['OW', 'B', 'IY', 'D', 'IY', 'AH', 'N', 'S']",0,0,0,0,[]
168,tunneling,RLCL,real,long,complex,7.94e-07,7,2.9,"['T', 'AH', 'N', 'AH', 'L', 'IH', 'NG']","['T', 'AH', 'N', 'AH', 'L', 'IH', 'NG']",VERB,3,4,"['T', 'AH', 'N', 'AH', 'L', 'IH', 'NG']",0,0,0,0,[]
169,markedly,RLCL,real,long,complex,1.95e-06,8,3.29,"['M', 'AA', 'R', 'K', 'AH', 'D', 'L', 'IY']","['M', 'AA', 'R', 'K', 'AH', 'D', 'L', 'IY']",ADV,3,5,"['M', 'AA', 'R', 'K', 'AH', 'D', 'L', 'IY']",0,0,0,0,[]
170,hinduism,RLCL,real,long,complex,1.86e-06,9,3.27,"['HH', 'IH', 'N', 'JH', 'UW', 'IH', 'Z', 'AH', 'M']","['HH', 'IH', 'N', 'JH', 'UW', 'IH', 'Z', 'AH', 'M']",NOUN,4,5,"['HH', 'IH', 'N', 'JH', 'UW', 'IH', 'Z', 'AH', 'M']",0,0,0,0,[]
171,agonizing,RLCL,real,long,complex,9.77e-07,8,2.99,"['AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']","['AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']",VERB,4,4,"['AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']",0,0,0,0,[]
172,trampoline,RLCL,real,long,complex,1.38e-06,9,3.14,"['T', 'R', 'AE', 'M', 'P', 'AH', 'L', 'IY', 'N']","['T', 'R', 'AE', 'M', 'P', 'AH', 'L', 'IY', 'N']",NOUN,3,6,"['T', 'R', 'AE', 'M', 'P', 'AH', 'L', 'IY', 'N']",0,0,0,0,[]
