,No_Stress,Sonority,Type,Prediction
368,"['T', 'K', 'EH']",0,CCV,"['T', 'EH', 'K']"
369,"['T', 'K', 'UH']",0,CCV,"['T', 'UH', 'K']"
370,"['T', 'K', 'IY']",0,CCV,"['T', 'K', 'IY']"
371,"['T', 'K', 'EY']",0,CCV,"['T', 'EY', 'K']"
372,"['T', 'K', 'OW']",0,CCV,"['T', 'K', 'OW']"
373,"['T', 'K', 'AE']",0,CCV,"['T', 'AE', 'K']"
374,"['T', 'K', 'AW']",0,CCV,"['T', 'AW', 'K']"
375,"['T', 'B', 'AH']",0,CCV,"['T', 'B', 'AH']"
376,"['T', 'B', 'OY']",0,CCV,"['T', 'OY', 'B']"
377,"['T', 'B', 'AA']",0,CCV,"['T', 'B', 'AA']"
378,"['T', 'B', 'AY']",0,CCV,"['T', 'AY', 'B']"
379,"['T', 'B', 'ER']",0,CCV,"['T', 'B', 'ER']"
380,"['T', 'B', 'AO']",0,CCV,"['T', 'B', 'AO']"
381,"['T', 'B', 'UW']",0,CCV,"['T', 'B', 'UW']"
382,"['T', 'B', 'IH']",0,CCV,"['T', 'IH', 'B']"
383,"['T', 'B', 'EH']",0,CCV,"['T', 'B', 'EH']"
384,"['T', 'B', 'UH']",0,CCV,"['T', 'UH', 'B']"
385,"['T', 'B', 'IY']",0,CCV,"['T', 'B', 'IY']"
386,"['T', 'B', 'EY']",0,CCV,"['T', 'EY', 'B']"
387,"['T', 'B', 'OW']",0,CCV,"['T', 'OW', 'B']"
388,"['T', 'B', 'AE']",0,CCV,"['T', 'AE', 'B']"
389,"['T', 'B', 'AW']",0,CCV,"['T', 'AW', 'B']"
390,"['T', 'D', 'AH']",0,CCV,"['T', 'IH', 'D']"
391,"['T', 'D', 'OY']",0,CCV,"['T', 'OY', 'D']"
392,"['T', 'D', 'AA']",0,CCV,"['T', 'AA', 'D']"
393,"['T', 'D', 'AY']",0,CCV,"['T', 'AY', 'D']"
394,"['T', 'D', 'ER']",0,CCV,"['T', 'ER', 'D']"
395,"['T', 'D', 'AO']",0,CCV,"['T', 'AO', 'D']"
396,"['T', 'D', 'UW']",0,CCV,"['T', 'UW', 'D']"
397,"['T', 'D', 'IH']",0,CCV,"['T', 'IH', 'D']"
398,"['T', 'D', 'EH']",0,CCV,"['T', 'EH', 'D']"
399,"['T', 'D', 'UH']",0,CCV,"['T', 'UH', 'D']"
400,"['T', 'D', 'IY']",0,CCV,"['T', 'IH', 'D']"
401,"['T', 'D', 'EY']",0,CCV,"['T', 'EY', 'D']"
402,"['T', 'D', 'OW']",0,CCV,"['T', 'OW', 'D']"
403,"['T', 'D', 'AE']",0,CCV,"['T', 'AE', 'D']"
404,"['T', 'D', 'AW']",0,CCV,"['T', 'AW', 'D']"
405,"['T', 'G', 'AH']",0,CCV,"['T', 'G', 'AH']"
406,"['T', 'G', 'OY']",0,CCV,"['T', 'OY', 'G']"
407,"['T', 'G', 'AA']",0,CCV,"['T', 'G', 'AA']"
408,"['T', 'G', 'AY']",0,CCV,"['T', 'AY', 'G']"
409,"['T', 'G', 'ER']",0,CCV,"['T', 'G', 'ER']"
410,"['T', 'G', 'AO']",0,CCV,"['T', 'G', 'AO']"
411,"['T', 'G', 'UW']",0,CCV,"['T', 'G', 'UW']"
412,"['T', 'G', 'IH']",0,CCV,"['T', 'IH', 'G']"
413,"['T', 'G', 'EH']",0,CCV,"['T', 'G', 'EH']"
414,"['T', 'G', 'UH']",0,CCV,"['T', 'UH', 'G']"
415,"['T', 'G', 'IY']",0,CCV,"['T', 'G', 'IY']"
416,"['T', 'G', 'EY']",0,CCV,"['T', 'G', 'EY']"
417,"['T', 'G', 'OW']",0,CCV,"['T', 'G', 'OW']"
418,"['T', 'G', 'AE']",0,CCV,"['T', 'G', 'AE']"
419,"['T', 'G', 'AW']",0,CCV,"['T', 'G', 'AW']"
420,"['T', 'F', 'AH']",1,CCV,"['T', 'F', 'AH']"
421,"['T', 'F', 'OY']",1,CCV,"['T', 'F', 'OY']"
422,"['T', 'F', 'AA']",1,CCV,"['T', 'F', 'AA']"
423,"['T', 'F', 'AY']",1,CCV,"['T', 'F', 'AY']"
424,"['T', 'F', 'ER']",1,CCV,"['T', 'F', 'ER']"
425,"['T', 'F', 'AO']",1,CCV,"['T', 'F', 'AO']"
426,"['T', 'F', 'UW']",1,CCV,"['T', 'F', 'UW']"
427,"['T', 'F', 'IH']",1,CCV,"['T', 'F', 'IH']"
428,"['T', 'F', 'EH']",1,CCV,"['T', 'F', 'EH']"
429,"['T', 'F', 'UH']",1,CCV,"['T', 'UH', 'F']"
430,"['T', 'F', 'IY']",1,CCV,"['T', 'F', 'IY']"
431,"['T', 'F', 'EY']",1,CCV,"['T', 'EY', 'F']"
432,"['T', 'F', 'OW']",1,CCV,"['T', 'F', 'OW']"
433,"['T', 'F', 'AE']",1,CCV,"['T', 'F', 'AE']"
434,"['T', 'F', 'AW']",1,CCV,"['T', 'F', 'AW']"
435,"['T', 'TH', 'AH']",1,CCV,"['T', 'TH', 'AH']"
436,"['T', 'TH', 'OY']",1,CCV,"['T', 'OY', 'TH']"
437,"['T', 'TH', 'AA']",1,CCV,"['T', 'TH', 'AA']"
438,"['T', 'TH', 'AY']",1,CCV,"['T', 'TH', 'AY']"
439,"['T', 'TH', 'ER']",1,CCV,"['T', 'TH', 'ER']"
440,"['T', 'TH', 'AO']",1,CCV,"['T', 'TH', 'AO']"
441,"['T', 'TH', 'UW']",1,CCV,"['T', 'TH', 'UW']"
442,"['T', 'TH', 'IH']",1,CCV,"['T', 'TH', 'IH']"
443,"['T', 'TH', 'EH']",1,CCV,"['T', 'TH', 'EH']"
444,"['T', 'TH', 'UH']",1,CCV,"['T', 'TH', 'UH']"
445,"['T', 'TH', 'IY']",1,CCV,"['T', 'TH', 'IY']"
446,"['T', 'TH', 'EY']",1,CCV,"['T', 'TH', 'EY']"
447,"['T', 'TH', 'OW']",1,CCV,"['T', 'TH', 'OW']"
448,"['T', 'TH', 'AE']",1,CCV,"['T', 'TH', 'AE']"
449,"['T', 'TH', 'AW']",1,CCV,"['T', 'TH', 'AW']"
450,"['T', 'S', 'AH']",1,CCV,"['T', 'S', 'AH']"
451,"['T', 'S', 'OY']",1,CCV,"['T', 'OY', 'S']"
452,"['T', 'S', 'AA']",1,CCV,"['T', 'S', 'AA']"
453,"['T', 'S', 'AY']",1,CCV,"['T', 'S', 'AY']"
454,"['T', 'S', 'ER']",1,CCV,"['T', 'S', 'ER']"
455,"['T', 'S', 'AO']",1,CCV,"['T', 'S', 'AO']"
456,"['T', 'S', 'UW']",1,CCV,"['T', 'S', 'UW']"
457,"['T', 'S', 'IH']",1,CCV,"['T', 'S', 'IH']"
458,"['T', 'S', 'EH']",1,CCV,"['T', 'S', 'EH']"
459,"['T', 'S', 'UH']",1,CCV,"['S', 'T', 'UH']"
460,"['T', 'S', 'IY']",1,CCV,"['T', 'S', 'IY']"
461,"['T', 'S', 'EY']",1,CCV,"['T', 'S', 'EY']"
462,"['T', 'S', 'OW']",1,CCV,"['T', 'S', 'OW']"
463,"['T', 'S', 'AE']",1,CCV,"['T', 'S', 'AE']"
464,"['T', 'S', 'AW']",1,CCV,"['T', 'S', 'AW']"
465,"['T', 'SH', 'AH']",1,CCV,"['T', 'SH', 'AH']"
466,"['T', 'SH', 'OY']",1,CCV,"['T', 'OY', 'SH']"
467,"['T', 'SH', 'AA']",1,CCV,"['T', 'SH', 'AA']"
468,"['T', 'SH', 'AY']",1,CCV,"['T', 'SH', 'AY']"
469,"['T', 'SH', 'ER']",1,CCV,"['T', 'SH', 'ER']"
470,"['T', 'SH', 'AO']",1,CCV,"['T', 'SH', 'AO']"
471,"['T', 'SH', 'UW']",1,CCV,"['T', 'SH', 'UW']"
472,"['T', 'SH', 'IH']",1,CCV,"['T', 'SH', 'IH']"
473,"['T', 'SH', 'EH']",1,CCV,"['T', 'SH', 'EH']"
474,"['T', 'SH', 'UH']",1,CCV,"['T', 'UH', 'SH']"
475,"['T', 'SH', 'IY']",1,CCV,"['T', 'SH', 'IY']"
476,"['T', 'SH', 'EY']",1,CCV,"['T', 'SH', 'EY']"
477,"['T', 'SH', 'OW']",1,CCV,"['T', 'SH', 'OW']"
478,"['T', 'SH', 'AE']",1,CCV,"['T', 'SH', 'AE']"
479,"['T', 'SH', 'AW']",1,CCV,"['T', 'SH', 'AW']"
480,"['T', 'Z', 'AH']",1,CCV,"['T', 'IH', 'Z']"
481,"['T', 'Z', 'OY']",1,CCV,"['T', 'EH', 'Z']"
482,"['T', 'Z', 'AA']",1,CCV,"['T', 'AA', 'Z']"
483,"['T', 'Z', 'AY']",1,CCV,"['T', 'AY', 'Z']"
484,"['T', 'Z', 'ER']",1,CCV,"['T', 'EH', 'Z']"
485,"['T', 'Z', 'AO']",1,CCV,"['T', 'AO', 'Z']"
486,"['T', 'Z', 'UW']",1,CCV,"['T', 'UW', 'Z']"
487,"['T', 'Z', 'IH']",1,CCV,"['T', 'IH', 'Z']"
488,"['T', 'Z', 'EH']",1,CCV,"['T', 'EH', 'Z']"
489,"['T', 'Z', 'UH']",1,CCV,"['T', 'IH', 'Z']"
490,"['T', 'Z', 'IY']",1,CCV,"['T', 'EH', 'Z']"
491,"['T', 'Z', 'EY']",1,CCV,"['T', 'EY', 'Z']"
492,"['T', 'Z', 'OW']",1,CCV,"['T', 'OW', 'Z']"
493,"['T', 'Z', 'AE']",1,CCV,"['T', 'AE', 'Z']"
494,"['T', 'Z', 'AW']",1,CCV,"['T', 'AW', 'Z']"
495,"['T', 'ZH', 'AH']",1,CCV,"['T', 'ZH', 'AH']"
496,"['T', 'ZH', 'OY']",1,CCV,"['T', 'ZH', 'OY']"
497,"['T', 'ZH', 'AA']",1,CCV,"['T', 'ZH', 'AA']"
498,"['T', 'ZH', 'AY']",1,CCV,"['T', 'ZH', 'AY']"
499,"['T', 'ZH', 'ER']",1,CCV,"['T', 'ZH', 'ER']"
500,"['T', 'ZH', 'AO']",1,CCV,"['T', 'ZH', 'AO']"
501,"['T', 'ZH', 'UW']",1,CCV,"['T', 'ZH', 'UW']"
502,"['T', 'ZH', 'IH']",1,CCV,"['ZH', 'IH', 'T']"
503,"['T', 'ZH', 'EH']",1,CCV,"['T', 'ZH', 'EH']"
504,"['T', 'ZH', 'UH']",1,CCV,"['ZH', 'UH', 'T']"
505,"['T', 'ZH', 'IY']",1,CCV,"['T', 'ZH', 'IY']"
506,"['T', 'ZH', 'EY']",1,CCV,"['T', 'ZH', 'EY']"
507,"['T', 'ZH', 'OW']",1,CCV,"['T', 'ZH', 'OW']"
508,"['T', 'ZH', 'AE']",1,CCV,"['ZH', 'AE', 'T']"
509,"['T', 'ZH', 'AW']",1,CCV,"['T', 'ZH', 'AW']"
510,"['T', 'V', 'AH']",1,CCV,"['T', 'V', 'AH']"
511,"['T', 'V', 'OY']",1,CCV,"['T', 'OY', 'V']"
512,"['T', 'V', 'AA']",1,CCV,"['T', 'V', 'AA']"
513,"['T', 'V', 'AY']",1,CCV,"['T', 'AY', 'V']"
514,"['T', 'V', 'ER']",1,CCV,"['T', 'V', 'ER']"
515,"['T', 'V', 'AO']",1,CCV,"['T', 'V', 'AO']"
516,"['T', 'V', 'UW']",1,CCV,"['T', 'V', 'UW']"
517,"['T', 'V', 'IH']",1,CCV,"['T', 'IH', 'V']"
518,"['T', 'V', 'EH']",1,CCV,"['T', 'V', 'EH']"
519,"['T', 'V', 'UH']",1,CCV,"['T', 'UH', 'V']"
520,"['T', 'V', 'IY']",1,CCV,"['T', 'V', 'IY']"
521,"['T', 'V', 'EY']",1,CCV,"['T', 'EY', 'V']"
522,"['T', 'V', 'OW']",1,CCV,"['T', 'V', 'OW']"
523,"['T', 'V', 'AE']",1,CCV,"['T', 'V', 'AE']"
524,"['T', 'V', 'AW']",1,CCV,"['T', 'V', 'AW']"
525,"['T', 'DH', 'AH']",1,CCV,"['T', 'DH', 'AH']"
526,"['T', 'DH', 'OY']",1,CCV,"['T', 'DH', 'OY']"
527,"['T', 'DH', 'AA']",1,CCV,"['T', 'DH', 'AA']"
528,"['T', 'DH', 'AY']",1,CCV,"['T', 'DH', 'AY']"
529,"['T', 'DH', 'ER']",1,CCV,"['T', 'DH', 'ER']"
530,"['T', 'DH', 'AO']",1,CCV,"['T', 'DH', 'AO']"
531,"['T', 'DH', 'UW']",1,CCV,"['T', 'DH', 'UW']"
532,"['T', 'DH', 'IH']",1,CCV,"['T', 'DH', 'IH']"
533,"['T', 'DH', 'EH']",1,CCV,"['T', 'DH', 'EH']"
534,"['T', 'DH', 'UH']",1,CCV,"['T', 'DH', 'UH']"
535,"['T', 'DH', 'IY']",1,CCV,"['T', 'DH', 'IY']"
536,"['T', 'DH', 'EY']",1,CCV,"['T', 'DH', 'EY']"
537,"['T', 'DH', 'OW']",1,CCV,"['T', 'DH', 'OW']"
538,"['T', 'DH', 'AE']",1,CCV,"['T', 'DH', 'AE']"
539,"['T', 'DH', 'AW']",1,CCV,"['T', 'DH', 'AW']"
540,"['T', 'HH', 'AH']",1,CCV,"['T', 'HH', 'AH']"
541,"['T', 'HH', 'OY']",1,CCV,"['T', 'OY', 'HH']"
542,"['T', 'HH', 'AA']",1,CCV,"['T', 'HH', 'AA']"
543,"['T', 'HH', 'AY']",1,CCV,"['T', 'AY', 'HH']"
544,"['T', 'HH', 'ER']",1,CCV,"['T', 'HH', 'ER']"
545,"['T', 'HH', 'AO']",1,CCV,"['T', 'HH', 'AO']"
546,"['T', 'HH', 'UW']",1,CCV,"['T', 'HH', 'UW']"
547,"['T', 'HH', 'IH']",1,CCV,"['T', 'HH', 'IH']"
548,"['T', 'HH', 'EH']",1,CCV,"['T', 'HH', 'EH']"
549,"['T', 'HH', 'UH']",1,CCV,"['T', 'UH', 'L']"
550,"['T', 'HH', 'IY']",1,CCV,"['T', 'HH', 'IY']"
551,"['T', 'HH', 'EY']",1,CCV,"['T', 'HH', 'EY']"
552,"['T', 'HH', 'OW']",1,CCV,"['T', 'HH', 'OW']"
553,"['T', 'HH', 'AE']",1,CCV,"['T', 'HH', 'AE']"
554,"['T', 'HH', 'AW']",1,CCV,"['T', 'HH', 'AW']"
555,"['T', 'CH', 'AH']",2,CCV,"['T', 'CH', 'AH']"
556,"['T', 'CH', 'OY']",2,CCV,"['T', 'CH', 'OY']"
557,"['T', 'CH', 'AA']",2,CCV,"['T', 'EY', 'CH']"
558,"['T', 'CH', 'AY']",2,CCV,"['T', 'AY', 'CH']"
559,"['T', 'CH', 'ER']",2,CCV,"['T', 'CH', 'ER']"
560,"['T', 'CH', 'AO']",2,CCV,"['T', 'CH', 'AO']"
561,"['T', 'CH', 'UW']",2,CCV,"['T', 'CH', 'UW']"
562,"['T', 'CH', 'IH']",2,CCV,"['T', 'IH', 'CH']"
563,"['T', 'CH', 'EH']",2,CCV,"['T', 'CH', 'EH']"
564,"['T', 'CH', 'UH']",2,CCV,"['T', 'UH', 'UH']"
565,"['T', 'CH', 'IY']",2,CCV,"['T', 'CH', 'IY']"
566,"['T', 'CH', 'EY']",2,CCV,"['T', 'EY', 'CH']"
567,"['T', 'CH', 'OW']",2,CCV,"['T', 'OW', 'CH']"
568,"['T', 'CH', 'AE']",2,CCV,"['T', 'AE', 'CH']"
569,"['T', 'CH', 'AW']",2,CCV,"['T', 'CH', 'AW']"
570,"['T', 'JH', 'AH']",2,CCV,"['T', 'AH', 'JH']"
571,"['T', 'JH', 'OY']",2,CCV,"['T', 'OY', 'JH']"
572,"['T', 'JH', 'AA']",2,CCV,"['T', 'AA', 'JH']"
573,"['T', 'JH', 'AY']",2,CCV,"['T', 'AY', 'JH']"
574,"['T', 'JH', 'ER']",2,CCV,"['T', 'ER', 'JH']"
575,"['T', 'JH', 'AO']",2,CCV,"['T', 'AO', 'JH']"
576,"['T', 'JH', 'UW']",2,CCV,"['T', 'UW', 'JH']"
577,"['T', 'JH', 'IH']",2,CCV,"['T', 'IH', 'JH']"
578,"['T', 'JH', 'EH']",2,CCV,"['T', 'EH', 'JH']"
579,"['T', 'JH', 'UH']",2,CCV,"['T', 'UH', 'JH']"
580,"['T', 'JH', 'IY']",2,CCV,"['T', 'IY', 'JH']"
581,"['T', 'JH', 'EY']",2,CCV,"['T', 'EY', 'JH']"
582,"['T', 'JH', 'OW']",2,CCV,"['T', 'OW', 'JH']"
583,"['T', 'JH', 'AE']",2,CCV,"['T', 'AE', 'JH']"
584,"['T', 'JH', 'AW']",2,CCV,"['T', 'AW', 'JH']"
585,"['T', 'M', 'AH']",3,CCV,"['T', 'M', 'AH']"
586,"['T', 'M', 'OY']",3,CCV,"['T', 'OY', 'EH']"
587,"['T', 'M', 'AA']",3,CCV,"['T', 'M', 'AA']"
588,"['T', 'M', 'AY']",3,CCV,"['T', 'M', 'AY']"
589,"['T', 'M', 'ER']",3,CCV,"['T', 'M', 'ER']"
590,"['T', 'M', 'AO']",3,CCV,"['T', 'M', 'AO']"
591,"['T', 'M', 'UW']",3,CCV,"['T', 'M', 'UW']"
592,"['T', 'M', 'IH']",3,CCV,"['T', 'IH', 'M']"
593,"['T', 'M', 'EH']",3,CCV,"['T', 'M', 'EH']"
594,"['T', 'M', 'UH']",3,CCV,"['T', 'UH', 'M']"
595,"['T', 'M', 'IY']",3,CCV,"['T', 'M', 'IY']"
596,"['T', 'M', 'EY']",3,CCV,"['T', 'M', 'EY']"
597,"['T', 'M', 'OW']",3,CCV,"['T', 'M', 'OW']"
598,"['T', 'M', 'AE']",3,CCV,"['T', 'M', 'AE']"
599,"['T', 'M', 'AW']",3,CCV,"['T', 'AW', 'M']"
600,"['T', 'N', 'AH']",3,CCV,"['T', 'R', 'AH']"
601,"['T', 'N', 'OY']",3,CCV,"['T', 'OY', 'N']"
602,"['T', 'N', 'AA']",3,CCV,"['T', 'AA', 'N']"
603,"['T', 'N', 'AY']",3,CCV,"['T', 'AY', 'N']"
604,"['T', 'N', 'ER']",3,CCV,"['T', 'ER', 'N']"
605,"['T', 'N', 'AO']",3,CCV,"['T', 'AO', 'N']"
606,"['T', 'N', 'UW']",3,CCV,"['T', 'UW', 'N']"
607,"['T', 'N', 'IH']",3,CCV,"['T', 'IH', 'N']"
608,"['T', 'N', 'EH']",3,CCV,"['T', 'EH', 'N']"
609,"['T', 'N', 'UH']",3,CCV,"['T', 'UH', 'N']"
610,"['T', 'N', 'IY']",3,CCV,"['T', 'EH', 'N']"
611,"['T', 'N', 'EY']",3,CCV,"['T', 'N', 'EY']"
612,"['T', 'N', 'OW']",3,CCV,"['T', 'OW', 'N']"
613,"['T', 'N', 'AE']",3,CCV,"['T', 'AE', 'N']"
614,"['T', 'N', 'AW']",3,CCV,"['T', 'AW', 'N']"
615,"['T', 'NG', 'AH']",3,CCV,"['T', 'NG', '<EOS>']"
616,"['T', 'NG', 'OY']",3,CCV,"['T', 'R', 'UW']"
617,"['T', 'NG', 'AA']",3,CCV,"['T', 'AA', 'NG']"
618,"['T', 'NG', 'AY']",3,CCV,"['T', 'AY', 'NG']"
619,"['T', 'NG', 'ER']",3,CCV,"['T', 'NG', 'ER']"
620,"['T', 'NG', 'AO']",3,CCV,"['T', 'AO', 'NG']"
621,"['T', 'NG', 'UW']",3,CCV,"['T', 'NG', 'UW']"
622,"['T', 'NG', 'IH']",3,CCV,"['T', 'IH', 'NG']"
623,"['T', 'NG', 'EH']",3,CCV,"['T', 'EH', 'NG']"
624,"['T', 'NG', 'UH']",3,CCV,"['T', 'UH', 'NG']"
625,"['T', 'NG', 'IY']",3,CCV,"['T', 'IY', 'NG']"
626,"['T', 'NG', 'EY']",3,CCV,"['T', 'EY', 'NG']"
627,"['T', 'NG', 'OW']",3,CCV,"['T', 'OW', 'NG']"
628,"['T', 'NG', 'AE']",3,CCV,"['T', 'AE', 'NG']"
629,"['T', 'NG', 'AW']",3,CCV,"['T', 'NG', 'AW']"
630,"['T', 'L', 'AH']",4,CCV,"['T', 'L', 'AH']"
631,"['T', 'L', 'OY']",4,CCV,"['T', 'L', 'OY']"
632,"['T', 'L', 'AA']",4,CCV,"['T', 'L', 'AA']"
633,"['T', 'L', 'AY']",4,CCV,"['T', 'L', 'AY']"
634,"['T', 'L', 'ER']",4,CCV,"['T', 'L', 'ER']"
635,"['T', 'L', 'AO']",4,CCV,"['T', 'L', 'AO']"
636,"['T', 'L', 'UW']",4,CCV,"['T', 'L', 'UW']"
637,"['T', 'L', 'IH']",4,CCV,"['T', 'L', 'IH']"
638,"['T', 'L', 'EH']",4,CCV,"['T', 'L', 'EH']"
639,"['T', 'L', 'UH']",4,CCV,"['T', 'L', 'UH']"
640,"['T', 'L', 'IY']",4,CCV,"['T', 'L', 'IY']"
641,"['T', 'L', 'EY']",4,CCV,"['T', 'L', 'EY']"
642,"['T', 'L', 'OW']",4,CCV,"['T', 'L', 'OW']"
643,"['T', 'L', 'AE']",4,CCV,"['T', 'L', 'AE']"
644,"['T', 'L', 'AW']",4,CCV,"['T', 'L', 'AW']"
645,"['T', 'R', 'AH']",4,CCV,"['T', 'R', 'AH']"
646,"['T', 'R', 'OY']",4,CCV,"['T', 'R', 'OY']"
647,"['T', 'R', 'AA']",4,CCV,"['T', 'R', 'AA']"
648,"['T', 'R', 'AY']",4,CCV,"['T', 'R', 'AY']"
649,"['T', 'R', 'ER']",4,CCV,"['T', 'R', 'ER']"
650,"['T', 'R', 'AO']",4,CCV,"['T', 'R', 'AO']"
651,"['T', 'R', 'UW']",4,CCV,"['T', 'R', 'UW']"
652,"['T', 'R', 'IH']",4,CCV,"['T', 'R', 'IH']"
653,"['T', 'R', 'EH']",4,CCV,"['T', 'R', 'EH']"
654,"['T', 'R', 'UH']",4,CCV,"['T', 'R', 'UH']"
655,"['T', 'R', 'IY']",4,CCV,"['T', 'R', 'IY']"
656,"['T', 'R', 'EY']",4,CCV,"['T', 'R', 'EY']"
657,"['T', 'R', 'OW']",4,CCV,"['T', 'R', 'OW']"
658,"['T', 'R', 'AE']",4,CCV,"['T', 'R', 'AE']"
659,"['T', 'R', 'AW']",4,CCV,"['T', 'R', 'AW']"
660,"['T', 'W', 'AH']",5,CCV,"['T', 'W', 'AH']"
661,"['T', 'W', 'OY']",5,CCV,"['T', 'W', 'OY']"
662,"['T', 'W', 'AA']",5,CCV,"['T', 'W', 'AA']"
663,"['T', 'W', 'AY']",5,CCV,"['T', 'W', 'AY']"
664,"['T', 'W', 'ER']",5,CCV,"['T', 'W', 'ER']"
665,"['T', 'W', 'AO']",5,CCV,"['T', 'W', 'AO']"
666,"['T', 'W', 'UW']",5,CCV,"['T', 'W', 'UW']"
667,"['T', 'W', 'IH']",5,CCV,"['T', 'W', 'IH']"
668,"['T', 'W', 'EH']",5,CCV,"['T', 'W', 'EH']"
669,"['T', 'W', 'UH']",5,CCV,"['T', 'W', 'UH']"
670,"['T', 'W', 'IY']",5,CCV,"['T', 'W', 'IY']"
671,"['T', 'W', 'EY']",5,CCV,"['T', 'W', 'EY']"
672,"['T', 'W', 'OW']",5,CCV,"['T', 'W', 'OW']"
673,"['T', 'W', 'AE']",5,CCV,"['T', 'W', 'AE']"
674,"['T', 'W', 'AW']",5,CCV,"['T', 'W', 'AW']"
675,"['T', 'Y', 'AH']",5,CCV,"['T', 'Y', 'AH']"
676,"['T', 'Y', 'OY']",5,CCV,"['T', 'OY', 'Y']"
677,"['T', 'Y', 'AA']",5,CCV,"['T', 'Y', 'AA']"
678,"['T', 'Y', 'AY']",5,CCV,"['T', 'Y', 'AY']"
679,"['T', 'Y', 'ER']",5,CCV,"['T', 'Y', 'ER']"
680,"['T', 'Y', 'AO']",5,CCV,"['T', 'AO', 'Y']"
681,"['T', 'Y', 'UW']",5,CCV,"['T', 'Y', 'UW']"
682,"['T', 'Y', 'IH']",5,CCV,"['T', 'IH', 'Y']"
683,"['T', 'Y', 'EH']",5,CCV,"['T', 'Y', 'EH']"
684,"['T', 'Y', 'UH']",5,CCV,"['T', 'Y', 'UH']"
685,"['T', 'Y', 'IY']",5,CCV,"['T', 'Y', 'IY']"
686,"['T', 'Y', 'EY']",5,CCV,"['T', 'Y', 'EY']"
687,"['T', 'Y', 'OW']",5,CCV,"['T', 'Y', 'OW']"
688,"['T', 'Y', 'AE']",5,CCV,"['T', 'Y', 'AE']"
689,"['T', 'Y', 'AW']",5,CCV,"['T', 'AW', 'Y']"
690,"['K', 'P', 'AH']",0,CCV,"['P', 'K', 'AH']"
691,"['K', 'P', 'OY']",0,CCV,"['K', 'P', 'OY']"
692,"['K', 'P', 'AA']",0,CCV,"['K', 'AA', 'P']"
693,"['K', 'P', 'AY']",0,CCV,"['K', 'P', 'AY']"
694,"['K', 'P', 'ER']",0,CCV,"['K', 'P', 'ER']"
695,"['K', 'P', 'AO']",0,CCV,"['P', 'K', 'AO']"
696,"['K', 'P', 'UW']",0,CCV,"['K', 'UW', 'P']"
697,"['K', 'P', 'IH']",0,CCV,"['K', 'P', 'IH']"
698,"['K', 'P', 'EH']",0,CCV,"['K', 'P', 'EH']"
699,"['K', 'P', 'UH']",0,CCV,"['K', 'UH', 'P']"
700,"['K', 'P', 'IY']",0,CCV,"['K', 'T', 'IY']"
701,"['K', 'P', 'EY']",0,CCV,"['K', 'EY', 'P']"
702,"['K', 'P', 'OW']",0,CCV,"['P', 'K', 'OW']"
703,"['K', 'P', 'AE']",0,CCV,"['P', 'AE', 'K']"
704,"['K', 'P', 'AW']",0,CCV,"['K', 'AW', 'P']"
705,"['K', 'T', 'AH']",0,CCV,"['K', 'T', 'AH']"
706,"['K', 'T', 'OY']",0,CCV,"['K', 'T', 'OY']"
707,"['K', 'T', 'AA']",0,CCV,"['K', 'T', 'AA']"
708,"['K', 'T', 'AY']",0,CCV,"['K', 'T', 'AY']"
709,"['K', 'T', 'ER']",0,CCV,"['K', 'T', 'ER']"
710,"['K', 'T', 'AO']",0,CCV,"['K', 'T', 'AO']"
711,"['K', 'T', 'UW']",0,CCV,"['K', 'T', 'UW']"
712,"['K', 'T', 'IH']",0,CCV,"['K', 'T', 'IH']"
713,"['K', 'T', 'EH']",0,CCV,"['K', 'T', 'EH']"
714,"['K', 'T', 'UH']",0,CCV,"['K', 'UH', 'T']"
715,"['K', 'T', 'IY']",0,CCV,"['K', 'T', 'IY']"
716,"['K', 'T', 'EY']",0,CCV,"['K', 'T', 'EY']"
717,"['K', 'T', 'OW']",0,CCV,"['K', 'T', 'OW']"
718,"['K', 'T', 'AE']",0,CCV,"['K', 'T', 'AE']"
719,"['K', 'T', 'AW']",0,CCV,"['K', 'T', 'AW']"
720,"['K', 'B', 'AH']",0,CCV,"['K', 'B', 'AH']"
721,"['K', 'B', 'OY']",0,CCV,"['K', 'B', 'OY']"
722,"['K', 'B', 'AA']",0,CCV,"['K', 'B', 'AA']"
723,"['K', 'B', 'AY']",0,CCV,"['K', 'B', 'AY']"
724,"['K', 'B', 'ER']",0,CCV,"['B', 'K', 'ER']"
725,"['K', 'B', 'AO']",0,CCV,"['K', 'B', 'AO']"
726,"['K', 'B', 'UW']",0,CCV,"['K', 'B', 'UW']"
727,"['K', 'B', 'IH']",0,CCV,"['K', 'IH', 'B']"
728,"['K', 'B', 'EH']",0,CCV,"['K', 'B', 'EH']"
729,"['K', 'B', 'UH']",0,CCV,"['K', 'UH', 'B']"
730,"['K', 'B', 'IY']",0,CCV,"['K', 'B', 'IY']"
731,"['K', 'B', 'EY']",0,CCV,"['K', 'EY', 'B']"
732,"['K', 'B', 'OW']",0,CCV,"['B', 'K', 'OW']"
733,"['K', 'B', 'AE']",0,CCV,"['K', 'AE', 'B']"
734,"['K', 'B', 'AW']",0,CCV,"['K', 'AW', 'B']"
735,"['K', 'D', 'AH']",0,CCV,"['K', 'D', 'AH']"
