,Word,Frequency,Zipf_Frequency,Part_of_Speech,Phonemes,No_Stress
271,took,0.000324,5.51,VERB,"['T', 'UH1', 'K']","['T', 'UH', 'K']"
272,white,0.000324,5.51,ADJ,"['W', 'AY1', 'T']","['W', 'AY', 'T']"
273,came,0.000316,5.5,VERB,"['K', 'EY1', 'M']","['K', 'EY', 'M']"
274,far,0.000316,5.5,ADV,"['F', 'AA1', 'R']","['F', 'AA', 'R']"
275,job,0.000316,5.5,NOUN,"['JH', 'AA1', 'B']","['JH', 'AA', 'B']"
276,side,0.000316,5.5,NOUN,"['S', 'AY1', 'D']","['S', 'AY', 'D']"
277,though,0.000316,5.5,ADV,"['DH', 'OW1']","['DH', 'OW']"
278,try,0.000316,5.5,VERB,"['T', 'R', 'AY1']","['T', 'R', 'AY']"
279,went,0.000316,5.5,VERB,"['W', 'EH1', 'N', 'T']","['W', 'EH', 'N', 'T']"
280,yes,0.000316,5.5,INTJ,"['Y', 'EH1', 'S']","['Y', 'EH', 'S']"
281,actually,0.000309,5.49,ADV,"['AE1', 'K', 'CH', 'AH0', 'W', 'AH0', 'L', 'IY0']","['AE', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'IY']"
282,american,0.000309,5.49,PROPN,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'N']","['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH', 'N']"
283,later,0.000309,5.49,ADV,"['L', 'EY1', 'T', 'ER0']","['L', 'EY', 'T', 'ER']"
284,less,0.000309,5.49,ADJ,"['L', 'EH1', 'S']","['L', 'EH', 'S']"
285,line,0.000309,5.49,NOUN,"['L', 'AY1', 'N']","['L', 'AY', 'N']"
286,order,0.000309,5.49,NOUN,"['AO1', 'R', 'D', 'ER0']","['AO', 'R', 'D', 'ER']"
287,party,0.000309,5.49,NOUN,"['P', 'AA1', 'R', 'T', 'IY0']","['P', 'AA', 'R', 'T', 'IY']"
288,run,0.000309,5.49,VERB,"['R', 'AH1', 'N']","['R', 'AH', 'N']"
289,says,0.000309,5.49,VERB,"['S', 'EH1', 'Z']","['S', 'EH', 'Z']"
290,service,0.000309,5.49,NOUN,"['S', 'ER1', 'V', 'AH0', 'S']","['S', 'ER', 'V', 'AH', 'S']"
291,country,0.000302,5.48,NOUN,"['K', 'AH1', 'N', 'T', 'R', 'IY0']","['K', 'AH', 'N', 'T', 'R', 'IY']"
292,open,0.000302,5.48,VERB,"['OW1', 'P', 'AH0', 'N']","['OW', 'P', 'AH', 'N']"
293,season,0.000302,5.48,NOUN,"['S', 'IY1', 'Z', 'AH0', 'N']","['S', 'IY', 'Z', 'AH', 'N']"
294,shit,0.000302,5.48,VERB,"['SH', 'IH1', 'T']","['SH', 'IH', 'T']"
295,thank,0.000302,5.48,VERB,"['TH', 'AE1', 'NG', 'K']","['TH', 'AE', 'NG', 'K']"
296,children,0.000295,5.47,NOUN,"['CH', 'IH1', 'L', 'D', 'R', 'AH0', 'N']","['CH', 'IH', 'L', 'D', 'R', 'AH', 'N']"
297,everyone,0.000295,5.47,PRON,"['EH1', 'V', 'R', 'IY0', 'W', 'AH2', 'N']","['EH', 'V', 'R', 'IY', 'W', 'AH', 'N']"
298,general,0.000295,5.47,ADJ,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L']","['JH', 'EH', 'N', 'ER', 'AH', 'L']"
299,trying,0.000295,5.47,VERB,"['T', 'R', 'AY1', 'IH0', 'NG']","['T', 'R', 'AY', 'IH', 'NG']"
300,united,0.000295,5.47,ADJ,"['Y', 'UW0', 'N', 'AY1', 'T', 'AH0', 'D']","['Y', 'UW', 'N', 'AY', 'T', 'AH', 'D']"
301,using,0.000295,5.47,VERB,"['Y', 'UW1', 'Z', 'IH0', 'NG']","['Y', 'UW', 'Z', 'IH', 'NG']"
302,area,0.000288,5.46,NOUN,"['EH1', 'R', 'IY0', 'AH0']","['EH', 'R', 'IY', 'AH']"
303,black,0.000288,5.46,ADJ,"['B', 'L', 'AE1', 'K']","['B', 'L', 'AE', 'K']"
304,following,0.000288,5.46,VERB,"['F', 'AA1', 'L', 'OW0', 'IH0', 'NG']","['F', 'AA', 'L', 'OW', 'IH', 'NG']"
305,law,0.000288,5.46,NOUN,"['L', 'AO1']","['L', 'AO']"
306,makes,0.000288,5.46,VERB,"['M', 'EY1', 'K', 'S']","['M', 'EY', 'K', 'S']"
307,together,0.000288,5.46,ADV,"['T', 'AH0', 'G', 'EH1', 'DH', 'ER0']","['T', 'AH', 'G', 'EH', 'DH', 'ER']"
308,war,0.000288,5.46,NOUN,"['W', 'AO1', 'R']","['W', 'AO', 'R']"
309,whole,0.000288,5.46,ADJ,"['HH', 'OW1', 'L']","['HH', 'OW', 'L']"
310,car,0.000282,5.45,NOUN,"['K', 'AA1', 'R']","['K', 'AA', 'R']"
311,face,0.000282,5.45,VERB,"['F', 'EY1', 'S']","['F', 'EY', 'S']"
312,five,0.000282,5.45,NUM,"['F', 'AY1', 'V']","['F', 'AY', 'V']"
313,kind,0.000282,5.45,NOUN,"['K', 'AY1', 'N', 'D']","['K', 'AY', 'N', 'D']"
314,maybe,0.000282,5.45,ADV,"['M', 'EY1', 'B', 'IY0']","['M', 'EY', 'B', 'IY']"
315,per,0.000282,5.45,ADP,"['P', 'ER1']","['P', 'ER']"
316,president,0.000282,5.45,PROPN,"['P', 'R', 'EH1', 'Z', 'AH0', 'D', 'EH2', 'N', 'T']","['P', 'R', 'EH', 'Z', 'AH', 'D', 'EH', 'N', 'T']"
317,story,0.000282,5.45,NOUN,"['S', 'T', 'AO1', 'R', 'IY0']","['S', 'T', 'AO', 'R', 'IY']"
318,working,0.000282,5.45,VERB,"['W', 'ER1', 'K', 'IH0', 'NG']","['W', 'ER', 'K', 'IH', 'NG']"
319,course,0.000275,5.44,NOUN,"['K', 'AO1', 'R', 'S']","['K', 'AO', 'R', 'S']"
320,games,0.000275,5.44,NOUN,"['G', 'EY1', 'M', 'Z']","['G', 'EY', 'M', 'Z']"
321,health,0.000275,5.44,NOUN,"['HH', 'EH1', 'L', 'TH']","['HH', 'EH', 'L', 'TH']"
322,hope,0.000275,5.44,VERB,"['HH', 'OW1', 'P']","['HH', 'OW', 'P']"
323,important,0.000275,5.44,ADJ,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']","['IH', 'M', 'P', 'AO', 'R', 'T', 'AH', 'N', 'T']"
324,least,0.000275,5.44,ADJ,"['L', 'IY1', 'S', 'T']","['L', 'IY', 'S', 'T']"
325,means,0.000275,5.44,VERB,"['M', 'IY1', 'N', 'Z']","['M', 'IY', 'N', 'Z']"
326,news,0.000275,5.44,NOUN,"['N', 'UW1', 'Z']","['N', 'UW', 'Z']"
327,within,0.000275,5.44,ADP,"['W', 'IH0', 'DH', 'IH1', 'N']","['W', 'IH', 'DH', 'IH', 'N']"
328,able,0.000269,5.43,ADJ,"['EY1', 'B', 'AH0', 'L']","['EY', 'B', 'AH', 'L']"
329,book,0.000269,5.43,NOUN,"['B', 'UH1', 'K']","['B', 'UH', 'K']"
330,early,0.000269,5.43,ADV,"['ER1', 'L', 'IY0']","['ER', 'L', 'IY']"
331,friends,0.000269,5.43,NOUN,"['F', 'R', 'EH1', 'N', 'D', 'Z']","['F', 'R', 'EH', 'N', 'D', 'Z']"
332,information,0.000269,5.43,NOUN,"['IH2', 'N', 'F', 'ER0', 'M', 'EY1', 'SH', 'AH0', 'N']","['IH', 'N', 'F', 'ER', 'M', 'EY', 'SH', 'AH', 'N']"
333,local,0.000269,5.43,ADJ,"['L', 'OW1', 'K', 'AH0', 'L']","['L', 'OW', 'K', 'AH', 'L']"
334,oh,0.000269,5.43,INTJ,['OW1'],['OW']
335,post,0.000269,5.43,VERB,"['P', 'OW1', 'S', 'T']","['P', 'OW', 'S', 'T']"
336,thanks,0.000269,5.43,NOUN,"['TH', 'AE1', 'NG', 'K', 'S']","['TH', 'AE', 'NG', 'K', 'S']"
337,video,0.000269,5.43,PROPN,"['V', 'IH1', 'D', 'IY0', 'OW0']","['V', 'IH', 'D', 'IY', 'OW']"
338,young,0.000269,5.43,ADJ,"['Y', 'AH1', 'NG']","['Y', 'AH', 'NG']"
339,ago,0.000263,5.42,ADV,"['AH0', 'G', 'OW1']","['AH', 'G', 'OW']"
340,others,0.000263,5.42,NOUN,"['AH1', 'DH', 'ER0', 'Z']","['AH', 'DH', 'ER', 'Z']"
341,social,0.000263,5.42,ADJ,"['S', 'OW1', 'SH', 'AH0', 'L']","['S', 'OW', 'SH', 'AH', 'L']"
342,talk,0.000263,5.42,VERB,"['T', 'AO1', 'K']","['T', 'AO', 'K']"
343,court,0.000257,5.41,NOUN,"['K', 'AO1', 'R', 'T']","['K', 'AO', 'R', 'T']"
344,fact,0.000257,5.41,NOUN,"['F', 'AE1', 'K', 'T']","['F', 'AE', 'K', 'T']"
345,given,0.000257,5.41,VERB,"['G', 'IH1', 'V', 'AH0', 'N']","['G', 'IH', 'V', 'AH', 'N']"
346,guys,0.000257,5.41,NOUN,"['G', 'AY1', 'Z']","['G', 'AY', 'Z']"
347,half,0.000257,5.41,NOUN,"['HH', 'AE1', 'F']","['HH', 'AE', 'F']"
348,hand,0.000257,5.41,NOUN,"['HH', 'AE1', 'N', 'D']","['HH', 'AE', 'N', 'D']"
349,level,0.000257,5.41,NOUN,"['L', 'EH1', 'V', 'AH0', 'L']","['L', 'EH', 'V', 'AH', 'L']"
350,mind,0.000257,5.41,NOUN,"['M', 'AY1', 'N', 'D']","['M', 'AY', 'N', 'D']"
351,often,0.000257,5.41,ADV,"['AO1', 'F', 'AH0', 'N']","['AO', 'F', 'AH', 'N']"
352,single,0.000257,5.41,ADJ,"['S', 'IH1', 'NG', 'G', 'AH0', 'L']","['S', 'IH', 'NG', 'G', 'AH', 'L']"
353,become,0.000251,5.4,VERB,"['B', 'IH0', 'K', 'AH1', 'M']","['B', 'IH', 'K', 'AH', 'M']"
354,body,0.000251,5.4,NOUN,"['B', 'AA1', 'D', 'IY0']","['B', 'AA', 'D', 'IY']"
355,coming,0.000251,5.4,VERB,"['K', 'AH1', 'M', 'IH0', 'NG']","['K', 'AH', 'M', 'IH', 'NG']"
356,control,0.000251,5.4,NOUN,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L']","['K', 'AH', 'N', 'T', 'R', 'OW', 'L']"
357,death,0.000251,5.4,NOUN,"['D', 'EH1', 'TH']","['D', 'EH', 'TH']"
358,food,0.000251,5.4,NOUN,"['F', 'UW1', 'D']","['F', 'UW', 'D']"
359,guy,0.000251,5.4,NOUN,"['G', 'AY1']","['G', 'AY']"
360,hours,0.000251,5.4,NOUN,"['AW1', 'ER0', 'Z']","['AW', 'ER', 'Z']"
361,office,0.000251,5.4,NOUN,"['AO1', 'F', 'AH0', 'S']","['AO', 'F', 'AH', 'S']"
362,pay,0.000251,5.4,VERB,"['P', 'EY1']","['P', 'EY']"
363,problem,0.000251,5.4,NOUN,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']","['P', 'R', 'AA', 'B', 'L', 'AH', 'M']"
364,south,0.000251,5.4,NOUN,"['S', 'AW1', 'TH']","['S', 'AW', 'TH']"
365,true,0.000251,5.4,ADJ,"['T', 'R', 'UW1']","['T', 'R', 'UW']"
366,almost,0.000245,5.39,ADV,"['AO1', 'L', 'M', 'OW2', 'S', 'T']","['AO', 'L', 'M', 'OW', 'S', 'T']"
367,fuck,0.000245,5.39,NOUN,"['F', 'AH1', 'K']","['F', 'AH', 'K']"
368,history,0.000245,5.39,NOUN,"['HH', 'IH1', 'S', 'T', 'ER0', 'IY0']","['HH', 'IH', 'S', 'T', 'ER', 'IY']"
369,known,0.000245,5.39,VERB,"['N', 'OW1', 'N']","['N', 'OW', 'N']"
370,large,0.000245,5.39,ADJ,"['L', 'AA1', 'R', 'JH']","['L', 'AA', 'R', 'JH']"
371,lost,0.000245,5.39,VERB,"['L', 'AO1', 'S', 'T']","['L', 'AO', 'S', 'T']"
372,research,0.000245,5.39,NOUN,"['R', 'IY0', 'S', 'ER1', 'CH']","['R', 'IY', 'S', 'ER', 'CH']"
373,room,0.000245,5.39,NOUN,"['R', 'UW1', 'M']","['R', 'UW', 'M']"
374,several,0.000245,5.39,ADJ,"['S', 'EH1', 'V', 'R', 'AH0', 'L']","['S', 'EH', 'V', 'R', 'AH', 'L']"
375,started,0.000245,5.39,VERB,"['S', 'T', 'AA1', 'R', 'T', 'AH0', 'D']","['S', 'T', 'AA', 'R', 'T', 'AH', 'D']"
376,taking,0.000245,5.39,VERB,"['T', 'EY1', 'K', 'IH0', 'NG']","['T', 'EY', 'K', 'IH', 'NG']"
377,university,0.000245,5.39,NOUN,"['Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","['Y', 'UW', 'N', 'AH', 'V', 'ER', 'S', 'AH', 'T', 'IY']"
378,win,0.000245,5.39,VERB,"['W', 'IH1', 'N']","['W', 'IH', 'N']"
379,wrong,0.000245,5.39,ADJ,"['R', 'AO1', 'NG']","['R', 'AO', 'NG']"
380,along,0.00024,5.38,ADP,"['AH0', 'L', 'AO1', 'NG']","['AH', 'L', 'AO', 'NG']"
381,anyone,0.00024,5.38,PRON,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']","['EH', 'N', 'IY', 'W', 'AH', 'N']"
382,else,0.00024,5.38,ADV,"['EH1', 'L', 'S']","['EH', 'L', 'S']"
383,girl,0.00024,5.38,NOUN,"['G', 'ER1', 'L']","['G', 'ER', 'L']"
384,john,0.00024,5.38,PROPN,"['JH', 'AA1', 'N']","['JH', 'AA', 'N']"
385,matter,0.00024,5.38,VERB,"['M', 'AE1', 'T', 'ER0']","['M', 'AE', 'T', 'ER']"
386,pretty,0.00024,5.38,ADV,"['P', 'R', 'IH1', 'T', 'IY0']","['P', 'R', 'IH', 'T', 'IY']"
387,remember,0.00024,5.38,VERB,"['R', 'IH0', 'M', 'EH1', 'M', 'B', 'ER0']","['R', 'IH', 'M', 'EH', 'M', 'B', 'ER']"
388,air,0.000234,5.37,NOUN,"['EH1', 'R']","['EH', 'R']"
389,bit,0.000234,5.37,NOUN,"['B', 'IH1', 'T']","['B', 'IH', 'T']"
390,friend,0.000234,5.37,NOUN,"['F', 'R', 'EH1', 'N', 'D']","['F', 'R', 'EH', 'N', 'D']"
391,hit,0.000234,5.37,VERB,"['HH', 'IH1', 'T']","['HH', 'IH', 'T']"
392,needs,0.000234,5.37,VERB,"['N', 'IY1', 'D', 'Z']","['N', 'IY', 'D', 'Z']"
393,nice,0.000234,5.37,ADJ,"['N', 'AY1', 'S']","['N', 'AY', 'S']"
394,playing,0.000234,5.37,VERB,"['P', 'L', 'EY1', 'IH0', 'NG']","['P', 'L', 'EY', 'IH', 'NG']"
395,probably,0.000234,5.37,ADV,"['P', 'R', 'AA1', 'B', 'AH0', 'B', 'L', 'IY0']","['P', 'R', 'AA', 'B', 'AH', 'B', 'L', 'IY']"
396,saying,0.000234,5.37,VERB,"['S', 'EY1', 'IH0', 'NG']","['S', 'EY', 'IH', 'NG']"
397,understand,0.000234,5.37,VERB,"['AH2', 'N', 'D', 'ER0', 'S', 'T', 'AE1', 'N', 'D']","['AH', 'N', 'D', 'ER', 'S', 'T', 'AE', 'N', 'D']"
398,yeah,0.000234,5.37,INTJ,"['Y', 'AE1']","['Y', 'AE']"
399,york,0.000234,5.37,PROPN,"['Y', 'AO1', 'R', 'K']","['Y', 'AO', 'R', 'K']"
400,class,0.000229,5.36,NOUN,"['K', 'L', 'AE1', 'S']","['K', 'L', 'AE', 'S']"
401,close,0.000229,5.36,VERB,"['K', 'L', 'OW1', 'S']","['K', 'L', 'OW', 'S']"
402,comes,0.000229,5.36,VERB,"['K', 'AH1', 'M', 'Z']","['K', 'AH', 'M', 'Z']"
403,idea,0.000229,5.36,NOUN,"['AY0', 'D', 'IY1', 'AH0']","['AY', 'D', 'IY', 'AH']"
404,international,0.000229,5.36,ADJ,"['IH2', 'N', 'T', 'ER0', 'N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']","['IH', 'N', 'T', 'ER', 'N', 'AE', 'SH', 'AH', 'N', 'AH', 'L']"
405,looks,0.000229,5.36,VERB,"['L', 'UH1', 'K', 'S']","['L', 'UH', 'K', 'S']"
406,past,0.000229,5.36,NOUN,"['P', 'AE1', 'S', 'T']","['P', 'AE', 'S', 'T']"
407,possible,0.000229,5.36,ADJ,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']","['P', 'AA', 'S', 'AH', 'B', 'AH', 'L']"
408,wanted,0.000229,5.36,VERB,"['W', 'AA1', 'N', 'T', 'AH0', 'D']","['W', 'AA', 'N', 'T', 'AH', 'D']"
409,cause,0.000224,5.35,VERB,"['K', 'AA1', 'Z']","['K', 'AA', 'Z']"
410,due,0.000224,5.35,ADJ,"['D', 'UW1']","['D', 'UW']"
411,happy,0.000224,5.35,ADJ,"['HH', 'AE1', 'P', 'IY0']","['HH', 'AE', 'P', 'IY']"
412,human,0.000224,5.35,ADJ,"['HH', 'Y', 'UW1', 'M', 'AH0', 'N']","['HH', 'Y', 'UW', 'M', 'AH', 'N']"
413,members,0.000224,5.35,NOUN,"['M', 'EH1', 'M', 'B', 'ER0', 'Z']","['M', 'EH', 'M', 'B', 'ER', 'Z']"
414,months,0.000224,5.35,NOUN,"['M', 'AH1', 'N', 'TH', 'S']","['M', 'AH', 'N', 'TH', 'S']"
415,move,0.000224,5.35,VERB,"['M', 'UW1', 'V']","['M', 'UW', 'V']"
416,question,0.000224,5.35,NOUN,"['K', 'W', 'EH1', 'S', 'CH', 'AH0', 'N']","['K', 'W', 'EH', 'S', 'CH', 'AH', 'N']"
417,series,0.000224,5.35,PROPN,"['S', 'IH1', 'R', 'IY0', 'Z']","['S', 'IH', 'R', 'IY', 'Z']"
418,wait,0.000224,5.35,VERB,"['W', 'EY1', 'T']","['W', 'EY', 'T']"
419,woman,0.000224,5.35,NOUN,"['W', 'UH1', 'M', 'AH0', 'N']","['W', 'UH', 'M', 'AH', 'N']"
420,ask,0.000219,5.34,VERB,"['AE1', 'S', 'K']","['AE', 'S', 'K']"
421,community,0.000219,5.34,NOUN,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0']","['K', 'AH', 'M', 'Y', 'UW', 'N', 'AH', 'T', 'IY']"
422,data,0.000219,5.34,NOUN,"['D', 'EY1', 'T', 'AH0']","['D', 'EY', 'T', 'AH']"
423,late,0.000219,5.34,ADV,"['L', 'EY1', 'T']","['L', 'EY', 'T']"
424,leave,0.000219,5.34,VERB,"['L', 'IY1', 'V']","['L', 'IY', 'V']"
425,north,0.000219,5.34,NOUN,"['N', 'AO1', 'R', 'TH']","['N', 'AO', 'R', 'TH']"
426,saw,0.000219,5.34,VERB,"['S', 'AO1']","['S', 'AO']"
427,special,0.000219,5.34,ADJ,"['S', 'P', 'EH1', 'SH', 'AH0', 'L']","['S', 'P', 'EH', 'SH', 'AH', 'L']"
428,watch,0.000219,5.34,VERB,"['W', 'AA1', 'CH']","['W', 'AA', 'CH']"
429,either,0.000214,5.33,ADV,"['IY1', 'DH', 'ER0']","['IY', 'DH', 'ER']"
430,fucking,0.000214,5.33,VERB,"['F', 'AH1', 'K', 'IH0', 'NG']","['F', 'AH', 'K', 'IH', 'NG']"
431,future,0.000214,5.33,NOUN,"['F', 'Y', 'UW1', 'CH', 'ER0']","['F', 'Y', 'UW', 'CH', 'ER']"
432,light,0.000214,5.33,ADJ,"['L', 'AY1', 'T']","['L', 'AY', 'T']"
433,low,0.000214,5.33,ADJ,"['L', 'OW1']","['L', 'OW']"
434,million,0.000214,5.33,NUM,"['M', 'IH1', 'L', 'Y', 'AH0', 'N']","['M', 'IH', 'L', 'Y', 'AH', 'N']"
435,morning,0.000214,5.33,NOUN,"['M', 'AO1', 'R', 'N', 'IH0', 'NG']","['M', 'AO', 'R', 'N', 'IH', 'NG']"
436,police,0.000214,5.33,NOUN,"['P', 'AH0', 'L', 'IY1', 'S']","['P', 'AH', 'L', 'IY', 'S']"
437,short,0.000214,5.33,ADJ,"['SH', 'AO1', 'R', 'T']","['SH', 'AO', 'R', 'T']"
438,stay,0.000214,5.33,VERB,"['S', 'T', 'EY1']","['S', 'T', 'EY']"
439,taken,0.000214,5.33,VERB,"['T', 'EY1', 'K', 'AH0', 'N']","['T', 'EY', 'K', 'AH', 'N']"
440,age,0.000209,5.32,NOUN,"['EY1', 'JH']","['EY', 'JH']"
441,buy,0.000209,5.32,VERB,"['B', 'AY1']","['B', 'AY']"
442,deal,0.000209,5.32,VERB,"['D', 'IY1', 'L']","['D', 'IY', 'L']"
443,rather,0.000209,5.32,ADV,"['R', 'AE1', 'DH', 'ER0']","['R', 'AE', 'DH', 'ER']"
444,reason,0.000209,5.32,NOUN,"['R', 'IY1', 'Z', 'AH0', 'N']","['R', 'IY', 'Z', 'AH', 'N']"
445,red,0.000209,5.32,ADJ,"['R', 'EH1', 'D']","['R', 'EH', 'D']"
446,report,0.000209,5.32,VERB,"['R', 'IY0', 'P', 'AO1', 'R', 'T']","['R', 'IY', 'P', 'AO', 'R', 'T']"
447,soon,0.000209,5.32,ADV,"['S', 'UW1', 'N']","['S', 'UW', 'N']"
448,third,0.000209,5.32,ADJ,"['TH', 'ER1', 'D']","['TH', 'ER', 'D']"
449,turn,0.000209,5.32,VERB,"['T', 'ER1', 'N']","['T', 'ER', 'N']"
450,whether,0.000209,5.32,SCONJ,"['W', 'EH1', 'DH', 'ER0']","['W', 'EH', 'DH', 'ER']"
451,among,0.000204,5.31,ADP,"['AH0', 'M', 'AH1', 'NG']","['AH', 'M', 'AH', 'NG']"
452,check,0.000204,5.31,VERB,"['CH', 'EH1', 'K']","['CH', 'EH', 'K']"
453,development,0.000204,5.31,NOUN,"['D', 'IH0', 'V', 'EH1', 'L', 'AH0', 'P', 'M', 'AH0', 'N', 'T']","['D', 'IH', 'V', 'EH', 'L', 'AH', 'P', 'M', 'AH', 'N', 'T']"
454,form,0.000204,5.31,VERB,"['F', 'AO1', 'R', 'M']","['F', 'AO', 'R', 'M']"
455,further,0.000204,5.31,ADV,"['F', 'ER1', 'DH', 'ER0']","['F', 'ER', 'DH', 'ER']"
456,heart,0.000204,5.31,NOUN,"['HH', 'AA1', 'R', 'T']","['HH', 'AA', 'R', 'T']"
457,minutes,0.000204,5.31,NOUN,"['M', 'IH1', 'N', 'AH0', 'T', 'S']","['M', 'IH', 'N', 'AH', 'T', 'S']"
458,myself,0.000204,5.31,PRON,"['M', 'AY2', 'S', 'EH1', 'L', 'F']","['M', 'AY', 'S', 'EH', 'L', 'F']"
459,services,0.000204,5.31,NOUN,"['S', 'ER1', 'V', 'AH0', 'S', 'AH0', 'Z']","['S', 'ER', 'V', 'AH', 'S', 'AH', 'Z']"
460,yourself,0.000204,5.31,PRON,"['Y', 'ER0', 'S', 'EH1', 'L', 'F']","['Y', 'ER', 'S', 'EH', 'L', 'F']"
461,act,0.0002,5.3,NOUN,"['AE1', 'K', 'T']","['AE', 'K', 'T']"
462,although,0.0002,5.3,SCONJ,"['AO2', 'L', 'DH', 'OW1']","['AO', 'L', 'DH', 'OW']"
463,asked,0.0002,5.3,VERB,"['AE1', 'S', 'K', 'T']","['AE', 'S', 'K', 'T']"
464,child,0.0002,5.3,NOUN,"['CH', 'AY1', 'L', 'D']","['CH', 'AY', 'L', 'D']"
465,fire,0.0002,5.3,NOUN,"['F', 'AY1', 'ER0']","['F', 'AY', 'ER']"
466,fun,0.0002,5.3,NOUN,"['F', 'AH1', 'N']","['F', 'AH', 'N']"
467,living,0.0002,5.3,VERB,"['L', 'IH1', 'V', 'IH0', 'NG']","['L', 'IH', 'V', 'IH', 'NG']"
468,major,0.0002,5.3,ADJ,"['M', 'EY1', 'JH', 'ER0']","['M', 'EY', 'JH', 'ER']"
469,media,0.0002,5.3,NOUN,"['M', 'IY1', 'D', 'IY0', 'AH0']","['M', 'IY', 'D', 'IY', 'AH']"
470,phone,0.0002,5.3,NOUN,"['F', 'OW1', 'N']","['F', 'OW', 'N']"
471,players,0.0002,5.3,NOUN,"['P', 'L', 'EY1', 'ER0', 'Z']","['P', 'L', 'EY', 'ER', 'Z']"
472,art,0.000195,5.29,NOUN,"['AA1', 'R', 'T']","['AA', 'R', 'T']"
473,behind,0.000195,5.29,ADV,"['B', 'IH0', 'HH', 'AY1', 'N', 'D']","['B', 'IH', 'HH', 'AY', 'N', 'D']"
474,building,0.000195,5.29,VERB,"['B', 'IH1', 'L', 'D', 'IH0', 'NG']","['B', 'IH', 'L', 'D', 'IH', 'NG']"
475,easy,0.000195,5.29,ADJ,"['IY1', 'Z', 'IY0']","['IY', 'Z', 'IY']"
476,gonna,0.000195,5.29,VERB,"['G', 'AA1', 'N', 'AH0']","['G', 'AA', 'N', 'AH']"
477,market,0.000195,5.29,NOUN,"['M', 'AA1', 'R', 'K', 'AH0', 'T']","['M', 'AA', 'R', 'K', 'AH', 'T']"
478,near,0.000195,5.29,ADP,"['N', 'IH1', 'R']","['N', 'IH', 'R']"
479,non,0.000195,5.29,ADJ,"['N', 'AA1', 'N']","['N', 'AA', 'N']"
480,plan,0.000195,5.29,NOUN,"['P', 'L', 'AE1', 'N']","['P', 'L', 'AE', 'N']"
481,political,0.000195,5.29,ADJ,"['P', 'AH0', 'L', 'IH1', 'T', 'AH0', 'K', 'AH0', 'L']","['P', 'AH', 'L', 'IH', 'T', 'AH', 'K', 'AH', 'L']"
482,quite,0.000195,5.29,ADV,"['K', 'W', 'AY1', 'T']","['K', 'W', 'AY', 'T']"
483,six,0.000195,5.29,NUM,"['S', 'IH1', 'K', 'S']","['S', 'IH', 'K', 'S']"
484,talking,0.000195,5.29,VERB,"['T', 'AO1', 'K', 'IH0', 'NG']","['T', 'AO', 'K', 'IH', 'NG']"
485,west,0.000195,5.29,NOUN,"['W', 'EH1', 'S', 'T']","['W', 'EH', 'S', 'T']"
486,works,0.000195,5.29,VERB,"['W', 'ER1', 'K', 'S']","['W', 'ER', 'K', 'S']"
487,according,0.000191,5.28,VERB,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']","['AH', 'K', 'AO', 'R', 'D', 'IH', 'NG']"
488,available,0.000191,5.28,ADJ,"['AH0', 'V', 'EY1', 'L', 'AH0', 'B', 'AH0', 'L']","['AH', 'V', 'EY', 'L', 'AH', 'B', 'AH', 'L']"
489,education,0.000191,5.28,NOUN,"['EH2', 'JH', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']","['EH', 'JH', 'AH', 'K', 'EY', 'SH', 'AH', 'N']"
490,final,0.000191,5.28,ADJ,"['F', 'AY1', 'N', 'AH0', 'L']","['F', 'AY', 'N', 'AH', 'L']"
491,former,0.000191,5.28,ADJ,"['F', 'AO1', 'R', 'M', 'ER0']","['F', 'AO', 'R', 'M', 'ER']"
492,front,0.000191,5.28,NOUN,"['F', 'R', 'AH1', 'N', 'T']","['F', 'R', 'AH', 'N', 'T']"
493,kids,0.000191,5.28,NOUN,"['K', 'IH1', 'D', 'Z']","['K', 'IH', 'D', 'Z']"
494,list,0.000191,5.28,NOUN,"['L', 'IH1', 'S', 'T']","['L', 'IH', 'S', 'T']"
495,ready,0.000191,5.28,ADJ,"['R', 'EH1', 'D', 'IY0']","['R', 'EH', 'D', 'IY']"
496,sometimes,0.000191,5.28,ADV,"['S', 'AH0', 'M', 'T', 'AY1', 'M', 'Z']","['S', 'AH', 'M', 'T', 'AY', 'M', 'Z']"
497,son,0.000191,5.28,NOUN,"['S', 'AH1', 'N']","['S', 'AH', 'N']"
