,Word,Phonemes,No Stress,Length
700,thra,"['TH', 'R', 'AA1']","['TH', 'R', 'AA']",3
701,dica,"['D', 'IY1', 'K', 'AH0']","['D', 'IY', 'K', 'AH']",4
702,prov,"['P', 'R', 'AA1', 'V']","['P', 'R', 'AA', 'V']",4
703,hann,"['HH', 'AE1', 'N']","['HH', 'AE', 'N']",3
705,acti,"['AE1', 'K', 'T', 'IY0']","['AE', 'K', 'T', 'IY']",4
708,elin,"['EH1', 'L', 'IH0', 'N']","['EH', 'L', 'IH', 'N']",4
709,kili,"['K', 'IH1', 'L', 'IY0']","['K', 'IH', 'L', 'IY']",4
710,thip,"['TH', 'IH1', 'P']","['TH', 'IH', 'P']",3
711,devi,"['D', 'EH1', 'V', 'IY0']","['D', 'EH', 'V', 'IY']",4
712,eitu,"['AY1', 'T', 'UW2']","['AY', 'T', 'UW']",3
714,opec,"['OW1', 'P', 'EH2', 'K']","['OW', 'P', 'EH', 'K']",4
715,oreq,"['AO0', 'R', 'IY1', 'K']","['AO', 'R', 'IY', 'K']",4
716,seni,"['S', 'IY1', 'N', 'IY0']","['S', 'IY', 'N', 'IY']",4
717,espe,"['EH1', 'S', 'P']","['EH', 'S', 'P']",3
718,jerv,"['JH', 'ER1', 'V']","['JH', 'ER', 'V']",3
720,behi,"['B', 'IY1', 'HH', 'IY0']","['B', 'IY', 'HH', 'IY']",4
721,resu,"['R', 'EH1', 'S', 'UW0']","['R', 'EH', 'S', 'UW']",4
722,drui,"['D', 'R', 'UW1', 'IY0']","['D', 'R', 'UW', 'IY']",4
723,seci,"['S', 'EH1', 'S', 'IY0']","['S', 'EH', 'S', 'IY']",4
724,cabi,"['K', 'AE1', 'B', 'IY0']","['K', 'AE', 'B', 'IY']",4
725,ando,"['AE1', 'N', 'D', 'OW0']","['AE', 'N', 'D', 'OW']",4
726,sith,"['S', 'IH1', 'TH']","['S', 'IH', 'TH']",3
727,amer,"['EY1', 'M', 'ER0']","['EY', 'M', 'ER']",3
729,impr,"['IH0', 'M', 'P', 'R']","['IH', 'M', 'P', 'R']",4
731,opir,"['OW0', 'P', 'EH1', 'R']","['OW', 'P', 'EH', 'R']",4
732,gete,"['G', 'IY1', 'T']","['G', 'IY', 'T']",3
733,inst,"['IH1', 'N', 'T', 'S']","['IH', 'N', 'T', 'S']",4
734,aggr,"['AE1', 'G', 'ER0']","['AE', 'G', 'ER']",3
736,frel,"['F', 'R', 'EH1', 'L']","['F', 'R', 'EH', 'L']",4
737,offo,"['AO1', 'F', 'OW0']","['AO', 'F', 'OW']",3
738,conv,"['K', 'AA1', 'N', 'V']","['K', 'AA', 'N', 'V']",4
739,issi,"['IH1', 'S', 'IY0']","['IH', 'S', 'IY']",3
741,dund,"['D', 'AH1', 'N', 'D']","['D', 'AH', 'N', 'D']",4
742,redu,"['R', 'EH1', 'D', 'UW0']","['R', 'EH', 'D', 'UW']",4
743,aver,"['EY1', 'V', 'ER0']","['EY', 'V', 'ER']",3
744,seco,"['S', 'EH1', 'K', 'OW0']","['S', 'EH', 'K', 'OW']",4
746,verf,"['V', 'ER1', 'F']","['V', 'ER', 'F']",3
747,deve,"['D', 'IY1', 'V']","['D', 'IY', 'V']",3
748,stut,"['S', 'T', 'AH1', 'T']","['S', 'T', 'AH', 'T']",4
749,maym,"['M', 'EY1', 'M']","['M', 'EY', 'M']",3
750,tran,"['T', 'R', 'AE1', 'N']","['T', 'R', 'AE', 'N']",4
751,temo,"['T', 'EH1', 'M', 'OW0']","['T', 'EH', 'M', 'OW']",4
752,alop,"['AE1', 'L', 'AH0', 'P']","['AE', 'L', 'AH', 'P']",4
754,enou,"['EH0', 'N', 'UW1']","['EH', 'N', 'UW']",3
756,clor,"['K', 'L', 'AO1', 'R']","['K', 'L', 'AO', 'R']",4
760,cons,"['K', 'AA1', 'N', 'Z']","['K', 'AA', 'N', 'Z']",4
761,stre,"['S', 'T', 'R', 'IY1']","['S', 'T', 'R', 'IY']",4
762,answ,"['AE1', 'N', 'S', 'W', 'AA2']","['AE', 'N', 'S', 'W', 'AA']",5
763,reli,"['R', 'EH1', 'L', 'IY0']","['R', 'EH', 'L', 'IY']",4
765,shar,"['SH', 'AA1', 'R']","['SH', 'AA', 'R']",3
766,subj,"['S', 'AH1', 'B', 'JH']","['S', 'AH', 'B', 'JH']",4
767,fing,"['F', 'IH1', 'NG']","['F', 'IH', 'NG']",3
768,terv,"['T', 'EH1', 'R', 'V']","['T', 'EH', 'R', 'V']",4
769,addr,"['AE1', 'D', 'ER0']","['AE', 'D', 'ER']",3
770,fami,"['F', 'AA1', 'M', 'IY0']","['F', 'AA', 'M', 'IY']",4
772,plac,"['P', 'AE1', 'L', 'K']","['P', 'AE', 'L', 'K']",4
773,popi,"['P', 'OW1', 'P', 'IY0']","['P', 'OW', 'P', 'IY']",4
774,cini,"['CH', 'IY1', 'N', 'IY0']","['CH', 'IY', 'N', 'IY']",4
776,leat,"['L', 'IY1', 'T']","['L', 'IY', 'T']",3
777,gres,"['G', 'R', 'EH1', 'S']","['G', 'R', 'EH', 'S']",4
778,offi,"['AO1', 'F', 'IY0']","['AO', 'F', 'IY']",3
779,blos,"['B', 'L', 'AA1', 'S']","['B', 'L', 'AA', 'S']",4
780,amot,"['AH0', 'M', 'AA1', 'T']","['AH', 'M', 'AA', 'T']",4
781,hign,"['HH', 'AY1', 'N']","['HH', 'AY', 'N']",3
784,lith,"['L', 'IH1', 'TH']","['L', 'IH', 'TH']",3
785,fabi,"['F', 'AA1', 'B', 'IY0']","['F', 'AA', 'B', 'IY']",4
786,enet,"['EH1', 'N', 'IH0', 'T']","['EH', 'N', 'IH', 'T']",4
790,fack,"['F', 'AE1', 'K']","['F', 'AE', 'K']",3
793,soci,"['S', 'OW1', 'S', 'IY0']","['S', 'OW', 'S', 'IY']",4
794,togi,"['T', 'OW1', 'JH', 'IY0']","['T', 'OW', 'JH', 'IY']",4
795,opee,"['OW1', 'P', 'IY0']","['OW', 'P', 'IY']",3
796,chel,"['CH', 'EH1', 'L']","['CH', 'EH', 'L']",3
797,vicr,"['V', 'IY1', 'K', 'ER0']","['V', 'IY', 'K', 'ER']",4
798,febr,"['F', 'EH1', 'B', 'ER0']","['F', 'EH', 'B', 'ER']",4
799,abso,"['AE1', 'B', 'S', 'OW0']","['AE', 'B', 'S', 'OW']",4
800,foll,"['F', 'AA1', 'L']","['F', 'AA', 'L']",3
801,oblo,"['OW1', 'B', 'L', 'OW0']","['OW', 'B', 'L', 'OW']",4
802,reco,"['R', 'IY1', 'K', 'OW0']","['R', 'IY', 'K', 'OW']",4
807,thes,"['DH', 'EH1', 'Z']","['DH', 'EH', 'Z']",3
809,seru,"['S', 'EH1', 'R', 'UW0']","['S', 'EH', 'R', 'UW']",4
810,thar,"['TH', 'AA1', 'R']","['TH', 'AA', 'R']",3
811,pren,"['P', 'R', 'EH1', 'N']","['P', 'R', 'EH', 'N']",4
813,prou,"['P', 'R', 'AW1']","['P', 'R', 'AW']",3
814,blay,"['B', 'L', 'EY1']","['B', 'L', 'EY']",3
816,govi,"['G', 'OW1', 'V', 'IY0']","['G', 'OW', 'V', 'IY']",4
818,phom,"['F', 'AA1', 'M']","['F', 'AA', 'M']",3
819,chot,"['CH', 'AA1', 'T']","['CH', 'AA', 'T']",3
820,eneu,"['EH0', 'N', 'UW1']","['EH', 'N', 'UW']",3
821,trab,"['T', 'R', 'AE1', 'B']","['T', 'R', 'AE', 'B']",4
822,wina,"['W', 'IY1', 'N', 'AH0']","['W', 'IY', 'N', 'AH']",4
823,furf,"['F', 'ER1', 'F']","['F', 'ER', 'F']",3
824,endr,"['EH1', 'N', 'D', 'ER0']","['EH', 'N', 'D', 'ER']",4
825,edio,"['IY1', 'D', 'IY0', 'OW0']","['IY', 'D', 'IY', 'OW']",4
826,dutp,"['D', 'AH1', 'P', 'T']","['D', 'AH', 'P', 'T']",4
827,plav,"['P', 'L', 'AA1', 'V']","['P', 'L', 'AA', 'V']",4
828,pash,"['P', 'AE1', 'SH']","['P', 'AE', 'SH']",3
829,acco,"['AE1', 'K', 'OW0']","['AE', 'K', 'OW']",3
830,ethi,"['EH1', 'TH', 'IY0']","['EH', 'TH', 'IY']",3
835,moni,"['M', 'OW1', 'N', 'IY0']","['M', 'OW', 'N', 'IY']",4
836,fint,"['F', 'IH1', 'N', 'T']","['F', 'IH', 'N', 'T']",4
837,frit,"['F', 'R', 'IH1', 'T']","['F', 'R', 'IH', 'T']",4
840,busb,"['B', 'AH1', 'S', 'B']","['B', 'AH', 'S', 'B']",4
843,palk,"['P', 'AO1', 'L', 'K']","['P', 'AO', 'L', 'K']",4
844,havi,"['HH', 'AE1', 'V', 'IY0']","['HH', 'AE', 'V', 'IY']",4
846,ello,"['EH1', 'L', 'OW0']","['EH', 'L', 'OW']",3
848,sugg,"['S', 'AH1', 'G']","['S', 'AH', 'G']",3
850,admo,"['AE1', 'D', 'M', 'OW0']","['AE', 'D', 'M', 'OW']",4
851,paci,"['P', 'AA1', 'CH', 'IY0']","['P', 'AA', 'CH', 'IY']",4
854,hugu,"['HH', 'UW1', 'G', 'UW0']","['HH', 'UW', 'G', 'UW']",4
856,prig,"['P', 'R', 'IH1', 'G']","['P', 'R', 'IH', 'G']",4
857,defo,"['D', 'EH1', 'F', 'OW0']","['D', 'EH', 'F', 'OW']",4
858,forn,"['F', 'AO1', 'R', 'N']","['F', 'AO', 'R', 'N']",4
859,illu,"['IH1', 'L', 'UW0']","['IH', 'L', 'UW']",3
862,sere,"['S', 'IH1', 'R']","['S', 'IH', 'R']",3
863,gami,"['G', 'AA1', 'M', 'IY0']","['G', 'AA', 'M', 'IY']",4
864,pera,"['P', 'ER1', 'AH0']","['P', 'ER', 'AH']",3
865,grea,"['G', 'R', 'IY1']","['G', 'R', 'IY']",3
866,snal,"['S', 'N', 'AE1', 'L']","['S', 'N', 'AE', 'L']",4
867,clac,"['K', 'L', 'AE1', 'K']","['K', 'L', 'AE', 'K']",4
868,conc,"['K', 'AA1', 'NG', 'K']","['K', 'AA', 'NG', 'K']",4
869,sece,"['S', 'EH1', 'S', 'IY0']","['S', 'EH', 'S', 'IY']",4
870,mont,"['M', 'AA1', 'N', 'T']","['M', 'AA', 'N', 'T']",4
871,resi,"['R', 'EH1', 'Z', 'IY0']","['R', 'EH', 'Z', 'IY']",4
872,onli,"['AA1', 'N', 'L', 'IY0']","['AA', 'N', 'L', 'IY']",4
874,frap,"['F', 'R', 'AE1', 'P']","['F', 'R', 'AE', 'P']",4
875,univ,"['Y', 'UW1', 'N', 'IH0', 'V']","['Y', 'UW', 'N', 'IH', 'V']",5
876,somf,"['S', 'AH1', 'M', 'F']","['S', 'AH', 'M', 'F']",4
878,exte,"['EH1', 'K', 'S', 'T']","['EH', 'K', 'S', 'T']",4
879,paro,"['P', 'AA1', 'R', 'OW0']","['P', 'AA', 'R', 'OW']",4
880,livi,"['L', 'IY1', 'V', 'IY0']","['L', 'IY', 'V', 'IY']",4
881,alre,"['AE1', 'L', 'R', 'AH0']","['AE', 'L', 'R', 'AH']",4
883,ritu,"['R', 'IH1', 'T', 'UW2']","['R', 'IH', 'T', 'UW']",4
884,ters,"['T', 'ER1', 'Z']","['T', 'ER', 'Z']",3
885,jerf,"['JH', 'ER1', 'F']","['JH', 'ER', 'F']",3
886,orde,"['AO1', 'R', 'D']","['AO', 'R', 'D']",3
887,dest,"['D', 'EH1', 'S', 'T']","['D', 'EH', 'S', 'T']",4
889,heac,"['HH', 'IY1', 'K']","['HH', 'IY', 'K']",3
891,neav,"['N', 'IY1', 'V']","['N', 'IY', 'V']",3
892,heli,"['HH', 'EH1', 'L', 'IY0']","['HH', 'EH', 'L', 'IY']",4
893,rund,"['R', 'AH1', 'N', 'D']","['R', 'AH', 'N', 'D']",4
894,aval,"['EY1', 'V', 'AH0', 'L']","['EY', 'V', 'AH', 'L']",4
895,muln,"['M', 'AH1', 'L', 'N']","['M', 'AH', 'L', 'N']",4
896,ente,"['EH1', 'N', 'T', 'EY0']","['EH', 'N', 'T', 'EY']",4
897,toge,"['T', 'OW1', 'JH']","['T', 'OW', 'JH']",3
898,unal,"['AH0', 'N', 'AE1', 'L']","['AH', 'N', 'AE', 'L']",4
900,stro,"['S', 'T', 'R', 'OW1']","['S', 'T', 'R', 'OW']",4
901,domo,"['D', 'OW1', 'M', 'OW0']","['D', 'OW', 'M', 'OW']",4
903,anyo,"['EH1', 'N', 'Y', 'OW0']","['EH', 'N', 'Y', 'OW']",4
905,isso,"['IY1', 'S', 'OW0']","['IY', 'S', 'OW']",3
907,sayi,"['S', 'EY1', 'IY0']","['S', 'EY', 'IY']",3
908,adeo,"['EY1', 'D', 'IY0', 'OW0']","['EY', 'D', 'IY', 'OW']",4
911,chal,"['CH', 'AE1', 'L']","['CH', 'AE', 'L']",3
912,frim,"['F', 'R', 'IH1', 'M']","['F', 'R', 'IH', 'M']",4
914,oppl,"['AA1', 'P', 'AH0', 'L']","['AA', 'P', 'AH', 'L']",4
915,calu,"['K', 'AE1', 'L', 'UW0']","['K', 'AE', 'L', 'UW']",4
917,turi,"['T', 'UH1', 'R', 'IY0']","['T', 'UH', 'R', 'IY']",4
918,numa,"['N', 'UW1', 'M', 'AH0']","['N', 'UW', 'M', 'AH']",4
919,spea,"['S', 'P', 'IY1']","['S', 'P', 'IY']",3
920,assa,"['AE1', 'S', 'AH0']","['AE', 'S', 'AH']",3
921,ancr,"['AE1', 'N', 'K', 'ER0']","['AE', 'N', 'K', 'ER']",4
923,clow,"['K', 'L', 'OW1']","['K', 'L', 'OW']",3
924,whem,"['W', 'EH1', 'M']","['W', 'EH', 'M']",3
925,merm,"['M', 'ER1', 'M']","['M', 'ER', 'M']",3
926,dria,"['D', 'R', 'AY1', 'AH0']","['D', 'R', 'AY', 'AH']",4
927,silv,"['S', 'IH1', 'L', 'V']","['S', 'IH', 'L', 'V']",4
929,houg,"['HH', 'AW1', 'G']","['HH', 'AW', 'G']",3
930,perf,"['P', 'ER1', 'F']","['P', 'ER', 'F']",3
931,givi,"['G', 'IY1', 'V', 'IY0']","['G', 'IY', 'V', 'IY']",4
932,simp,"['S', 'IH1', 'M', 'P']","['S', 'IH', 'M', 'P']",4
933,unem,"['AH0', 'N', 'IY1', 'M']","['AH', 'N', 'IY', 'M']",4
935,ramo,"['R', 'EY1', 'M', 'OW0']","['R', 'EY', 'M', 'OW']",4
936,ceng,"['S', 'EH1', 'NG']","['S', 'EH', 'NG']",3
937,hyst,"['HH', 'IH1', 'S', 'T']","['HH', 'IH', 'S', 'T']",4
938,amag,"['AE1', 'M', 'AH0', 'G']","['AE', 'M', 'AH', 'G']",4
939,prel,"['P', 'R', 'EH1', 'L']","['P', 'R', 'EH', 'L']",4
940,inta,"['IH1', 'N', 'T', 'AH0']","['IH', 'N', 'T', 'AH']",4
941,vith,"['V', 'IH1', 'TH']","['V', 'IH', 'TH']",3
942,modu,"['M', 'OW1', 'D', 'AH0']","['M', 'OW', 'D', 'AH']",4
943,janu,"['Y', 'AA1', 'N', 'UW0']","['Y', 'AA', 'N', 'UW']",4
944,parg,"['P', 'AA1', 'R', 'G']","['P', 'AA', 'R', 'G']",4
945,cran,"['K', 'R', 'AE1', 'N']","['K', 'R', 'AE', 'N']",4
947,obso,"['AA1', 'B', 'S', 'OW0']","['AA', 'B', 'S', 'OW']",4
952,exha,"['EH1', 'K', 'S', 'AH0']","['EH', 'K', 'S', 'AH']",4
953,scon,"['S', 'K', 'AA1', 'N']","['S', 'K', 'AA', 'N']",4
954,anst,"['AE1', 'N', 'S', 'T']","['AE', 'N', 'S', 'T']",4
956,foct,"['F', 'AA1', 'K', 'T']","['F', 'AA', 'K', 'T']",4
957,expl,"['EH1', 'K', 'S', 'P', 'AH0', 'L']","['EH', 'K', 'S', 'P', 'AH', 'L']",6
958,clon,"['K', 'L', 'AA1', 'N']","['K', 'L', 'AA', 'N']",4
960,butf,"['B', 'AH1', 'T', 'F']","['B', 'AH', 'T', 'F']",4
961,foci,"['F', 'OW1', 'S', 'IY0']","['F', 'OW', 'S', 'IY']",4
963,betw,"['B', 'EH1', 'T', 'W', 'AH1']","['B', 'EH', 'T', 'W', 'AH']",5
965,abus,"['AH0', 'B', 'UW1', 'S']","['AH', 'B', 'UW', 'S']",4
966,folo,"['F', 'OW1', 'L', 'OW0']","['F', 'OW', 'L', 'OW']",4
969,seca,"['S', 'IY1', 'K', 'AH0']","['S', 'IY', 'K', 'AH']",4
971,inti,"['IH1', 'N', 'T', 'IY0']","['IH', 'N', 'T', 'IY']",4
972,tesp,"['T', 'EH1', 'S', 'P']","['T', 'EH', 'S', 'P']",4
974,joha,"['JH', 'OW1', 'HH', 'AH0']","['JH', 'OW', 'HH', 'AH']",4
975,prot,"['P', 'R', 'AA1', 'T']","['P', 'R', 'AA', 'T']",4
976,hosh,"['HH', 'AA1', 'SH']","['HH', 'AA', 'SH']",3
977,hist,"['HH', 'IH1', 'S', 'T']","['HH', 'IH', 'S', 'T']",4
978,depr,"['D', 'EH1', 'P', 'ER0']","['D', 'EH', 'P', 'ER']",4
979,sust,"['S', 'AH1', 'S', 'T']","['S', 'AH', 'S', 'T']",4
980,bruc,"['B', 'R', 'AH1', 'K']","['B', 'R', 'AH', 'K']",4
981,alea,"['AH0', 'L', 'IY1', 'AH0']","['AH', 'L', 'IY', 'AH']",4
982,meag,"['M', 'IY1', 'G']","['M', 'IY', 'G']",3
983,doup,"['D', 'UW1', 'P']","['D', 'UW', 'P']",3
988,wara,"['W', 'EH1', 'R', 'AH0']","['W', 'EH', 'R', 'AH']",4
990,insi,"['IH1', 'N', 'S', 'IY0']","['IH', 'N', 'S', 'IY']",4
991,gian,"['JH', 'IY1', 'AA0', 'N']","['JH', 'IY', 'AA', 'N']",4
994,natt,"['N', 'AE1', 'T']","['N', 'AE', 'T']",3
995,thil,"['TH', 'IH1', 'L']","['TH', 'IH', 'L']",3
997,fook,"['F', 'UH1', 'K']","['F', 'UH', 'K']",3
998,hawy,"['HH', 'AO1', 'IY0']","['HH', 'AO', 'IY']",3
1002,surp,"['S', 'ER1', 'P']","['S', 'ER', 'P']",3
1003,agai,"['AH0', 'G', 'AA1', 'IY0']","['AH', 'G', 'AA', 'IY']",4
1004,auts,"['AO1', 'T', 'S']","['AO', 'T', 'S']",3
1007,porl,"['P', 'AO1', 'R', 'L']","['P', 'AO', 'R', 'L']",4
1010,wres,"['R', 'EH1', 'Z']","['R', 'EH', 'Z']",3
1011,plar,"['P', 'L', 'AA1', 'R']","['P', 'L', 'AA', 'R']",4
1012,arov,"['EH1', 'R', 'AH0', 'V']","['EH', 'R', 'AH', 'V']",4
1014,covi,"['K', 'OW1', 'V', 'IY0']","['K', 'OW', 'V', 'IY']",4
1015,orgu,"['AO1', 'R', 'G', 'AH0']","['AO', 'R', 'G', 'AH']",4
1016,cond,"['K', 'AA1', 'N', 'D']","['K', 'AA', 'N', 'D']",4
1017,anym,"['AE1', 'N', 'IH0', 'M']","['AE', 'N', 'IH', 'M']",4
1018,cath,"['K', 'AE1', 'TH']","['K', 'AE', 'TH']",3
1020,joun,"['JH', 'AW1', 'N']","['JH', 'AW', 'N']",3
1021,wisd,"['W', 'IH1', 'S', 'T']","['W', 'IH', 'S', 'T']",4
1023,horm,"['HH', 'AO1', 'R', 'M']","['HH', 'AO', 'R', 'M']",4
1024,runc,"['R', 'AH1', 'N', 'K']","['R', 'AH', 'N', 'K']",4
1027,taug,"['T', 'AO1', 'G']","['T', 'AO', 'G']",3
1029,herm,"['HH', 'ER1', 'M']","['HH', 'ER', 'M']",3
1030,regr,"['R', 'EH1', 'G', 'ER0']","['R', 'EH', 'G', 'ER']",4
1031,befo,"['B', 'EH1', 'F', 'OW0']","['B', 'EH', 'F', 'OW']",4
1033,unli,"['AH1', 'N', 'L', 'IY0']","['AH', 'N', 'L', 'IY']",4
1034,napi,"['N', 'AE1', 'P', 'IY0']","['N', 'AE', 'P', 'IY']",4
1035,wino,"['W', 'IY1', 'N', 'OW0']","['W', 'IY', 'N', 'OW']",4
1036,sepu,"['S', 'EH1', 'P', 'UW0']","['S', 'EH', 'P', 'UW']",4
1038,libe,"['L', 'AY1', 'B']","['L', 'AY', 'B']",3
1039,deta,"['D', 'EH1', 'T', 'AH0']","['D', 'EH', 'T', 'AH']",4
1041,sini,"['S', 'IY1', 'N', 'IY0']","['S', 'IY', 'N', 'IY']",4
1042,vehi,"['V', 'EH1', 'HH', 'IY0']","['V', 'EH', 'HH', 'IY']",4
1043,spis,"['S', 'P', 'IH1', 'S']","['S', 'P', 'IH', 'S']",4
1044,begi,"['B', 'IY1', 'JH', 'IY0']","['B', 'IY', 'JH', 'IY']",4
1046,dist,"['D', 'IH1', 'S', 'T']","['D', 'IH', 'S', 'T']",4
1047,ansu,"['AE1', 'N', 'S', 'UW0']","['AE', 'N', 'S', 'UW']",4
1049,taci,"['T', 'AA1', 'CH', 'IY0']","['T', 'AA', 'CH', 'IY']",4
1050,befe,"['B', 'IH0', 'F', 'EY1']","['B', 'IH', 'F', 'EY']",4
1051,recr,"['R', 'EH1', 'K', 'ER0']","['R', 'EH', 'K', 'ER']",4
1052,intr,"['IH1', 'N', 'T', 'ER0']","['IH', 'N', 'T', 'ER']",4
1053,paki,"['P', 'AA1', 'K', 'IY0']","['P', 'AA', 'K', 'IY']",4
1054,cour,"['K', 'UH1', 'R']","['K', 'UH', 'R']",3
1056,prev,"['P', 'R', 'EH1', 'V']","['P', 'R', 'EH', 'V']",4
1057,verv,"['V', 'ER1', 'V']","['V', 'ER', 'V']",3
1058,merf,"['M', 'ER1', 'F']","['M', 'ER', 'F']",3
1059,buri,"['B', 'UH1', 'R', 'IY0']","['B', 'UH', 'R', 'IY']",4
1060,toin,"['T', 'OY1', 'N']","['T', 'OY', 'N']",3
1062,weli,"['W', 'EH1', 'L', 'IY0']","['W', 'EH', 'L', 'IY']",4
1063,apar,"['EY1', 'P', 'ER0']","['EY', 'P', 'ER']",3
1064,unfe,"['AH0', 'N', 'F', 'EY1']","['AH', 'N', 'F', 'EY']",4
1066,busi,"['B', 'UW1', 'S', 'IY0']","['B', 'UW', 'S', 'IY']",4
1067,peor,"['P', 'IY1', 'ER0']","['P', 'IY', 'ER']",3
1068,folu,"['F', 'OW1', 'L', 'AH0']","['F', 'OW', 'L', 'AH']",4
1069,elay,"['EH1', 'L', 'EY0']","['EH', 'L', 'EY']",3
1070,houn,"['HH', 'AW1', 'N']","['HH', 'AW', 'N']",3
1071,tont,"['T', 'AA1', 'N', 'T']","['T', 'AA', 'N', 'T']",4
1072,stim,"['S', 'T', 'IH1', 'M']","['S', 'T', 'IH', 'M']",4
1073,clec,"['K', 'L', 'EH1', 'K']","['K', 'L', 'EH', 'K']",4
1074,bece,"['B', 'IY1', 'S']","['B', 'IY', 'S']",3
1077,tryi,"['T', 'R', 'AY1', 'IY0']","['T', 'R', 'AY', 'IY']",4
1078,psym,"['S', 'IH1', 'M']","['S', 'IH', 'M']",3
1079,imaz,"['IH1', 'M', 'AH0', 'Z']","['IH', 'M', 'AH', 'Z']",4
1080,swit,"['S', 'W', 'IH1', 'T']","['S', 'W', 'IH', 'T']",4
1081,hant,"['HH', 'AE1', 'N', 'T']","['HH', 'AE', 'N', 'T']",4
1082,agen,"['EY1', 'JH', 'AH0', 'N']","['EY', 'JH', 'AH', 'N']",4
1085,devo,"['D', 'EH1', 'V', 'OW0']","['D', 'EH', 'V', 'OW']",4
1087,joro,"['JH', 'AO1', 'R', 'OW0']","['JH', 'AO', 'R', 'OW']",4
1088,beco,"['B', 'IY1', 'K', 'OW0']","['B', 'IY', 'K', 'OW']",4
1089,favi,"['F', 'AA1', 'V', 'IY0']","['F', 'AA', 'V', 'IY']",4
1091,appo,"['AE1', 'P', 'OW0']","['AE', 'P', 'OW']",3
1092,effi,"['EH1', 'F', 'IY0']","['EH', 'F', 'IY']",3
1095,reci,"['R', 'EH1', 'S', 'IY0']","['R', 'EH', 'S', 'IY']",4
1097,reig,"['R', 'IY1', 'G']","['R', 'IY', 'G']",3
1099,clea,"['K', 'L', 'IY1']","['K', 'L', 'IY']",3
1100,limi,"['L', 'IY1', 'M', 'IY0']","['L', 'IY', 'M', 'IY']",4
1101,fign,"['F', 'IH1', 'G', 'N']","['F', 'IH', 'G', 'N']",4
1104,durv,"['D', 'ER1', 'V']","['D', 'ER', 'V']",3
1106,ausi,"['AW1', 'S', 'IY0']","['AW', 'S', 'IY']",3
1107,loun,"['L', 'AW1', 'N']","['L', 'AW', 'N']",3
1109,exch,"['EH1', 'K', 'S', 'K']","['EH', 'K', 'S', 'K']",4
1110,dese,"['D', 'IY1', 'S']","['D', 'IY', 'S']",3
1113,boya,"['B', 'OY1', 'AH0']","['B', 'OY', 'AH']",3
1114,affo,"['EY1', 'F', 'OW0']","['EY', 'F', 'OW']",3
1115,proc,"['P', 'R', 'AA1', 'K']","['P', 'R', 'AA', 'K']",4
1116,invo,"['IH1', 'N', 'V', 'OW0']","['IH', 'N', 'V', 'OW']",4
1117,turo,"['T', 'UH1', 'R', 'OW0']","['T', 'UH', 'R', 'OW']",4
1118,tela,"['T', 'EH1', 'L', 'AH0']","['T', 'EH', 'L', 'AH']",4
1119,octo,"['AA1', 'K', 'T', 'OW0']","['AA', 'K', 'T', 'OW']",4
1121,accu,"['AE1', 'K', 'Y', 'UW0']","['AE', 'K', 'Y', 'UW']",4
1122,feem,"['F', 'IY1', 'M']","['F', 'IY', 'M']",3
1123,smok,"['S', 'M', 'AA1', 'K']","['S', 'M', 'AA', 'K']",4
1124,holl,"['HH', 'AA1', 'L']","['HH', 'AA', 'L']",3
1125,corm,"['K', 'AO1', 'R', 'M']","['K', 'AO', 'R', 'M']",4
1126,weso,"['W', 'EH1', 'S', 'OW0']","['W', 'EH', 'S', 'OW']",4
1127,polu,"['P', 'OW1', 'L', 'UW0']","['P', 'OW', 'L', 'UW']",4
1129,foun,"['F', 'AW1', 'N']","['F', 'AW', 'N']",3
1131,spee,"['S', 'P', 'IY1']","['S', 'P', 'IY']",3
1133,arga,"['AA1', 'R', 'G', 'AH0']","['AA', 'R', 'G', 'AH']",4
1134,trog,"['T', 'R', 'AA1', 'G']","['T', 'R', 'AA', 'G']",4
1135,thet,"['TH', 'EH1', 'T']","['TH', 'EH', 'T']",3
1137,klig,"['K', 'L', 'AY1', 'G']","['K', 'L', 'AY', 'G']",4
1139,pook,"['P', 'UH1', 'K']","['P', 'UH', 'K']",3
1141,shil,"['SH', 'IH1', 'L']","['SH', 'IH', 'L']",3
1143,ukra,"['UW1', 'K', 'R', 'AH0']","['UW', 'K', 'R', 'AH']",4
1144,anga,"['AE1', 'NG', 'G', 'AH0']","['AE', 'NG', 'G', 'AH']",4
1145,sarr,"['S', 'AA1', 'R']","['S', 'AA', 'R']",3
1146,brot,"['B', 'R', 'AA1', 'T']","['B', 'R', 'AA', 'T']",4
1148,socu,"['S', 'OW1', 'K', 'UW0']","['S', 'OW', 'K', 'UW']",4
1149,poin,"['P', 'OY1', 'N']","['P', 'OY', 'N']",3
1150,fraf,"['F', 'R', 'AE1', 'F']","['F', 'R', 'AE', 'F']",4
1151,mict,"['M', 'IH1', 'K', 'T']","['M', 'IH', 'K', 'T']",4
1152,actu,"['AE1', 'K', 'T', 'UW0']","['AE', 'K', 'T', 'UW']",4
1153,shas,"['SH', 'AH1', 'S']","['SH', 'AH', 'S']",3
1157,qual,"['K', 'W', 'AA1', 'L']","['K', 'W', 'AA', 'L']",4
1158,invi,"['IH1', 'N', 'V', 'IY0']","['IH', 'N', 'V', 'IY']",4
1160,embu,"['EH1', 'M', 'B', 'AH0']","['EH', 'M', 'B', 'AH']",4
1161,meme,"['M', 'EH1', 'M']","['M', 'EH', 'M']",3
