<<<<<<< Updated upstream:stimuli/handmade/real_equalized.csv
,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech
401,teacher,RSCH,real,short,complex,7.59e-05,4,4.88,"['T', 'IY1', 'CH', 'ER0']","['T', 'IY', 'CH', 'ER']",NOUN
402,indeed,RSCH,real,short,complex,6.17e-05,5,4.79,"['IH0', 'N', 'D', 'IY1', 'D']","['IH', 'N', 'D', 'IY', 'D']",ADV
403,wished,RSCH,real,short,complex,1e-05,4,4.0,"['W', 'IH1', 'SH', 'T']","['W', 'IH', 'SH', 'T']",VERB
404,beating,RSCH,real,short,complex,2.69e-05,5,4.43,"['B', 'IY1', 'T', 'IH0', 'NG']","['B', 'IY', 'T', 'IH', 'NG']",VERB
405,workout,RSCH,real,short,complex,1.05e-05,5,4.02,"['W', 'ER1', 'K', 'AW2', 'T']","['W', 'ER', 'K', 'AW', 'T']",NOUN
406,thermal,RSCH,real,short,complex,1.1e-05,5,4.04,"['TH', 'ER1', 'M', 'AH0', 'L']","['TH', 'ER', 'M', 'AH', 'L']",ADJ
407,wedding,RSCH,real,short,complex,6.76e-05,5,4.83,"['W', 'EH1', 'D', 'IH0', 'NG']","['W', 'EH', 'D', 'IH', 'NG']",NOUN
408,because,RSCH,real,short,complex,0.00107,5,6.03,"['B', 'IH0', 'K', 'AO1', 'Z']","['B', 'IH', 'K', 'AO', 'Z']",SCONJ
409,affairs,RSCH,real,short,complex,4.68e-05,5,4.67,"['AH0', 'F', 'EH1', 'R', 'Z']","['AH', 'F', 'EH', 'R', 'Z']",NOUN
410,blows,RSCH,real,short,complex,1.1e-05,4,4.04,"['B', 'L', 'OW1', 'Z']","['B', 'L', 'OW', 'Z']",VERB
411,fallen,RSCH,real,short,complex,2.45e-05,5,4.39,"['F', 'AA1', 'L', 'AH0', 'N']","['F', 'AA', 'L', 'AH', 'N']",VERB
412,carrier,RSCH,real,short,complex,1.95e-05,5,4.29,"['K', 'AE1', 'R', 'IY0', 'ER0']","['K', 'AE', 'R', 'IY', 'ER']",NOUN
413,marriage,RSCH,real,short,complex,8.13e-05,5,4.91,"['M', 'EH1', 'R', 'IH0', 'JH']","['M', 'EH', 'R', 'IH', 'JH']",NOUN
414,goodbye,RSCH,real,short,complex,2e-05,5,4.3,"['G', 'UH2', 'D', 'B', 'AY1']","['G', 'UH', 'D', 'B', 'AY']",NOUN
415,forever,RSCH,real,short,complex,5.5e-05,5,4.74,"['F', 'ER0', 'EH1', 'V', 'ER0']","['F', 'ER', 'EH', 'V', 'ER']",ADV
416,diving,RSCH,real,short,complex,1.05e-05,5,4.02,"['D', 'AY1', 'V', 'IH0', 'NG']","['D', 'AY', 'V', 'IH', 'NG']",VERB
417,without,RSCH,real,short,complex,0.00049,5,5.69,"['W', 'IH0', 'TH', 'AW1', 'T']","['W', 'IH', 'TH', 'AW', 'T']",ADP
418,makeup,RSCH,real,short,complex,2.45e-05,5,4.39,"['M', 'EY1', 'K', 'AH2', 'P']","['M', 'EY', 'K', 'AH', 'P']",NOUN
419,birthday,RSCH,real,short,complex,5.75e-05,5,4.76,"['B', 'ER1', 'TH', 'D', 'EY2']","['B', 'ER', 'TH', 'D', 'EY']",NOUN
420,their,RSCH,real,short,complex,0.00214,3,6.33,"['DH', 'EH1', 'R']","['DH', 'EH', 'R']",PRON
421,always,RSCH,real,short,complex,0.000575,5,5.76,"['AO1', 'L', 'W', 'EY2', 'Z']","['AO', 'L', 'W', 'EY', 'Z']",ADV
422,alright,RSCH,real,short,complex,2.63e-05,5,4.42,"['AO2', 'L', 'R', 'AY1', 'T']","['AO', 'L', 'R', 'AY', 'T']",INTJ
423,gotten,RSCH,real,short,complex,2.95e-05,5,4.47,"['G', 'AA1', 'T', 'AH0', 'N']","['G', 'AA', 'T', 'AH', 'N']",VERB
424,lottery,RSCH,real,short,complex,1e-05,5,4.0,"['L', 'AA1', 'T', 'ER0', 'IY0']","['L', 'AA', 'T', 'ER', 'IY']",NOUN
425,outdoor,RSCH,real,short,complex,1.7e-05,5,4.23,"['AW1', 'T', 'D', 'AO2', 'R']","['AW', 'T', 'D', 'AO', 'R']",NOUN
426,awesome,RSCH,real,short,complex,8.32e-05,4,4.92,"['AA1', 'S', 'AH0', 'M']","['AA', 'S', 'AH', 'M']",ADJ
427,being,RSCH,real,short,complex,0.000891,4,5.95,"['B', 'IY1', 'IH0', 'NG']","['B', 'IY', 'IH', 'NG']",AUX
428,utterly,RSCH,real,short,complex,1.05e-05,5,4.02,"['AH1', 'T', 'ER0', 'L', 'IY0']","['AH', 'T', 'ER', 'L', 'IY']",ADV
429,another,RSCH,real,short,complex,0.00055,5,5.74,"['AH0', 'N', 'AH1', 'DH', 'ER0']","['AH', 'N', 'AH', 'DH', 'ER']",PRON
430,fishing,RSCH,real,short,complex,2.95e-05,5,4.47,"['F', 'IH1', 'SH', 'IH0', 'NG']","['F', 'IH', 'SH', 'IH', 'NG']",NOUN
431,into,RSCH,real,short,complex,0.00129,4,6.11,"['IH0', 'N', 'T', 'UW1']","['IH', 'N', 'T', 'UW']",ADP
432,turkish,RSCH,real,short,complex,1.91e-05,5,4.28,"['T', 'ER1', 'K', 'IH0', 'SH']","['T', 'ER', 'K', 'IH', 'SH']",ADJ
433,called,RSCH,real,short,complex,0.000389,4,5.59,"['K', 'AO1', 'L', 'D']","['K', 'AO', 'L', 'D']",VERB
434,liquor,RSCH,real,short,complex,1.02e-05,4,4.01,"['L', 'IH1', 'K', 'ER0']","['L', 'IH', 'K', 'ER']",NOUN
435,fried,RSCH,real,short,complex,1.15e-05,4,4.06,"['F', 'R', 'AY1', 'D']","['F', 'R', 'AY', 'D']",VERB
436,maybe,RSCH,real,short,complex,0.000282,4,5.45,"['M', 'EY1', 'B', 'IY0']","['M', 'EY', 'B', 'IY']",ADV
437,innings,RSCH,real,short,complex,1.05e-05,5,4.02,"['IH1', 'N', 'IH0', 'NG', 'Z']","['IH', 'N', 'IH', 'NG', 'Z']",VERB
438,behalf,RSCH,real,short,complex,2.63e-05,5,4.42,"['B', 'IH0', 'HH', 'AE1', 'F']","['B', 'IH', 'HH', 'AE', 'F']",NOUN
439,realize,RSCH,real,short,complex,6.76e-05,5,4.83,"['R', 'IY1', 'L', 'AY2', 'Z']","['R', 'IY', 'L', 'AY', 'Z']",VERB
440,wolves,RSCH,real,short,complex,1.02e-05,5,4.01,"['W', 'UH1', 'L', 'V', 'Z']","['W', 'UH', 'L', 'V', 'Z']",NOUN
441,filmed,RSCH,real,short,complex,1.15e-05,5,4.06,"['F', 'IH1', 'L', 'M', 'D']","['F', 'IH', 'L', 'M', 'D']",VERB
442,offense,RSCH,real,short,complex,1.82e-05,5,4.26,"['AH0', 'F', 'EH1', 'N', 'S']","['AH', 'F', 'EH', 'N', 'S']",NOUN
443,insane,RSCH,real,short,complex,2.51e-05,5,4.4,"['IH0', 'N', 'S', 'EY1', 'N']","['IH', 'N', 'S', 'EY', 'N']",ADJ
444,eastern,RSCH,real,short,complex,6.03e-05,5,4.78,"['IY1', 'S', 'T', 'ER0', 'N']","['IY', 'S', 'T', 'ER', 'N']",ADJ
445,forgive,RSCH,real,short,complex,1.78e-05,5,4.25,"['F', 'ER0', 'G', 'IH1', 'V']","['F', 'ER', 'G', 'IH', 'V']",VERB
446,outlet,RSCH,real,short,complex,1e-05,5,4.0,"['AW1', 'T', 'L', 'EH2', 'T']","['AW', 'T', 'L', 'EH', 'T']",NOUN
447,abroad,RSCH,real,short,complex,2.45e-05,5,4.39,"['AH0', 'B', 'R', 'AO1', 'D']","['AH', 'B', 'R', 'AO', 'D']",ADV
448,really,RSCH,real,short,complex,0.000933,4,5.97,"['R', 'IH1', 'L', 'IY0']","['R', 'IH', 'L', 'IY']",ADV
449,someday,RSCH,real,short,complex,1.12e-05,5,4.05,"['S', 'AH1', 'M', 'D', 'EY2']","['S', 'AH', 'M', 'D', 'EY']",NOUN
450,nervous,RSCH,real,short,complex,2.63e-05,5,4.42,"['N', 'ER1', 'V', 'AH0', 'S']","['N', 'ER', 'V', 'AH', 'S']",ADJ
451,update,RSCH,real,short,complex,4.9e-05,5,4.69,"['AH0', 'P', 'D', 'EY1', 'T']","['AH', 'P', 'D', 'EY', 'T']",VERB
452,fifth,RSCH,real,short,complex,6.03e-05,4,4.78,"['F', 'IH1', 'F', 'TH']","['F', 'IH', 'F', 'TH']",ADJ
453,assigned,RSCH,real,short,complex,2.45e-05,5,4.39,"['AH0', 'S', 'AY1', 'N', 'D']","['AH', 'S', 'AY', 'N', 'D']",VERB
454,lovely,RSCH,real,short,complex,5.5e-05,5,4.74,"['L', 'AH1', 'V', 'L', 'IY0']","['L', 'AH', 'V', 'L', 'IY']",ADJ
455,liar,RSCH,real,short,complex,1.05e-05,3,4.02,"['L', 'AY1', 'ER0']","['L', 'AY', 'ER']",NOUN
456,agreed,RSCH,real,short,complex,6.92e-05,5,4.84,"['AH0', 'G', 'R', 'IY1', 'D']","['AH', 'G', 'R', 'IY', 'D']",VERB
457,turning,RSCH,real,short,complex,5.13e-05,5,4.71,"['T', 'ER1', 'N', 'IH0', 'NG']","['T', 'ER', 'N', 'IH', 'NG']",VERB
458,going,RSCH,real,short,complex,0.000871,4,5.94,"['G', 'OW1', 'IH0', 'NG']","['G', 'OW', 'IH', 'NG']",VERB
459,happier,RSCH,real,short,complex,1.15e-05,5,4.06,"['HH', 'AE1', 'P', 'IY0', 'ER0']","['HH', 'AE', 'P', 'IY', 'ER']",ADJ
460,wooden,RSCH,real,short,complex,2.14e-05,5,4.33,"['W', 'UH1', 'D', 'AH0', 'N']","['W', 'UH', 'D', 'AH', 'N']",ADJ
461,passage,RSCH,real,short,complex,1.86e-05,5,4.27,"['P', 'AE1', 'S', 'AH0', 'JH']","['P', 'AE', 'S', 'AH', 'JH']",NOUN
462,nothing,RSCH,real,short,complex,0.000355,5,5.55,"['N', 'AH1', 'TH', 'IH0', 'NG']","['N', 'AH', 'TH', 'IH', 'NG']",PRON
463,outcome,RSCH,real,short,complex,2.24e-05,5,4.35,"['AW1', 'T', 'K', 'AH2', 'M']","['AW', 'T', 'K', 'AH', 'M']",VERB
464,keeper,RSCH,real,short,complex,1.05e-05,4,4.02,"['K', 'IY1', 'P', 'ER0']","['K', 'IY', 'P', 'ER']",NOUN
465,renewed,RSCH,real,short,complex,1.1e-05,5,4.04,"['R', 'IH0', 'N', 'UW1', 'D']","['R', 'IH', 'N', 'UW', 'D']",VERB
466,whereas,RSCH,real,short,complex,2.57e-05,5,4.41,"['W', 'EH0', 'R', 'AE1', 'Z']","['W', 'EH', 'R', 'AE', 'Z']",SCONJ
467,getting,RSCH,real,short,complex,0.000372,5,5.57,"['G', 'EH1', 'T', 'IH0', 'NG']","['G', 'EH', 'T', 'IH', 'NG']",VERB
468,known,RSCH,real,short,complex,0.000245,3,5.39,"['N', 'OW1', 'N']","['N', 'OW', 'N']",VERB
469,begun,RSCH,real,short,complex,2.29e-05,5,4.36,"['B', 'IH0', 'G', 'AH1', 'N']","['B', 'IH', 'G', 'AH', 'N']",VERB
470,healthy,RSCH,real,short,complex,6.31e-05,5,4.8,"['HH', 'EH1', 'L', 'TH', 'IY0']","['HH', 'EH', 'L', 'TH', 'IY']",ADJ
471,aging,RSCH,real,short,complex,1.1e-05,4,4.04,"['EY1', 'JH', 'IH0', 'NG']","['EY', 'JH', 'IH', 'NG']",VERB
472,within,RSCH,real,short,complex,0.000275,5,5.44,"['W', 'IH0', 'DH', 'IH1', 'N']","['W', 'IH', 'DH', 'IH', 'N']",ADP
473,outfit,RSCH,real,short,complex,1.66e-05,5,4.22,"['AW1', 'T', 'F', 'IH2', 'T']","['AW', 'T', 'F', 'IH', 'T']",NOUN
474,safely,RSCH,real,short,complex,1.66e-05,5,4.22,"['S', 'EY1', 'F', 'L', 'IY0']","['S', 'EY', 'F', 'L', 'IY']",ADV
475,southern,RSCH,real,short,complex,6.92e-05,5,4.84,"['S', 'AH1', 'DH', 'ER0', 'N']","['S', 'AH', 'DH', 'ER', 'N']",ADJ
476,rarely,RSCH,real,short,complex,2.63e-05,5,4.42,"['R', 'EH1', 'R', 'L', 'IY0']","['R', 'EH', 'R', 'L', 'IY']",ADV
477,thrown,RSCH,real,short,complex,2.51e-05,4,4.4,"['TH', 'R', 'OW1', 'N']","['TH', 'R', 'OW', 'N']",VERB
478,airline,RSCH,real,short,complex,1.1e-05,5,4.04,"['EH1', 'R', 'L', 'AY2', 'N']","['EH', 'R', 'L', 'AY', 'N']",NOUN
479,dealt,RSCH,real,short,complex,1.58e-05,4,4.2,"['D', 'EH1', 'L', 'T']","['D', 'EH', 'L', 'T']",VERB
480,highlight,RSCH,real,short,complex,1.62e-05,5,4.21,"['HH', 'AY1', 'L', 'AY2', 'T']","['HH', 'AY', 'L', 'AY', 'T']",VERB
481,failure,RSCH,real,short,complex,5.25e-05,5,4.72,"['F', 'EY1', 'L', 'Y', 'ER0']","['F', 'EY', 'L', 'Y', 'ER']",NOUN
482,surveys,RSCH,real,short,complex,1e-05,5,4.0,"['S', 'ER1', 'V', 'EY2', 'Z']","['S', 'ER', 'V', 'EY', 'Z']",NOUN
483,footage,RSCH,real,short,complex,2.04e-05,5,4.31,"['F', 'UH1', 'T', 'IH0', 'JH']","['F', 'UH', 'T', 'IH', 'JH']",NOUN
484,become,RSCH,real,short,complex,0.000251,5,5.4,"['B', 'IH0', 'K', 'AH1', 'M']","['B', 'IH', 'K', 'AH', 'M']",VERB
485,announce,RSCH,real,short,complex,1.82e-05,5,4.26,"['AH0', 'N', 'AW1', 'N', 'S']","['AH', 'N', 'AW', 'N', 'S']",VERB
486,whoever,RSCH,real,short,complex,2.63e-05,5,4.42,"['HH', 'UW0', 'EH1', 'V', 'ER0']","['HH', 'UW', 'EH', 'V', 'ER']",PRON
487,fourth,RSCH,real,short,complex,6.76e-05,4,4.83,"['F', 'AO1', 'R', 'TH']","['F', 'AO', 'R', 'TH']",ADJ
488,having,RSCH,real,short,complex,0.000389,5,5.59,"['HH', 'AE1', 'V', 'IH0', 'NG']","['HH', 'AE', 'V', 'IH', 'NG']",VERB
489,halfway,RSCH,real,short,complex,1.15e-05,5,4.06,"['HH', 'AE1', 'F', 'W', 'EY1']","['HH', 'AE', 'F', 'W', 'EY']",ADV
490,later,RSCH,real,short,complex,0.000309,4,5.49,"['L', 'EY1', 'T', 'ER0']","['L', 'EY', 'T', 'ER']",ADV
491,goddess,RSCH,real,short,complex,1.02e-05,5,4.01,"['G', 'AA1', 'D', 'AH0', 'S']","['G', 'AA', 'D', 'AH', 'S']",NOUN
492,things,RSCH,real,short,complex,0.00055,4,5.74,"['TH', 'IH1', 'NG', 'Z']","['TH', 'IH', 'NG', 'Z']",NOUN
493,social,RSCH,real,short,complex,0.000263,5,5.42,"['S', 'OW1', 'SH', 'AH0', 'L']","['S', 'OW', 'SH', 'AH', 'L']",ADJ
494,screwed,RSCH,real,short,complex,1e-05,5,4.0,"['S', 'K', 'R', 'UW1', 'D']","['S', 'K', 'R', 'UW', 'D']",VERB
495,stole,RSCH,real,short,complex,1.62e-05,4,4.21,"['S', 'T', 'OW1', 'L']","['S', 'T', 'OW', 'L']",VERB
496,overall,RSCH,real,short,complex,7.94e-05,5,4.9,"['OW1', 'V', 'ER0', 'AO2', 'L']","['OW', 'V', 'ER', 'AO', 'L']",ADJ
497,doing,RSCH,real,short,complex,0.000398,4,5.6,"['D', 'UW1', 'IH0', 'NG']","['D', 'UW', 'IH', 'NG']",VERB
498,however,RSCH,real,short,complex,0.00038,5,5.58,"['HH', 'AW2', 'EH1', 'V', 'ER0']","['HH', 'AW', 'EH', 'V', 'ER']",ADV
499,highly,RSCH,real,short,complex,7.76e-05,4,4.89,"['HH', 'AY1', 'L', 'IY0']","['HH', 'AY', 'L', 'IY']",ADV
500,tenths,RSCL,real,short,complex,9.33e-07,5,2.97,"['T', 'EH1', 'N', 'TH', 'S']","['T', 'EH', 'N', 'TH', 'S']",NOUN
501,foggy,RSCL,real,short,complex,1.55e-06,4,3.19,"['F', 'AA1', 'G', 'IY0']","['F', 'AA', 'G', 'IY']",ADJ
502,walkway,RSCL,real,short,complex,1.45e-06,5,3.16,"['W', 'AO1', 'K', 'W', 'EY2']","['W', 'AO', 'K', 'W', 'EY']",NOUN
503,drier,RSCL,real,short,complex,1.55e-06,4,3.19,"['D', 'R', 'AY1', 'ER0']","['D', 'R', 'AY', 'ER']",ADJ
504,docked,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'AA1', 'K', 'T']","['D', 'AA', 'K', 'T']",VERB
505,milky,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'IH1', 'L', 'K', 'IY0']","['M', 'IH', 'L', 'K', 'IY']",ADJ
506,badges,RSCL,real,short,complex,3.16e-06,5,3.5,"['B', 'AE1', 'JH', 'IH0', 'Z']","['B', 'AE', 'JH', 'IH', 'Z']",NOUN
507,keyed,RSCL,real,short,complex,7.76e-07,3,2.89,"['K', 'IY1', 'D']","['K', 'IY', 'D']",VERB
508,detour,RSCL,real,short,complex,1.58e-06,5,3.2,"['D', 'IH0', 'T', 'UH1', 'R']","['D', 'IH', 'T', 'UH', 'R']",NOUN
509,chilly,RSCL,real,short,complex,3.16e-06,4,3.5,"['CH', 'IH1', 'L', 'IY0']","['CH', 'IH', 'L', 'IY']",ADJ
510,sayings,RSCL,real,short,complex,1.48e-06,5,3.17,"['S', 'EY1', 'IH0', 'NG', 'Z']","['S', 'EY', 'IH', 'NG', 'Z']",NOUN
511,growers,RSCL,real,short,complex,3.16e-06,5,3.5,"['G', 'R', 'OW1', 'ER0', 'Z']","['G', 'R', 'OW', 'ER', 'Z']",NOUN
512,sighed,RSCL,real,short,complex,1.35e-06,3,3.13,"['S', 'AY1', 'D']","['S', 'AY', 'D']",VERB
513,seaman,RSCL,real,short,complex,1.58e-06,5,3.2,"['S', 'IY1', 'M', 'AH0', 'N']","['S', 'IY', 'M', 'AH', 'N']",NOUN
514,annulled,RSCL,real,short,complex,8.91e-07,5,2.95,"['AE1', 'N', 'AH0', 'L', 'D']","['AE', 'N', 'AH', 'L', 'D']",VERB
515,earthy,RSCL,real,short,complex,1.05e-06,3,3.02,"['ER1', 'TH', 'IY0']","['ER', 'TH', 'IY']",ADJ
516,overdue,RSCL,real,short,complex,3.16e-06,5,3.5,"['OW1', 'V', 'ER0', 'D', 'UW1']","['OW', 'V', 'ER', 'D', 'UW']",ADJ
517,mailed,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'EY1', 'L', 'D']","['M', 'EY', 'L', 'D']",VERB
518,edgy,RSCL,real,short,complex,2.45e-06,3,3.39,"['EH1', 'JH', 'IY0']","['EH', 'JH', 'IY']",ADJ
519,airtight,RSCL,real,short,complex,8.91e-07,5,2.95,"['EH1', 'R', 'T', 'AY2', 'T']","['EH', 'R', 'T', 'AY', 'T']",NOUN
520,faiths,RSCL,real,short,complex,1.58e-06,4,3.2,"['F', 'EY1', 'TH', 'S']","['F', 'EY', 'TH', 'S']",NOUN
521,unearthed,RSCL,real,short,complex,1.55e-06,5,3.19,"['AH0', 'N', 'ER1', 'TH', 'T']","['AH', 'N', 'ER', 'TH', 'T']",VERB
522,chewy,RSCL,real,short,complex,8.71e-07,3,2.94,"['CH', 'UW1', 'IY0']","['CH', 'UW', 'IY']",ADJ
523,mating,RSCL,real,short,complex,3.16e-06,5,3.5,"['M', 'EY1', 'T', 'IH0', 'NG']","['M', 'EY', 'T', 'IH', 'NG']",VERB
524,earner,RSCL,real,short,complex,8.71e-07,3,2.94,"['ER1', 'N', 'ER0']","['ER', 'N', 'ER']",NOUN
525,lashes,RSCL,real,short,complex,2.75e-06,5,3.44,"['L', 'AE1', 'SH', 'IH0', 'Z']","['L', 'AE', 'SH', 'IH', 'Z']",NOUN
526,longing,RSCL,real,short,complex,3.16e-06,5,3.5,"['L', 'AO1', 'NG', 'IH0', 'NG']","['L', 'AO', 'NG', 'IH', 'NG']",NOUN
527,ferries,RSCL,real,short,complex,1.51e-06,5,3.18,"['F', 'EH1', 'R', 'IY0', 'Z']","['F', 'EH', 'R', 'IY', 'Z']",NOUN
528,avoids,RSCL,real,short,complex,3.16e-06,5,3.5,"['AH0', 'V', 'OY1', 'D', 'Z']","['AH', 'V', 'OY', 'D', 'Z']",VERB
529,sawmill,RSCL,real,short,complex,7.76e-07,5,2.89,"['S', 'AO1', 'M', 'IH2', 'L']","['S', 'AO', 'M', 'IH', 'L']",NOUN
530,ills,RSCL,real,short,complex,1.02e-06,3,3.01,"['IH1', 'L', 'Z']","['IH', 'L', 'Z']",NOUN
531,paycheck,RSCL,real,short,complex,3.16e-06,5,3.5,"['P', 'EY1', 'CH', 'EH2', 'K']","['P', 'EY', 'CH', 'EH', 'K']",NOUN
532,redo,RSCL,real,short,complex,1.55e-06,4,3.19,"['R', 'IY0', 'D', 'UW1']","['R', 'IY', 'D', 'UW']",VERB
533,maoist,RSCL,real,short,complex,7.94e-07,5,2.9,"['M', 'AW1', 'IH0', 'S', 'T']","['M', 'AW', 'IH', 'S', 'T']",PROPN
534,daisies,RSCL,real,short,complex,7.94e-07,5,2.9,"['D', 'EY1', 'Z', 'IY0', 'Z']","['D', 'EY', 'Z', 'IY', 'Z']",NOUN
535,biggie,RSCL,real,short,complex,1.51e-06,4,3.18,"['B', 'IH1', 'G', 'IY0']","['B', 'IH', 'G', 'IY']",NOUN
536,craze,RSCL,real,short,complex,2.24e-06,4,3.35,"['K', 'R', 'EY1', 'Z']","['K', 'R', 'EY', 'Z']",NOUN
537,encode,RSCL,real,short,complex,8.91e-07,5,2.95,"['EH0', 'N', 'K', 'OW1', 'D']","['EH', 'N', 'K', 'OW', 'D']",VERB
538,shrank,RSCL,real,short,complex,7.94e-07,5,2.9,"['SH', 'R', 'AE1', 'NG', 'K']","['SH', 'R', 'AE', 'NG', 'K']",VERB
539,iced,RSCL,real,short,complex,2.88e-06,3,3.46,"['AY1', 'S', 'T']","['AY', 'S', 'T']",VERB
540,dries,RSCL,real,short,complex,1.58e-06,4,3.2,"['D', 'R', 'AY1', 'Z']","['D', 'R', 'AY', 'Z']",VERB
541,oxen,RSCL,real,short,complex,7.94e-07,5,2.9,"['AA1', 'K', 'S', 'AH0', 'N']","['AA', 'K', 'S', 'AH', 'N']",PROPN
542,jays,RSCL,real,short,complex,3.02e-06,3,3.48,"['JH', 'EY1', 'Z']","['JH', 'EY', 'Z']",NOUN
543,eyelids,RSCL,real,short,complex,1.45e-06,5,3.16,"['AY1', 'L', 'IH2', 'D', 'Z']","['AY', 'L', 'IH', 'D', 'Z']",NOUN
544,apes,RSCL,real,short,complex,2.82e-06,3,3.45,"['EY1', 'P', 'S']","['EY', 'P', 'S']",NOUN
545,mapped,RSCL,real,short,complex,3.16e-06,4,3.5,"['M', 'AE1', 'P', 'T']","['M', 'AE', 'P', 'T']",VERB
546,roaming,RSCL,real,short,complex,3.16e-06,5,3.5,"['R', 'OW1', 'M', 'IH0', 'NG']","['R', 'OW', 'M', 'IH', 'NG']",VERB
547,boos,RSCL,real,short,complex,1.07e-06,3,3.03,"['B', 'UW1', 'Z']","['B', 'UW', 'Z']",PROPN
548,unveil,RSCL,real,short,complex,1.58e-06,5,3.2,"['AH0', 'N', 'V', 'EY1', 'L']","['AH', 'N', 'V', 'EY', 'L']",VERB
549,loaves,RSCL,real,short,complex,8.32e-07,4,2.92,"['L', 'OW1', 'V', 'Z']","['L', 'OW', 'V', 'Z']",NOUN
550,eyebrow,RSCL,real,short,complex,2.34e-06,4,3.37,"['AY1', 'B', 'R', 'AW2']","['AY', 'B', 'R', 'AW']",NOUN
551,afoot,RSCL,real,short,complex,7.76e-07,4,2.89,"['AH0', 'F', 'UH1', 'T']","['AH', 'F', 'UH', 'T']",VERB
552,shone,RSCL,real,short,complex,1.7e-06,3,3.23,"['SH', 'OW1', 'N']","['SH', 'OW', 'N']",VERB
553,layman,RSCL,real,short,complex,8.51e-07,5,2.93,"['L', 'EY1', 'M', 'AH0', 'N']","['L', 'EY', 'M', 'AH', 'N']",NOUN
554,hippie,RSCL,real,short,complex,2.29e-06,4,3.36,"['HH', 'IH1', 'P', 'IY0']","['HH', 'IH', 'P', 'IY']",NOUN
555,skinner,RSCL,real,short,complex,3.16e-06,5,3.5,"['S', 'K', 'IH1', 'N', 'ER0']","['S', 'K', 'IH', 'N', 'ER']",PROPN
556,eased,RSCL,real,short,complex,1.78e-06,3,3.25,"['IY1', 'Z', 'D']","['IY', 'Z', 'D']",VERB
557,eels,RSCL,real,short,complex,1.51e-06,3,3.18,"['IY1', 'L', 'Z']","['IY', 'L', 'Z']",NOUN
558,cowgirl,RSCL,real,short,complex,7.41e-07,5,2.87,"['K', 'AW1', 'G', 'ER2', 'L']","['K', 'AW', 'G', 'ER', 'L']",NOUN
559,clowns,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'L', 'AW1', 'N', 'Z']","['K', 'L', 'AW', 'N', 'Z']",NOUN
560,reverb,RSCL,real,short,complex,8.32e-07,5,2.92,"['R', 'IY0', 'V', 'ER1', 'B']","['R', 'IY', 'V', 'ER', 'B']",NOUN
561,sorely,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AO1', 'R', 'L', 'IY0']","['S', 'AO', 'R', 'L', 'IY']",ADV
562,rename,RSCL,real,short,complex,1.51e-06,5,3.18,"['R', 'IY0', 'N', 'EY1', 'M']","['R', 'IY', 'N', 'EY', 'M']",VERB
563,oars,RSCL,real,short,complex,1.02e-06,3,3.01,"['AO1', 'R', 'Z']","['AO', 'R', 'Z']",NOUN
564,bailout,RSCL,real,short,complex,1.45e-06,5,3.16,"['B', 'EY1', 'L', 'AW2', 'T']","['B', 'EY', 'L', 'AW', 'T']",NOUN
565,outweighed,RSCL,real,short,complex,7.94e-07,5,2.9,"['AW0', 'T', 'W', 'EY1', 'D']","['AW', 'T', 'W', 'EY', 'D']",VERB
566,sewn,RSCL,real,short,complex,1.51e-06,3,3.18,"['S', 'OW1', 'N']","['S', 'OW', 'N']",VERB
567,signage,RSCL,real,short,complex,1.55e-06,5,3.19,"['S', 'AY1', 'N', 'IH0', 'JH']","['S', 'AY', 'N', 'IH', 'JH']",NOUN
568,chords,RSCL,real,short,complex,3.16e-06,5,3.5,"['K', 'AO1', 'R', 'D', 'Z']","['K', 'AO', 'R', 'D', 'Z']",NOUN
569,orator,RSCL,real,short,complex,7.94e-07,5,2.9,"['AO1', 'R', 'AH0', 'T', 'ER0']","['AO', 'R', 'AH', 'T', 'ER']",NOUN
570,itchy,RSCL,real,short,complex,2.19e-06,3,3.34,"['IH1', 'CH', 'IY0']","['IH', 'CH', 'IY']",ADJ
571,vowed,RSCL,real,short,complex,2.45e-06,3,3.39,"['V', 'AW1', 'D']","['V', 'AW', 'D']",VERB
572,airway,RSCL,real,short,complex,1.55e-06,4,3.19,"['EH1', 'R', 'W', 'EY2']","['EH', 'R', 'W', 'EY']",NOUN
573,wronged,RSCL,real,short,complex,1.23e-06,4,3.09,"['R', 'AO1', 'NG', 'D']","['R', 'AO', 'NG', 'D']",VERB
574,suing,RSCL,real,short,complex,3.16e-06,4,3.5,"['S', 'UW1', 'IH0', 'NG']","['S', 'UW', 'IH', 'NG']",VERB
575,hellish,RSCL,real,short,complex,8.32e-07,5,2.92,"['HH', 'EH1', 'L', 'IH0', 'SH']","['HH', 'EH', 'L', 'IH', 'SH']",ADJ
576,lawler,RSCL,real,short,complex,8.51e-07,4,2.93,"['L', 'AO1', 'L', 'ER0']","['L', 'AO', 'L', 'ER']",PROPN
