Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
academy,real,4.57,high,"['AH0', 'K', 'AE1', 'D', 'AH0', 'M', 'IY0']","['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY']",7,long
eternally,real,3.26,low,"['IH0', 'T', 'ER1', 'N', 'AH0', 'L', 'IY0']","['IH', 'T', 'ER', 'N', 'AH', 'L', 'IY']",7,long
frugally,real,2.1,low,"['F', 'R', 'UW1', 'G', 'AH0', 'L', 'IY0']","['F', 'R', 'UW', 'G', 'AH', 'L', 'IY']",7,long
confrontation,real,3.72,high,"['K', 'AA2', 'N', 'F', 'R', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N']","['K', 'AA', 'N', 'F', 'R', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N']",12,long
consortiums,real,1.84,low,"['K', 'AH0', 'N', 'S', 'AO1', 'R', 'SH', 'AH0', 'M', 'Z']","['K', 'AH', 'N', 'S', 'AO', 'R', 'SH', 'AH', 'M', 'Z']",10,long
anatomy,real,3.94,high,"['AH0', 'N', 'AE1', 'T', 'AH0', 'M', 'IY0']","['AH', 'N', 'AE', 'T', 'AH', 'M', 'IY']",7,long
naughtily,real,1.19,low,"['N', 'AO1', 'T', 'IH0', 'L', 'IY0']","['N', 'AO', 'T', 'IH', 'L', 'IY']",6,short
monetized,real,2.27,low,"['M', 'AH1', 'N', 'AH0', 'T', 'AY2', 'Z', 'D']","['M', 'AH', 'N', 'AH', 'T', 'AY', 'Z', 'D']",8,long
redecorate,real,2.35,low,"['R', 'IY0', 'D', 'EH1', 'K', 'ER0', 'EY2', 'T']","['R', 'IY', 'D', 'EH', 'K', 'ER', 'EY', 'T']",8,long
tragical,real,1.74,low,"['T', 'R', 'AE1', 'JH', 'IH0', 'K', 'AH0', 'L']","['T', 'R', 'AE', 'JH', 'IH', 'K', 'AH', 'L']",8,long
container,real,4.03,high,"['K', 'AH0', 'N', 'T', 'EY1', 'N', 'ER0']","['K', 'AH', 'N', 'T', 'EY', 'N', 'ER']",7,long
eagerness,real,2.9,low,"['IY1', 'G', 'ER0', 'N', 'AH0', 'S']","['IY', 'G', 'ER', 'N', 'AH', 'S']",6,short
administers,real,3.0,low,"['AE0', 'D', 'M', 'IH1', 'N', 'IH0', 'S', 'T', 'ER0', 'Z']","['AE', 'D', 'M', 'IH', 'N', 'IH', 'S', 'T', 'ER', 'Z']",10,long
fulmination,real,1.05,low,"['F', 'UH2', 'L', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']","['F', 'UH', 'L', 'M', 'AH', 'N', 'EY', 'SH', 'AH', 'N']",10,long
dismembered,real,2.79,low,"['D', 'IH0', 'S', 'M', 'EH1', 'M', 'B', 'ER0', 'D']","['D', 'IH', 'S', 'M', 'EH', 'M', 'B', 'ER', 'D']",9,long
procurators,real,1.76,low,"['P', 'R', 'AA1', 'K', 'Y', 'AH0', 'R', 'EY2', 'T', 'ER0', 'Z']","['P', 'R', 'AA', 'K', 'Y', 'AH', 'R', 'EY', 'T', 'ER', 'Z']",11,long
overtaxing,real,1.36,low,"['OW1', 'V', 'ER0', 'T', 'R', 'AE2', 'K', 'IH0', 'NG']","['OW', 'V', 'ER', 'T', 'R', 'AE', 'K', 'IH', 'NG']",9,long
bicycle,real,3.98,high,"['B', 'AY1', 'S', 'IH0', 'K', 'AH0', 'L']","['B', 'AY', 'S', 'IH', 'K', 'AH', 'L']",7,long
assertions,real,3.27,low,"['AH0', 'S', 'ER1', 'SH', 'AH0', 'N', 'Z']","['AH', 'S', 'ER', 'SH', 'AH', 'N', 'Z']",7,long
idolizing,real,2.14,low,"['AY1', 'D', 'AH0', 'L', 'AY2', 'Z', 'IH0', 'NG']","['AY', 'D', 'AH', 'L', 'AY', 'Z', 'IH', 'NG']",8,long
disconnects,real,2.65,low,"['D', 'IH0', 'S', 'K', 'AH0', 'N', 'EH1', 'K', 'T', 'S']","['D', 'IH', 'S', 'K', 'AH', 'N', 'EH', 'K', 'T', 'S']",10,long
studies,real,4.98,high,"['S', 'T', 'AH1', 'D', 'IY0', 'Z']","['S', 'T', 'AH', 'D', 'IY', 'Z']",6,short
addressee,real,2.34,low,"['AE2', 'D', 'R', 'EH0', 'S', 'IY1']","['AE', 'D', 'R', 'EH', 'S', 'IY']",6,short
perfecting,real,3.04,low,"['P', 'ER0', 'F', 'EH1', 'K', 'T', 'IH0', 'NG']","['P', 'ER', 'F', 'EH', 'K', 'T', 'IH', 'NG']",8,long
fraudulent,real,3.61,high,"['F', 'R', 'AO1', 'JH', 'AH0', 'L', 'AH0', 'N', 'T']","['F', 'R', 'AO', 'JH', 'AH', 'L', 'AH', 'N', 'T']",9,long
anxiety,real,4.45,high,"['AE0', 'NG', 'Z', 'AY1', 'AH0', 'T', 'IY0']","['AE', 'NG', 'Z', 'AY', 'AH', 'T', 'IY']",7,long
evidently,real,3.6,high,"['EH1', 'V', 'AH0', 'D', 'AH0', 'N', 'T', 'L', 'IY0']","['EH', 'V', 'AH', 'D', 'AH', 'N', 'T', 'L', 'IY']",9,long
miscued,real,1.16,low,"['M', 'IH1', 'S', 'K', 'Y', 'UW0', 'D']","['M', 'IH', 'S', 'K', 'Y', 'UW', 'D']",7,long
sown,real,2.95,low,"['S', 'OW1', 'N']","['S', 'OW', 'N']",3,short
restive,real,2.37,low,"['R', 'EH1', 'S', 'T', 'IH0', 'V']","['R', 'EH', 'S', 'T', 'IH', 'V']",6,short
equity,real,4.3,high,"['EH1', 'K', 'W', 'AH0', 'T', 'IY0']","['EH', 'K', 'W', 'AH', 'T', 'IY']",6,short
felicitate,real,1.72,low,"['F', 'AH0', 'L', 'IH1', 'S', 'IH0', 'T', 'EY2', 'T']","['F', 'AH', 'L', 'IH', 'S', 'IH', 'T', 'EY', 'T']",9,long
forepaws,real,1.35,low,"['F', 'AO1', 'R', 'P', 'AO2', 'F', 'S']","['F', 'AO', 'R', 'P', 'AO', 'F', 'S']",7,long
inoculations,real,2.12,low,"['IH0', 'N', 'AA2', 'K', 'Y', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N', 'Z']","['IH', 'N', 'AA', 'K', 'Y', 'AH', 'L', 'EY', 'SH', 'AH', 'N', 'Z']",12,long
digress,real,2.76,low,"['D', 'AY0', 'G', 'R', 'EH1', 'S']","['D', 'AY', 'G', 'R', 'EH', 'S']",6,short
supplier,real,3.84,high,"['S', 'AH0', 'P', 'L', 'AY1', 'ER0']","['S', 'AH', 'P', 'L', 'AY', 'ER']",6,short
pacify,real,2.73,low,"['P', 'AE1', 'S', 'AH0', 'F', 'AY2']","['P', 'AE', 'S', 'AH', 'F', 'AY']",6,short
quarto,real,2.5,low,"['K', 'W', 'AO1', 'R', 'T', 'OW0']","['K', 'W', 'AO', 'R', 'T', 'OW']",6,short
finite,real,3.75,high,"['F', 'AY1', 'N', 'AY2', 'T']","['F', 'AY', 'N', 'AY', 'T']",5,short
unlawful,real,3.72,high,"['AH0', 'N', 'L', 'AO1', 'F', 'AH0', 'L']","['AH', 'N', 'L', 'AO', 'F', 'AH', 'L']",7,long
superficies,real,1.03,low,"['S', 'UW1', 'P', 'ER0', 'F', 'AY2', 'K', 'S']","['S', 'UW', 'P', 'ER', 'F', 'AY', 'K', 'S']",8,long
mismanagement,real,3.09,low,"['M', 'IH0', 'S', 'M', 'AE1', 'N', 'IH0', 'JH', 'M', 'AH0', 'N', 'T']","['M', 'IH', 'S', 'M', 'AE', 'N', 'IH', 'JH', 'M', 'AH', 'N', 'T']",12,long
stander,real,2.18,low,"['S', 'T', 'AE1', 'N', 'D', 'ER0']","['S', 'T', 'AE', 'N', 'D', 'ER']",6,short
GORHAM,real,2.58,low,"['G', 'AO1', 'R', 'AH0', 'M']","['G', 'AO', 'R', 'AH', 'M']",5,short
underestimates,real,2.53,low,"['AH1', 'N', 'D', 'ER0', 'EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T', 'S']","['AH', 'N', 'D', 'ER', 'EH', 'S', 'T', 'AH', 'M', 'AH', 'T', 'S']",12,long
organisms,real,3.8,high,"['AO1', 'R', 'G', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M', 'Z']","['AO', 'R', 'G', 'AH', 'N', 'IH', 'Z', 'AH', 'M', 'Z']",10,long
Libyan,real,3.42,low,"['L', 'IH1', 'B', 'IY0', 'AH0', 'N']","['L', 'IH', 'B', 'IY', 'AH', 'N']",6,short
inborn,real,2.43,low,"['IH1', 'N', 'B', 'AO2', 'R', 'N']","['IH', 'N', 'B', 'AO', 'R', 'N']",6,short
proposal,real,4.47,high,"['P', 'R', 'AH0', 'P', 'OW1', 'Z', 'AH0', 'L']","['P', 'R', 'AH', 'P', 'OW', 'Z', 'AH', 'L']",8,long
complainers,real,2.2,low,"['K', 'AA1', 'M', 'P', 'L', 'EY2', 'N', 'ER0', 'Z']","['K', 'AA', 'M', 'P', 'L', 'EY', 'N', 'ER', 'Z']",9,long
romanticist,real,1.67,low,"['R', 'OW2', 'M', 'AH0', 'N', 'IH1', 'T', 'S', 'IH0', 'S', 'T']","['R', 'OW', 'M', 'AH', 'N', 'IH', 'T', 'S', 'IH', 'S', 'T']",11,long
grizzlies,real,3.19,low,"['G', 'R', 'IH1', 'Z', 'L', 'IY0', 'Z']","['G', 'R', 'IH', 'Z', 'L', 'IY', 'Z']",7,long
general,real,5.47,high,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L']","['JH', 'EH', 'N', 'ER', 'AH', 'L']",6,short
unfeeling,real,2.4,low,"['AH0', 'N', 'F', 'IY1', 'L', 'IH0', 'NG']","['AH', 'N', 'F', 'IY', 'L', 'IH', 'NG']",7,long
assimilate,real,3.05,low,"['AH0', 'S', 'IH1', 'M', 'AH0', 'L', 'EY2', 'T']","['AH', 'S', 'IH', 'M', 'AH', 'L', 'EY', 'T']",8,long
transgressing,real,1.98,low,"['T', 'R', 'AE0', 'N', 'Z', 'G', 'R', 'EH1', 'S', 'IH0', 'NG']","['T', 'R', 'AE', 'N', 'Z', 'G', 'R', 'EH', 'S', 'IH', 'NG']",11,long
chiefdom,real,1.87,low,"['CH', 'IY1', 'F', 'D', 'AH0', 'M']","['CH', 'IY', 'F', 'D', 'AH', 'M']",6,short
hungriest,real,1.69,low,"['HH', 'AH1', 'NG', 'G', 'R', 'AH0', 'S', 'AH0', 'T']","['HH', 'AH', 'NG', 'G', 'R', 'AH', 'S', 'AH', 'T']",9,long
sedulously,real,1.2,low,"['S', 'EH1', 'D', 'Y', 'AH0', 'L', 'AH0', 'S', 'L', 'IY0']","['S', 'EH', 'D', 'Y', 'AH', 'L', 'AH', 'S', 'L', 'IY']",10,long
deviated,real,2.83,low,"['D', 'IY1', 'V', 'IY0', 'EY2', 'T', 'IH0', 'D']","['D', 'IY', 'V', 'IY', 'EY', 'T', 'IH', 'D']",8,long
tonnages,real,1.82,low,"['T', 'AH1', 'N', 'AH0', 'JH', 'AH0', 'Z']","['T', 'AH', 'N', 'AH', 'JH', 'AH', 'Z']",7,long
naval,real,4.24,high,"['N', 'EY1', 'V', 'AH0', 'L']","['N', 'EY', 'V', 'AH', 'L']",5,short
impudently,real,1.37,low,"['IH1', 'M', 'P', 'Y', 'UW0', 'D', 'AH0', 'N', 'T', 'L', 'IY0']","['IH', 'M', 'P', 'Y', 'UW', 'D', 'AH', 'N', 'T', 'L', 'IY']",11,long
foresight,real,3.16,low,"['F', 'AO1', 'R', 'S', 'AY2', 'T']","['F', 'AO', 'R', 'S', 'AY', 'T']",6,short
visitor,real,4.01,high,"['V', 'IH1', 'Z', 'AH0', 'T', 'ER0']","['V', 'IH', 'Z', 'AH', 'T', 'ER']",6,short
sanity,real,3.49,low,"['S', 'AE1', 'N', 'AH0', 'T', 'IY0']","['S', 'AE', 'N', 'AH', 'T', 'IY']",6,short
sanctifies,real,1.75,low,"['S', 'AE1', 'NG', 'K', 'T', 'AH0', 'F', 'AY2', 'Z']","['S', 'AE', 'NG', 'K', 'T', 'AH', 'F', 'AY', 'Z']",9,long
bloater,real,1.47,low,"['B', 'L', 'OW1', 'T', 'ER0']","['B', 'L', 'OW', 'T', 'ER']",5,short
divination,real,2.89,low,"['D', 'IH2', 'V', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']","['D', 'IH', 'V', 'AH', 'N', 'EY', 'SH', 'AH', 'N']",9,long
instate,real,2.08,low,"['IH0', 'N', 'S', 'T', 'EY1', 'T']","['IH', 'N', 'S', 'T', 'EY', 'T']",6,short
BUYER'S,real,2.89,low,"['B', 'AY1', 'ER0', 'Z']","['B', 'AY', 'ER', 'Z']",4,short
consignees,real,1.28,low,"['K', 'AH0', 'N', 'S', 'IH1', 'G', 'N', 'IY2', 'N', 'Z']","['K', 'AH', 'N', 'S', 'IH', 'G', 'N', 'IY', 'N', 'Z']",10,long
dethrones,real,1.46,low,"['D', 'EH1', 'TH', 'R', 'OW2', 'N', 'Z']","['D', 'EH', 'TH', 'R', 'OW', 'N', 'Z']",7,long
forebode,real,1.12,low,"['F', 'AO0', 'R', 'B', 'OW1', 'D']","['F', 'AO', 'R', 'B', 'OW', 'D']",6,short
glamorous,real,3.5,low,"['G', 'L', 'AE1', 'M', 'ER0', 'AH0', 'S']","['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']",7,long
antifreeze,real,2.56,low,"['AE1', 'N', 'T', 'IY0', 'F', 'R', 'IY2', 'Z']","['AE', 'N', 'T', 'IY', 'F', 'R', 'IY', 'Z']",8,long
richness,real,3.26,low,"['R', 'IH1', 'CH', 'N', 'AH0', 'S']","['R', 'IH', 'CH', 'N', 'AH', 'S']",6,short
washers,real,2.92,low,"['W', 'AA1', 'SH', 'ER0', 'Z']","['W', 'AA', 'SH', 'ER', 'Z']",5,short
emirates,real,3.73,high,"['EH1', 'M', 'ER0', 'AH0', 'T', 'S']","['EH', 'M', 'ER', 'AH', 'T', 'S']",6,short
segmental,real,2.49,low,"['S', 'EH1', 'G', 'M', 'AH0', 'N', 'T', 'AH0', 'L']","['S', 'EH', 'G', 'M', 'AH', 'N', 'T', 'AH', 'L']",9,long
GASSER,real,2.24,low,"['G', 'AE1', 'S', 'ER0']","['G', 'AE', 'S', 'ER']",4,short
regal,real,3.34,low,"['R', 'IY1', 'G', 'AH0', 'L']","['R', 'IY', 'G', 'AH', 'L']",5,short
society,real,5.17,high,"['S', 'AH0', 'S', 'AY1', 'AH0', 'T', 'IY0']","['S', 'AH', 'S', 'AY', 'AH', 'T', 'IY']",7,long
sponger,real,1.22,low,"['S', 'P', 'AH1', 'NG', 'G', 'ER0']","['S', 'P', 'AH', 'NG', 'G', 'ER']",6,short
overprints,real,1.3,low,"['OW1', 'V', 'ER0', 'P', 'R', 'IH2', 'N', 'T', 'S']","['OW', 'V', 'ER', 'P', 'R', 'IH', 'N', 'T', 'S']",9,long
insolvent,real,2.86,low,"['IH0', 'N', 'S', 'AA1', 'L', 'V', 'AH0', 'N', 'T']","['IH', 'N', 'S', 'AA', 'L', 'V', 'AH', 'N', 'T']",9,long
arising,real,3.72,high,"['ER0', 'AY1', 'Z', 'IH0', 'NG']","['ER', 'AY', 'Z', 'IH', 'NG']",5,short
refresher,real,2.92,low,"['R', 'IH0', 'F', 'R', 'EH1', 'SH', 'ER0']","['R', 'IH', 'F', 'R', 'EH', 'SH', 'ER']",7,long
ambassadors,real,3.55,high,"['AE0', 'M', 'B', 'AE1', 'S', 'AH0', 'D', 'ER0', 'Z']","['AE', 'M', 'B', 'AE', 'S', 'AH', 'D', 'ER', 'Z']",9,long
autographs,real,3.12,low,"['AO1', 'T', 'AH0', 'G', 'R', 'AE2', 'F', 'S']","['AO', 'T', 'AH', 'G', 'R', 'AE', 'F', 'S']",8,long
desiccated,real,2.38,low,"['D', 'EH1', 'S', 'AH0', 'K', 'EY0', 'T', 'AH0', 'D']","['D', 'EH', 'S', 'AH', 'K', 'EY', 'T', 'AH', 'D']",9,long
sceptically,real,1.52,low,"['S', 'EH1', 'P', 'S', 'T', 'IH0', 'K', 'L', 'IY0']","['S', 'EH', 'P', 'S', 'T', 'IH', 'K', 'L', 'IY']",9,long
warder,real,2.34,low,"['W', 'AO1', 'R', 'D', 'ER0']","['W', 'AO', 'R', 'D', 'ER']",5,short
lengthened,real,2.89,low,"['L', 'EH1', 'NG', 'TH', 'AH0', 'N', 'D']","['L', 'EH', 'NG', 'TH', 'AH', 'N', 'D']",7,long
purist,real,2.59,low,"['P', 'Y', 'UH1', 'R', 'IH0', 'S', 'T']","['P', 'Y', 'UH', 'R', 'IH', 'S', 'T']",7,long
intersperse,real,1.63,low,"['IH2', 'N', 'T', 'ER0', 'S', 'P', 'ER1', 'S']","['IH', 'N', 'T', 'ER', 'S', 'P', 'ER', 'S']",8,long
rowdiest,real,1.4,low,"['R', 'OW1', 'D', 'IY0', 'AH0', 'S', 'T']","['R', 'OW', 'D', 'IY', 'AH', 'S', 'T']",7,long
sadder,real,2.95,low,"['S', 'AE1', 'D', 'ER0']","['S', 'AE', 'D', 'ER']",4,short
intrepidly,real,1.21,low,"['IH0', 'N', 'T', 'R', 'EH1', 'P', 'AH0', 'D', 'L', 'IY0']","['IH', 'N', 'T', 'R', 'EH', 'P', 'AH', 'D', 'L', 'IY']",10,long
hasten,real,2.93,low,"['HH', 'EY1', 'S', 'AH0', 'N']","['HH', 'EY', 'S', 'AH', 'N']",5,short
expedients,real,1.51,low,"['EH2', 'K', 'S', 'P', 'IY1', 'D', 'AH0', 'N', 'T', 'S']","['EH', 'K', 'S', 'P', 'IY', 'D', 'AH', 'N', 'T', 'S']",10,long
metric,real,3.88,high,"['M', 'EH1', 'T', 'R', 'IH0', 'K']","['M', 'EH', 'T', 'R', 'IH', 'K']",6,short
Presbyterians,real,2.7,low,"['P', 'R', 'EH2', 'S', 'B', 'IH0', 'T', 'IH1', 'R', 'IY0', 'AH0', 'N', 'Z']","['P', 'R', 'EH', 'S', 'B', 'IH', 'T', 'IH', 'R', 'IY', 'AH', 'N', 'Z']",13,long
betrayer,real,2.35,low,"['B', 'IH0', 'T', 'R', 'EY1', 'ER0']","['B', 'IH', 'T', 'R', 'EY', 'ER']",6,short
equerry,real,1.86,low,"['EH1', 'K', 'W', 'EH2', 'R', 'IY0']","['EH', 'K', 'W', 'EH', 'R', 'IY']",6,short
illuminating,real,3.21,low,"['IH0', 'L', 'UW1', 'M', 'AH0', 'N', 'EY2', 'T', 'IH0', 'NG']","['IH', 'L', 'UW', 'M', 'AH', 'N', 'EY', 'T', 'IH', 'NG']",10,long
deforestation,real,3.2,low,"['D', 'IH0', 'F', 'AO2', 'R', 'IH0', 'S', 'T', 'EY1', 'SH', 'AH0', 'N']","['D', 'IH', 'F', 'AO', 'R', 'IH', 'S', 'T', 'EY', 'SH', 'AH', 'N']",12,long
interfering,real,3.53,high,"['IH2', 'N', 'T', 'ER0', 'F', 'IH1', 'R', 'IH0', 'NG']","['IH', 'N', 'T', 'ER', 'F', 'IH', 'R', 'IH', 'NG']",9,long
episcopalians,real,2.27,low,"['IH0', 'P', 'IH2', 'S', 'K', 'AH0', 'P', 'EY1', 'L', 'IY0', 'AH0', 'N', 'Z']","['IH', 'P', 'IH', 'S', 'K', 'AH', 'P', 'EY', 'L', 'IY', 'AH', 'N', 'Z']",13,long
speculating,real,3.07,low,"['S', 'P', 'EH1', 'K', 'Y', 'AH0', 'L', 'EY2', 'T', 'IH0', 'NG']","['S', 'P', 'EH', 'K', 'Y', 'AH', 'L', 'EY', 'T', 'IH', 'NG']",11,long
embarking,real,3.16,low,"['EH0', 'M', 'B', 'AA1', 'R', 'K', 'IH0', 'NG']","['EH', 'M', 'B', 'AA', 'R', 'K', 'IH', 'NG']",8,long
inbound,real,3.25,low,"['IH0', 'N', 'B', 'AW1', 'N', 'D']","['IH', 'N', 'B', 'AW', 'N', 'D']",6,short
exposition,real,3.59,high,"['EH2', 'K', 'S', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['EH', 'K', 'S', 'P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",10,long
pregnancy,real,4.33,high,"['P', 'R', 'EH1', 'G', 'N', 'AH0', 'N', 'S', 'IY0']","['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'S', 'IY']",9,long
ejects,real,2.15,low,"['IH0', 'JH', 'EH1', 'K', 'T', 'S']","['IH', 'JH', 'EH', 'K', 'T', 'S']",6,short
overrate,real,1.96,low,"['OW2', 'V', 'ER0', 'R', 'EY1', 'T']","['OW', 'V', 'ER', 'R', 'EY', 'T']",6,short
apportioned,real,2.46,low,"['AH0', 'P', 'AO1', 'R', 'SH', 'AH0', 'N', 'D']","['AH', 'P', 'AO', 'R', 'SH', 'AH', 'N', 'D']",8,long
modesty,real,3.24,low,"['M', 'AA1', 'D', 'AH0', 'S', 'T', 'IY0']","['M', 'AA', 'D', 'AH', 'S', 'T', 'IY']",7,long
metabolize,real,2.46,low,"['M', 'AH0', 'T', 'AE1', 'B', 'AH0', 'L', 'AY2', 'Z']","['M', 'AH', 'T', 'AE', 'B', 'AH', 'L', 'AY', 'Z']",9,long
prefects,real,2.29,low,"['P', 'R', 'IY1', 'F', 'EH2', 'K', 'T', 'S']","['P', 'R', 'IY', 'F', 'EH', 'K', 'T', 'S']",8,long
odiously,real,1.04,low,"['OW1', 'D', 'IY0', 'AH0', 'S', 'L', 'IY0']","['OW', 'D', 'IY', 'AH', 'S', 'L', 'IY']",7,long
joyous,real,3.33,low,"['JH', 'OY1', 'AH0', 'S']","['JH', 'OY', 'AH', 'S']",4,short
sinners,real,3.43,low,"['S', 'IH1', 'N', 'ER0', 'Z']","['S', 'IH', 'N', 'ER', 'Z']",5,short
dyspepsia,real,2.07,low,"['D', 'IH0', 'S', 'P', 'EH1', 'S', 'IY0', 'AH0']","['D', 'IH', 'S', 'P', 'EH', 'S', 'IY', 'AH']",8,long
preceptor,real,2.29,low,"['P', 'R', 'IH0', 'S', 'EH1', 'P', 'T', 'ER0']","['P', 'R', 'IH', 'S', 'EH', 'P', 'T', 'ER']",8,long
misdemeanour,real,2.21,low,"['M', 'IH0', 'S', 'D', 'IH0', 'M', 'EH1', 'N', 'ER0']","['M', 'IH', 'S', 'D', 'IH', 'M', 'EH', 'N', 'ER']",9,long
commentate,real,2.23,low,"['K', 'AA1', 'M', 'AH0', 'N', 'T', 'EY2', 'T']","['K', 'AA', 'M', 'AH', 'N', 'T', 'EY', 'T']",8,long
aptitude,real,3.2,low,"['AE1', 'P', 'T', 'AH0', 'T', 'UW2', 'D']","['AE', 'P', 'T', 'AH', 'T', 'UW', 'D']",7,long
inconvenience,real,3.69,high,"['IH2', 'N', 'K', 'AH0', 'N', 'V', 'IY1', 'N', 'Y', 'AH0', 'N', 'S']","['IH', 'N', 'K', 'AH', 'N', 'V', 'IY', 'N', 'Y', 'AH', 'N', 'S']",12,long
fateful,real,3.06,low,"['F', 'EY1', 'T', 'F', 'AH0', 'L']","['F', 'EY', 'T', 'F', 'AH', 'L']",6,short
crosser,real,2.09,low,"['K', 'R', 'AO1', 'S', 'ER0']","['K', 'R', 'AO', 'S', 'ER']",5,short
residents,real,4.64,high,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'T', 'S']","['R', 'EH', 'Z', 'IH', 'D', 'AH', 'N', 'T', 'S']",9,long
grotesquely,real,2.35,low,"['G', 'R', 'OW0', 'T', 'EH1', 'S', 'K', 'L', 'IY0']","['G', 'R', 'OW', 'T', 'EH', 'S', 'K', 'L', 'IY']",9,long
oversold,real,2.47,low,"['OW1', 'V', 'ER0', 'S', 'OW1', 'L', 'D']","['OW', 'V', 'ER', 'S', 'OW', 'L', 'D']",7,long
neuron,real,3.16,low,"['N', 'UH1', 'R', 'AA0', 'N']","['N', 'UH', 'R', 'AA', 'N']",5,short
reddish,real,3.39,low,"['R', 'EH1', 'D', 'IH0', 'SH']","['R', 'EH', 'D', 'IH', 'SH']",5,short
breakage,real,2.9,low,"['B', 'R', 'EY1', 'K', 'IH0', 'JH']","['B', 'R', 'EY', 'K', 'IH', 'JH']",6,short
grosser,real,2.56,low,"['G', 'R', 'OW1', 'S', 'ER0']","['G', 'R', 'OW', 'S', 'ER']",5,short
concomitant,real,2.75,low,"['K', 'AA2', 'N', 'K', 'AA1', 'M', 'AH0', 'T', 'AH0', 'N', 'T']","['K', 'AA', 'N', 'K', 'AA', 'M', 'AH', 'T', 'AH', 'N', 'T']",11,long
nonviolence,real,2.69,low,"['N', 'AA0', 'N', 'V', 'AY1', 'AH0', 'L', 'AH0', 'N', 'S']","['N', 'AA', 'N', 'V', 'AY', 'AH', 'L', 'AH', 'N', 'S']",10,long
halftones,real,1.29,low,"['HH', 'AE1', 'F', 'T', 'OW2', 'N', 'Z']","['HH', 'AE', 'F', 'T', 'OW', 'N', 'Z']",7,long
pithy,real,2.61,low,"['P', 'IH1', 'TH', 'IY0']","['P', 'IH', 'TH', 'IY']",4,short
pretension,real,2.34,low,"['P', 'R', 'IY0', 'T', 'EH1', 'N', 'SH', 'AH0', 'N']","['P', 'R', 'IY', 'T', 'EH', 'N', 'SH', 'AH', 'N']",9,long
pitcher,real,3.79,high,"['P', 'IH1', 'CH', 'ER0']","['P', 'IH', 'CH', 'ER']",4,short
virulence,real,2.6,low,"['V', 'IH1', 'R', 'AH0', 'L', 'AH0', 'N', 'S']","['V', 'IH', 'R', 'AH', 'L', 'AH', 'N', 'S']",8,long
bootees,real,1.24,low,"['B', 'UW1', 'T', 'IY2', 'Z']","['B', 'UW', 'T', 'IY', 'Z']",5,short
trapper's,real,1.57,low,"['T', 'R', 'AE1', 'P', 'ER0', 'Z']","['T', 'R', 'AE', 'P', 'ER', 'Z']",6,short
remove,real,4.71,high,"['R', 'IY0', 'M', 'UW1', 'V']","['R', 'IY', 'M', 'UW', 'V']",5,short
resentment,real,3.61,high,"['R', 'IH0', 'Z', 'EH1', 'N', 'T', 'M', 'AH0', 'N', 'T']","['R', 'IH', 'Z', 'EH', 'N', 'T', 'M', 'AH', 'N', 'T']",10,long
sevenths,real,1.69,low,"['S', 'EH1', 'V', 'AH0', 'N', 'TH', 'S']","['S', 'EH', 'V', 'AH', 'N', 'TH', 'S']",7,long
hectically,real,1.04,low,"['HH', 'EH1', 'K', 'T', 'IH0', 'K', 'L', 'IY0']","['HH', 'EH', 'K', 'T', 'IH', 'K', 'L', 'IY']",8,long
Rwandans,real,1.96,low,"['R', 'AH0', 'W', 'AA1', 'N', 'D', 'AH0', 'N', 'Z']","['R', 'AH', 'W', 'AA', 'N', 'D', 'AH', 'N', 'Z']",9,long
sixty,real,3.93,high,"['S', 'IH1', 'K', 'S', 'T', 'IY0']","['S', 'IH', 'K', 'S', 'T', 'IY']",6,short
sardonically,real,1.95,low,"['S', 'AA0', 'R', 'D', 'AA1', 'N', 'IH0', 'K', 'AH0', 'L', 'IY0']","['S', 'AA', 'R', 'D', 'AA', 'N', 'IH', 'K', 'AH', 'L', 'IY']",11,long
theorist,real,3.16,low,"['TH', 'IY1', 'ER0', 'IH0', 'S', 'T']","['TH', 'IY', 'ER', 'IH', 'S', 'T']",6,short
patricians,real,2.24,low,"['P', 'AH0', 'T', 'R', 'IH1', 'SH', 'AH0', 'N', 'Z']","['P', 'AH', 'T', 'R', 'IH', 'SH', 'AH', 'N', 'Z']",9,long
unofficial,real,3.66,high,"['AH2', 'N', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'L']","['AH', 'N', 'AH', 'F', 'IH', 'SH', 'AH', 'L']",8,long
