Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
westphalia,real,2.64,low,"['W', 'EH1', 'S', 'T', 'F', 'EY2', 'L', 'IY0', 'AH0']","['W', 'EH', 'S', 'T', 'F', 'EY', 'L', 'IY', 'AH']",9,long
westport,real,2.97,low,"['W', 'EH1', 'S', 'T', 'P', 'AO2', 'R', 'T']","['W', 'EH', 'S', 'T', 'P', 'AO', 'R', 'T']",8,long
westwood,real,3.31,low,"['W', 'EH1', 'S', 'T', 'W', 'UH2', 'D']","['W', 'EH', 'S', 'T', 'W', 'UH', 'D']",7,long
wet,real,4.54,high,"['W', 'EH1', 'T']","['W', 'EH', 'T']",3,short
whack,real,3.43,low,"['W', 'AE1', 'K']","['W', 'AE', 'K']",3,short
whaddya,real,2.18,low,"['HH', 'AA1', 'D', 'IY0', 'AH0']","['HH', 'AA', 'D', 'IY', 'AH']",5,short
whale,real,3.98,high,"['W', 'EY1', 'L']","['W', 'EY', 'L']",3,short
wham,real,2.78,low,"['W', 'AE1', 'M']","['W', 'AE', 'M']",3,short
wharf,real,3.48,low,"['W', 'AO1', 'R', 'F']","['W', 'AO', 'R', 'F']",4,short
wheaton,real,3.02,low,"['W', 'IY1', 'T', 'AH0', 'N']","['W', 'IY', 'T', 'AH', 'N']",5,short
whee,real,2.21,low,"['W', 'IY1']","['W', 'IY']",2,short
wheedle,real,1.77,low,"['W', 'IY1', 'D', 'AH0', 'L']","['W', 'IY', 'D', 'AH', 'L']",5,short
whelan,real,2.93,low,"['W', 'EH1', 'L', 'AH0', 'N']","['W', 'EH', 'L', 'AH', 'N']",5,short
whelk,real,1.9,low,"['W', 'EH1', 'L', 'K']","['W', 'EH', 'L', 'K']",4,short
whelp,real,2.49,low,"['W', 'EH1', 'L', 'P']","['W', 'EH', 'L', 'P']",4,short
wherry,real,1.95,low,"['W', 'EH1', 'R', 'IY0']","['W', 'EH', 'R', 'IY']",4,short
whet,real,2.62,low,"['W', 'EH1', 'T']","['W', 'EH', 'T']",3,short
whiff,real,3.22,low,"['W', 'IH1', 'F']","['W', 'IH', 'F']",3,short
whimper,real,2.71,low,"['W', 'IH1', 'M', 'P', 'ER0']","['W', 'IH', 'M', 'P', 'ER']",5,short
whine,real,3.28,low,"['W', 'AY1', 'N']","['W', 'AY', 'N']",3,short
whinny,real,1.97,low,"['W', 'IH1', 'N', 'IY0']","['W', 'IH', 'N', 'IY']",4,short
whippet,real,2.25,low,"['W', 'IH1', 'P', 'IH0', 'T']","['W', 'IH', 'P', 'IH', 'T']",5,short
whip,real,4.01,high,"['W', 'IH1', 'P']","['W', 'IH', 'P']",3,short
whipple,real,2.66,low,"['W', 'IH1', 'P', 'AH0', 'L']","['W', 'IH', 'P', 'AH', 'L']",5,short
whirligig,real,1.83,low,"['W', 'ER1', 'L', 'IH0', 'G', 'R', 'IY0']","['W', 'ER', 'L', 'IH', 'G', 'R', 'IY']",7,long
whirl,real,2.96,low,"['W', 'ER1', 'L']","['W', 'ER', 'L']",3,short
whirr,real,2.01,low,"['W', 'ER1']","['W', 'ER']",2,short
whisky,real,3.63,high,"['W', 'IH1', 'S', 'K', 'IY0']","['W', 'IH', 'S', 'K', 'IY']",5,short
whisk,real,3.11,low,"['W', 'IH1', 'S', 'K']","['W', 'IH', 'S', 'K']",4,short
whist,real,2.4,low,"['W', 'IH1', 'S', 'T']","['W', 'IH', 'S', 'T']",4,short
whistle,real,3.88,high,"['W', 'IH1', 'S', 'AH0', 'L']","['W', 'IH', 'S', 'AH', 'L']",5,short
whit,real,3.14,low,"['W', 'IH1', 'T']","['W', 'IH', 'T']",3,short
whitfield,real,2.95,low,"['W', 'IH1', 'T', 'F', 'IY0', 'L', 'D']","['W', 'IH', 'T', 'F', 'IY', 'L', 'D']",7,long
whittaker,real,3.01,low,"['W', 'IH1', 'T', 'AH0', 'K', 'ER0']","['W', 'IH', 'T', 'AH', 'K', 'ER']",6,short
whittle,real,2.83,low,"['W', 'IH1', 'T', 'AH0', 'L']","['W', 'IH', 'T', 'AH', 'L']",5,short
whizz,real,2.49,low,"['W', 'IH1', 'Z']","['W', 'IH', 'Z']",3,short
whoop,real,3.2,low,"['W', 'UW1', 'P']","['W', 'UW', 'P']",3,short
whoosh,real,2.75,low,"['W', 'UW1', 'SH']","['W', 'UW', 'SH']",3,short
whop,real,1.81,low,"['W', 'AA1', 'P']","['W', 'AA', 'P']",3,short
why,real,5.93,high,"['W', 'AY1']","['W', 'AY']",2,short
wick,real,3.34,low,"['W', 'IH1', 'K']","['W', 'IH', 'K']",3,short
wide,real,4.96,high,"['W', 'AY1', 'D']","['W', 'AY', 'D']",3,short
widgeon,real,1.7,low,"['W', 'IH1', 'JH', 'D']","['W', 'IH', 'JH', 'D']",4,short
wield,real,3.21,low,"['W', 'IY1', 'L', 'D']","['W', 'IY', 'L', 'D']",4,short
wig,real,3.64,high,"['W', 'IH1', 'G']","['W', 'IH', 'G']",3,short
wiggle,real,3.26,low,"['W', 'IH1', 'G', 'AH0', 'L']","['W', 'IH', 'G', 'AH', 'L']",5,short
wight,real,3.23,low,"['W', 'AY1', 'T']","['W', 'AY', 'T']",3,short
wigwam,real,2.28,low,"['W', 'IH1', 'G', 'W', 'AA0', 'M']","['W', 'IH', 'G', 'W', 'AA', 'M']",6,short
wilcox,real,3.29,low,"['W', 'IH1', 'L', 'K', 'AA0', 'K', 'S']","['W', 'IH', 'L', 'K', 'AA', 'K', 'S']",7,long
wilde,real,3.43,low,"['W', 'AY1', 'L', 'D']","['W', 'AY', 'L', 'D']",4,short
wildebeest,real,2.52,low,"['W', 'AY1', 'L', 'D', 'IH0', 'B', 'AH0', 'S', 'T']","['W', 'AY', 'L', 'D', 'IH', 'B', 'AH', 'S', 'T']",9,long
wild,real,4.8,high,"['W', 'AY1', 'L', 'D']","['W', 'AY', 'L', 'D']",4,short
wilfrid,real,2.72,low,"['W', 'IH1', 'L', 'F', 'R', 'IH0', 'D']","['W', 'IH', 'L', 'F', 'R', 'IH', 'D']",7,long
wilkes,real,3.27,low,"['W', 'IH1', 'L', 'K', 'S']","['W', 'IH', 'L', 'K', 'S']",5,short
wilkinson,real,3.53,high,"['W', 'IH1', 'L', 'K', 'AH0', 'N', 'S', 'AH0', 'N']","['W', 'IH', 'L', 'K', 'AH', 'N', 'S', 'AH', 'N']",9,long
willa,real,2.77,low,"['W', 'IH1', 'L', 'AH0']","['W', 'IH', 'L', 'AH']",4,short
willard,real,3.31,low,"['W', 'IH1', 'L', 'ER0', 'D']","['W', 'IH', 'L', 'ER', 'D']",5,short
willcox,real,2.43,low,"['W', 'IH1', 'L', 'K', 'AA2', 'K', 'S']","['W', 'IH', 'L', 'K', 'AA', 'K', 'S']",7,long
willett,real,2.6,low,"['W', 'IH1', 'L', 'IH0', 'T']","['W', 'IH', 'L', 'IH', 'T']",5,short
william,real,4.88,high,"['W', 'IH1', 'L', 'Y', 'AH0', 'M']","['W', 'IH', 'L', 'Y', 'AH', 'M']",6,short
williams,real,4.67,high,"['W', 'IH1', 'L', 'Y', 'AH0', 'M', 'Z']","['W', 'IH', 'L', 'Y', 'AH', 'M', 'Z']",7,long
williamson,real,3.6,high,"['W', 'IH1', 'L', 'Y', 'AH0', 'M', 'S', 'AH0', 'N']","['W', 'IH', 'L', 'Y', 'AH', 'M', 'S', 'AH', 'N']",9,long
willies,real,2.31,low,"['W', 'IH1', 'L', 'IY0', 'Z']","['W', 'IH', 'L', 'IY', 'Z']",5,short
wilmington,real,3.43,low,"['W', 'IH1', 'L', 'M', 'IH0', 'NG', 'T', 'AH0', 'N']","['W', 'IH', 'L', 'M', 'IH', 'NG', 'T', 'AH', 'N']",9,long
wilshire,real,2.93,low,"['W', 'IH1', 'L', 'SH', 'AY2', 'R']","['W', 'IH', 'L', 'SH', 'AY', 'R']",6,short
wilt,real,3.22,low,"['W', 'IH1', 'L', 'T']","['W', 'IH', 'L', 'T']",4,short
wilton,real,3.04,low,"['W', 'IH1', 'L', 'T', 'AH0', 'N']","['W', 'IH', 'L', 'T', 'AH', 'N']",6,short
wimple,real,1.7,low,"['W', 'IH1', 'M', 'P', 'AH0', 'L']","['W', 'IH', 'M', 'P', 'AH', 'L']",6,short
wince,real,2.61,low,"['W', 'IH1', 'N', 'S']","['W', 'IH', 'N', 'S']",4,short
winch,real,3.04,low,"['W', 'IH1', 'N', 'CH']","['W', 'IH', 'N', 'CH']",4,short
windlass,real,2.01,low,"['W', 'IH1', 'N', 'D', 'L', 'AH0', 'S']","['W', 'IH', 'N', 'D', 'L', 'AH', 'S']",7,long
winfield,real,2.84,low,"['W', 'IH1', 'N', 'F', 'IY2', 'L', 'D']","['W', 'IH', 'N', 'F', 'IY', 'L', 'D']",7,long
winkle,real,2.71,low,"['W', 'IH1', 'NG', 'K', 'AH0', 'L']","['W', 'IH', 'NG', 'K', 'AH', 'L']",6,short
wink,real,3.5,low,"['W', 'IH1', 'NG', 'K']","['W', 'IH', 'NG', 'K']",4,short
winnow,real,1.88,low,"['W', 'IH1', 'N', 'OW2']","['W', 'IH', 'N', 'OW']",4,short
winslow,real,3.2,low,"['W', 'IH1', 'N', 'Z', 'L', 'OW0']","['W', 'IH', 'N', 'Z', 'L', 'OW']",6,short
wipe,real,4.01,high,"['W', 'AY1', 'P']","['W', 'AY', 'P']",3,short
wis,real,3.24,low,"['W', 'IH1', 'S']","['W', 'IH', 'S']",3,short
wise,real,4.51,high,"['W', 'AY1', 'Z']","['W', 'AY', 'Z']",3,short
wisteria,real,2.57,low,"['W', 'IH1', 'S', 'T', 'ER0', 'IY0', 'AH0']","['W', 'IH', 'S', 'T', 'ER', 'IY', 'AH']",7,long
witch,real,4.11,high,"['W', 'IH1', 'CH']","['W', 'IH', 'CH']",3,short
withe,real,2.11,low,"['W', 'IH1', 'TH']","['W', 'IH', 'TH']",3,short
wither,real,3.02,low,"['W', 'IH1', 'DH', 'ER0']","['W', 'IH', 'DH', 'ER']",4,short
witherspoon,real,2.9,low,"['W', 'IH1', 'DH', 'ER0', 'S', 'P', 'UW2', 'N']","['W', 'IH', 'DH', 'ER', 'S', 'P', 'UW', 'N']",8,long
withy,real,1.81,low,"['W', 'IH1', 'TH', 'IY0']","['W', 'IH', 'TH', 'IY']",4,short
wizard,real,3.93,high,"['W', 'IH1', 'Z', 'ER0', 'D']","['W', 'IH', 'Z', 'ER', 'D']",5,short
woad,real,1.87,low,"['W', 'OW1', 'D']","['W', 'OW', 'D']",3,short
wobble,real,3.02,low,"['W', 'AA1', 'B', 'AH0', 'L']","['W', 'AA', 'B', 'AH', 'L']",5,short
woe,real,3.31,low,"['W', 'OW1']","['W', 'OW']",2,short
wold,real,2.68,low,"['W', 'OW1', 'L', 'D']","['W', 'OW', 'L', 'D']",4,short
wolfe,real,3.41,low,"['W', 'UH1', 'L', 'F']","['W', 'UH', 'L', 'F']",4,short
vive,real,2.93,low,"['V', 'IY1', 'V']","['V', 'IY', 'V']",3,short
vixen,real,2.94,low,"['V', 'IH1', 'K', 'S', 'IH0', 'N']","['V', 'IH', 'K', 'S', 'IH', 'N']",6,short
viz,real,3.19,low,"['V', 'IH1', 'Z']","['V', 'IH', 'Z']",3,short
vizier,real,2.6,low,"['V', 'AY1', 'Z', 'IY0', 'ER0']","['V', 'AY', 'Z', 'IY', 'ER']",5,short
vocation,real,3.2,low,"['V', 'OW0', 'K', 'EY1', 'SH', 'AH0', 'N']","['V', 'OW', 'K', 'EY', 'SH', 'AH', 'N']",7,long
voce,real,2.55,low,"['V', 'OW1', 'S']","['V', 'OW', 'S']",3,short
vodka,real,3.83,high,"['V', 'AA1', 'D', 'K', 'AH0']","['V', 'AA', 'D', 'K', 'AH']",5,short
vogue,real,3.71,high,"['V', 'OW1', 'G']","['V', 'OW', 'G']",3,short
voice,real,5.07,high,"['V', 'OY1', 'S']","['V', 'OY', 'S']",3,short
void,real,4.01,high,"['V', 'OY1', 'D']","['V', 'OY', 'D']",3,short
vol,real,4.41,high,"['V', 'OW1', 'L']","['V', 'OW', 'L']",3,short
vole,real,2.64,low,"['V', 'OW1', 'L']","['V', 'OW', 'L']",3,short
volley,real,3.24,low,"['V', 'AA1', 'L', 'IY0']","['V', 'AA', 'L', 'IY']",4,short
volta,real,2.98,low,"['V', 'OW1', 'L', 'T', 'AH0']","['V', 'OW', 'L', 'T', 'AH']",5,short
voltaire,real,3.05,low,"['V', 'OW0', 'L', 'T', 'EH1', 'R']","['V', 'OW', 'L', 'T', 'EH', 'R']",6,short
volute,real,1.79,low,"['V', 'AA0', 'L', 'UW1', 'T']","['V', 'AA', 'L', 'UW', 'T']",5,short
vomit,real,3.53,high,"['V', 'AA1', 'M', 'AH0', 'T']","['V', 'AA', 'M', 'AH', 'T']",5,short
von,real,4.17,high,"['V', 'AO1', 'N']","['V', 'AO', 'N']",3,short
vortex,real,3.47,low,"['V', 'AO1', 'R', 'T', 'EH0', 'K', 'S']","['V', 'AO', 'R', 'T', 'EH', 'K', 'S']",7,long
vortices,real,2.47,low,"['V', 'AO1', 'R', 'T', 'IH0', 'S', 'IH0', 'Z']","['V', 'AO', 'R', 'T', 'IH', 'S', 'IH', 'Z']",8,long
votary,real,1.32,low,"['V', 'AA1', 'T', 'ER0', 'IY0']","['V', 'AA', 'T', 'ER', 'IY']",5,short
vox,real,3.23,low,"['V', 'AA1', 'K', 'S']","['V', 'AA', 'K', 'S']",4,short
voyage,real,3.89,high,"['V', 'OY1', 'AH0', 'JH']","['V', 'OY', 'AH', 'JH']",4,short
voyeur,real,2.68,low,"['V', 'OY2', 'Y', 'UW1', 'R']","['V', 'OY', 'Y', 'UW', 'R']",5,short
vue,real,2.87,low,"['V', 'Y', 'UW1']","['V', 'Y', 'UW']",3,short
waist,real,3.96,high,"['W', 'EY1', 'S', 'T']","['W', 'EY', 'S', 'T']",4,short
waldo,real,3.28,low,"['W', 'AA1', 'L', 'D', 'OW0']","['W', 'AA', 'L', 'D', 'OW']",5,short
wank,real,2.94,low,"['W', 'AA1', 'NG', 'K']","['W', 'AA', 'NG', 'K']",4,short
wanton,real,2.86,low,"['W', 'AO1', 'N', 'T', 'AH0', 'N']","['W', 'AO', 'N', 'T', 'AH', 'N']",6,short
warwick,real,3.52,high,"['W', 'AO1', 'R', 'W', 'IH0', 'K']","['W', 'AO', 'R', 'W', 'IH', 'K']",6,short
warwickshire,real,3.11,low,"['W', 'AO1', 'R', 'CH', 'W', 'AY2', 'R', 'S', 'K']","['W', 'AO', 'R', 'CH', 'W', 'AY', 'R', 'S', 'K']",9,long
waver,real,2.75,low,"['W', 'EY1', 'V', 'ER0']","['W', 'EY', 'V', 'ER']",4,short
waymouth,real,1.6,low,"['W', 'EY1', 'M', 'AW2', 'TH']","['W', 'EY', 'M', 'AW', 'TH']",5,short
weary,real,3.61,high,"['W', 'IH1', 'R', 'IY0']","['W', 'IH', 'R', 'IY']",4,short
web,real,4.74,high,"['W', 'EH1', 'B']","['W', 'EH', 'B']",3,short
wendell,real,3.24,low,"['W', 'EH1', 'N', 'D', 'AH0', 'L']","['W', 'EH', 'N', 'D', 'AH', 'L']",6,short
wharton,real,3.22,low,"['W', 'AO1', 'R', 'T', 'AH0', 'N']","['W', 'AO', 'R', 'T', 'AH', 'N']",6,short
whitlow,real,1.9,low,"['W', 'IH1', 'T', 'L', 'OW2']","['W', 'IH', 'T', 'L', 'OW']",5,short
wit,real,3.96,high,"['W', 'IH1', 'T']","['W', 'IH', 'T']",3,short
wasp,real,3.35,low,"['W', 'AA1', 'S', 'P']","['W', 'AA', 'S', 'P']",4,short
wassail,real,1.84,low,"['W', 'AO1', 'S', 'T', 'EY2', 'L']","['W', 'AO', 'S', 'T', 'EY', 'L']",6,short
wast,real,2.47,low,"['W', 'AA1', 'S', 'T']","['W', 'AA', 'S', 'T']",4,short
wastrel,real,1.76,low,"['W', 'AA1', 'S', 'T', 'R', 'AH0', 'L']","['W', 'AA', 'S', 'T', 'R', 'AH', 'L']",7,long
watch,real,5.34,high,"['W', 'AA1', 'CH']","['W', 'AA', 'CH']",3,short
watling,real,2.32,low,"['W', 'AO1', 'T', 'AH0', 'L', 'IH0', 'NG']","['W', 'AO', 'T', 'AH', 'L', 'IH', 'NG']",7,long
wattle,real,2.52,low,"['W', 'AA1', 'T', 'AH0', 'L']","['W', 'AA', 'T', 'AH', 'L']",5,short
watt,real,3.69,high,"['W', 'AA1', 'T']","['W', 'AA', 'T']",3,short
wax,real,3.92,high,"['W', 'AE1', 'K', 'S']","['W', 'AE', 'K', 'S']",4,short
weal,real,2.18,low,"['W', 'IY1', 'L']","['W', 'IY', 'L']",3,short
weald,real,2.3,low,"['W', 'IY1', 'L', 'D']","['W', 'IY', 'L', 'D']",4,short
wean,real,2.72,low,"['W', 'IY1', 'N']","['W', 'IY', 'N']",3,short
weasel,real,3.19,low,"['W', 'IY1', 'Z', 'AH0', 'L']","['W', 'IY', 'Z', 'AH', 'L']",5,short
webb,real,3.77,high,"['W', 'EH1', 'B']","['W', 'EH', 'B']",3,short
webber,real,3.35,low,"['W', 'EH1', 'B', 'ER0']","['W', 'EH', 'B', 'ER']",4,short
weber,real,3.6,high,"['W', 'EH1', 'B', 'ER0']","['W', 'EH', 'B', 'ER']",4,short
wedge,real,3.62,high,"['W', 'EH1', 'JH']","['W', 'EH', 'JH']",3,short
wedgwood,real,2.65,low,"['W', 'EH1', 'JH', 'W', 'UH2', 'D']","['W', 'EH', 'JH', 'W', 'UH', 'D']",6,short
wed,real,3.66,high,"['W', 'EH1', 'D']","['W', 'EH', 'D']",3,short
weed,real,4.27,high,"['W', 'IY1', 'D']","['W', 'IY', 'D']",3,short
wee,real,3.87,high,"['W', 'IY1']","['W', 'IY']",2,short
weep,real,3.37,low,"['W', 'IY1', 'P']","['W', 'IY', 'P']",3,short
weevil,real,2.73,low,"['W', 'IY1', 'V', 'AH0', 'L']","['W', 'IY', 'V', 'AH', 'L']",5,short
weft,real,2.45,low,"['W', 'EH1', 'F', 'T']","['W', 'EH', 'F', 'T']",4,short
weil,real,2.94,low,"['W', 'AY1', 'L']","['W', 'AY', 'L']",3,short
weinberg,real,2.91,low,"['W', 'AY1', 'N', 'B', 'ER0', 'G']","['W', 'AY', 'N', 'B', 'ER', 'G']",6,short
weinstein,real,3.25,low,"['W', 'AY1', 'N', 'S', 'T', 'AY2', 'N']","['W', 'AY', 'N', 'S', 'T', 'AY', 'N']",7,long
weiss,real,3.51,high,"['W', 'AY1', 'S']","['W', 'AY', 'S']",3,short
weissman,real,2.35,low,"['W', 'AY1', 'S', 'M', 'AH0', 'N']","['W', 'AY', 'S', 'M', 'AH', 'N']",6,short
welch,real,3.37,low,"['W', 'EH1', 'L', 'CH']","['W', 'EH', 'L', 'CH']",4,short
weldon,real,2.8,low,"['W', 'EH1', 'L', 'D', 'AH0', 'N']","['W', 'EH', 'L', 'D', 'AH', 'N']",6,short
weld,real,3.33,low,"['W', 'EH1', 'L', 'D']","['W', 'EH', 'L', 'D']",4,short
welkin,real,1.79,low,"['W', 'EH1', 'L', 'K', 'IH0', 'N']","['W', 'EH', 'L', 'K', 'IH', 'N']",6,short
well,real,6.03,high,"['W', 'EH1', 'L']","['W', 'EH', 'L']",3,short
wellesley,real,2.97,low,"['W', 'EH1', 'L', 'Z', 'L', 'IY0']","['W', 'EH', 'L', 'Z', 'L', 'IY']",6,short
wellington,real,3.82,high,"['W', 'EH1', 'L', 'IH0', 'NG', 'T', 'AH0', 'N']","['W', 'EH', 'L', 'IH', 'NG', 'T', 'AH', 'N']",8,long
welsh,real,4.15,high,"['W', 'EH1', 'L', 'CH']","['W', 'EH', 'L', 'CH']",4,short
welter,real,2.46,low,"['W', 'EH1', 'L', 'T', 'ER0']","['W', 'EH', 'L', 'T', 'ER']",5,short
wen,real,3.49,low,"['W', 'EH1', 'N']","['W', 'EH', 'N']",3,short
wench,real,2.67,low,"['W', 'EH1', 'N', 'CH']","['W', 'EH', 'N', 'CH']",4,short
wend,real,2.12,low,"['W', 'EH1', 'N', 'D']","['W', 'EH', 'N', 'D']",4,short
wensleydale,real,2.06,low,"['W', 'EH1', 'N', 'Z', 'AH0', 'L', 'D', 'EY2']","['W', 'EH', 'N', 'Z', 'AH', 'L', 'D', 'EY']",8,long
wentworth,real,3.2,low,"['W', 'EH1', 'N', 'T', 'W', 'ER1', 'TH']","['W', 'EH', 'N', 'T', 'W', 'ER', 'TH']",7,long
werewolf,real,3.33,low,"['W', 'EH1', 'R', 'W', 'UH2', 'L', 'F']","['W', 'EH', 'R', 'W', 'UH', 'L', 'F']",7,long
werner,real,3.34,low,"['W', 'ER1', 'N', 'ER0']","['W', 'ER', 'N', 'ER']",4,short
wert,real,2.37,low,"['W', 'ER1', 'T']","['W', 'ER', 'T']",3,short
vapor,real,3.56,high,"['V', 'EY1', 'P', 'ER0']","['V', 'EY', 'P', 'ER']",4,short
varian,real,2.56,low,"['V', 'EH1', 'R', 'IY0', 'AH0', 'N']","['V', 'EH', 'R', 'IY', 'AH', 'N']",6,short
variegate,real,1.14,low,"['V', 'EH1', 'R', 'IH0', 'G', 'EY0', 'T']","['V', 'EH', 'R', 'IH', 'G', 'EY', 'T']",7,long
varmint,real,2.15,low,"['V', 'AA1', 'R', 'M', 'IH0', 'N', 'T']","['V', 'AA', 'R', 'M', 'IH', 'N', 'T']",7,long
varnish,real,3.03,low,"['V', 'AA1', 'R', 'N', 'IH0', 'SH']","['V', 'AA', 'R', 'N', 'IH', 'SH']",6,short
vasa,real,2.29,low,"['V', 'AA1', 'S', 'AH0']","['V', 'AA', 'S', 'AH']",4,short
vassal,real,2.92,low,"['V', 'AE1', 'S', 'AH0', 'L']","['V', 'AE', 'S', 'AH', 'L']",5,short
vat,real,3.54,high,"['V', 'AE1', 'T']","['V', 'AE', 'T']",3,short
vaughan,real,3.43,low,"['V', 'AO1', 'N']","['V', 'AO', 'N']",3,short
vaughn,real,3.32,low,"['V', 'AO1', 'N']","['V', 'AO', 'N']",3,short
vault,real,3.9,high,"['V', 'AO1', 'L', 'T']","['V', 'AO', 'L', 'T']",4,short
vaunt,real,1.39,low,"['V', 'AO1', 'N', 'T']","['V', 'AO', 'N', 'T']",4,short
vegan,real,3.95,high,"['V', 'EH1', 'G', 'AH0', 'N']","['V', 'EH', 'G', 'AH', 'N']",5,short
velasquez,real,2.66,low,"['V', 'EH0', 'L', 'AE1', 'S', 'K', 'EH0', 'Z']","['V', 'EH', 'L', 'AE', 'S', 'K', 'EH', 'Z']",8,long
veld,real,2.28,low,"['V', 'EH1', 'L', 'D']","['V', 'EH', 'L', 'D']",4,short
veldt,real,1.91,low,"['V', 'EH1', 'L', 'T']","['V', 'EH', 'L', 'T']",4,short
venable,real,2.27,low,"['V', 'EH1', 'N', 'AH0', 'B', 'AH0', 'L']","['V', 'EH', 'N', 'AH', 'B', 'AH', 'L']",7,long
vend,real,2.0,low,"['V', 'EH1', 'N', 'D']","['V', 'EH', 'N', 'D']",4,short
vendetta,real,3.17,low,"['V', 'EH0', 'N', 'D', 'EH1', 'T', 'AH0']","['V', 'EH', 'N', 'D', 'EH', 'T', 'AH']",7,long
veneer,real,3.13,low,"['V', 'AH0', 'N', 'IH1', 'R']","['V', 'AH', 'N', 'IH', 'R']",5,short
venn,real,2.75,low,"['V', 'EH1', 'N']","['V', 'EH', 'N']",3,short
venom,real,3.57,high,"['V', 'EH1', 'N', 'AH0', 'M']","['V', 'EH', 'N', 'AH', 'M']",5,short
vent,real,3.8,high,"['V', 'EH1', 'N', 'T']","['V', 'EH', 'N', 'T']",4,short
ventura,real,3.34,low,"['V', 'EH0', 'N', 'CH', 'ER1', 'AH0']","['V', 'EH', 'N', 'CH', 'ER', 'AH']",6,short
venturi,real,2.54,low,"['V', 'EH0', 'N', 'T', 'UH1', 'R', 'IY0']","['V', 'EH', 'N', 'T', 'UH', 'R', 'IY']",7,long
venture,real,4.26,high,"['V', 'EH1', 'N', 'CH', 'ER0']","['V', 'EH', 'N', 'CH', 'ER']",5,short
venue,real,4.25,high,"['V', 'EH1', 'N', 'Y', 'UW0']","['V', 'EH', 'N', 'Y', 'UW']",5,short
verbena,real,2.3,low,"['V', 'ER0', 'B', 'IY1', 'N', 'AH0']","['V', 'ER', 'B', 'IY', 'N', 'AH']",6,short
verdi,real,2.82,low,"['V', 'EH1', 'R', 'D', 'IY0']","['V', 'EH', 'R', 'D', 'IY']",5,short
verdict,real,4.03,high,"['V', 'ER1', 'D', 'IH0', 'K', 'T']","['V', 'ER', 'D', 'IH', 'K', 'T']",6,short
verdigris,real,1.97,low,"['V', 'EH2', 'R', 'D', 'IH1', 'R', 'IH0', 'G', 'Z']","['V', 'EH', 'R', 'D', 'IH', 'R', 'IH', 'G', 'Z']",9,long
vere,real,2.71,low,"['V', 'IH1', 'R']","['V', 'IH', 'R']",3,short
verger,real,2.12,low,"['V', 'ER1', 'JH', 'ER0']","['V', 'ER', 'JH', 'ER']",4,short
vermeil,real,2.08,low,"['V', 'ER1', 'M', 'AY0', 'L']","['V', 'ER', 'M', 'AY', 'L']",5,short
vernal,real,2.56,low,"['V', 'ER1', 'N', 'AH0', 'L']","['V', 'ER', 'N', 'AH', 'L']",5,short
verne,real,2.92,low,"['V', 'ER1', 'N']","['V', 'ER', 'N']",3,short
vernier,real,2.15,low,"['V', 'ER1', 'N', 'IY0', 'ER0']","['V', 'ER', 'N', 'IY', 'ER']",5,short
vernon,real,3.78,high,"['V', 'ER1', 'N', 'AH0', 'N']","['V', 'ER', 'N', 'AH', 'N']",5,short
vernor,real,1.99,low,"['V', 'ER1', 'N', 'ER0']","['V', 'ER', 'N', 'ER']",4,short
veronica,real,3.56,high,"['V', 'ER0', 'AA1', 'N', 'IH0', 'K', 'AH0']","['V', 'ER', 'AA', 'N', 'IH', 'K', 'AH']",7,long
verruca,real,1.59,low,"['V', 'ER0', 'UW1', 'K', 'AH0']","['V', 'ER', 'UW', 'K', 'AH']",5,short
versa,real,3.72,high,"['V', 'ER1', 'S', 'AH0']","['V', 'ER', 'S', 'AH']",4,short
verso,real,2.72,low,"['V', 'EH1', 'R', 'S', 'OW0']","['V', 'EH', 'R', 'S', 'OW']",5,short
vertex,real,3.21,low,"['V', 'ER1', 'T', 'EH2', 'K', 'S']","['V', 'ER', 'T', 'EH', 'K', 'S']",6,short
vertical,real,4.15,high,"['V', 'ER1', 'T', 'IH0', 'K', 'AH0', 'L']","['V', 'ER', 'T', 'IH', 'K', 'AH', 'L']",7,long
vesta,real,2.59,low,"['V', 'EH1', 'S', 'T', 'AH0']","['V', 'EH', 'S', 'T', 'AH']",5,short
vestibule,real,2.73,low,"['V', 'EH1', 'S', 'T', 'IH0', 'B', 'Y', 'UW2', 'L']","['V', 'EH', 'S', 'T', 'IH', 'B', 'Y', 'UW', 'L']",9,long
vestige,real,2.54,low,"['V', 'EH1', 'S', 'T', 'IH0', 'JH']","['V', 'EH', 'S', 'T', 'IH', 'JH']",6,short
vestry,real,2.73,low,"['V', 'EH1', 'S', 'T', 'R', 'IY0']","['V', 'EH', 'S', 'T', 'R', 'IY']",6,short
vetch,real,2.18,low,"['CH', 'EH1', 'CH']","['CH', 'EH', 'CH']",3,short
veto,real,3.65,high,"['V', 'IY1', 'T', 'OW0']","['V', 'IY', 'T', 'OW']",4,short
vet,real,3.9,high,"['V', 'EH1', 'T']","['V', 'EH', 'T']",3,short
vial,real,3.1,low,"['V', 'AY1', 'AH0', 'L']","['V', 'AY', 'AH', 'L']",4,short
vibrato,real,2.56,low,"['V', 'IY0', 'B', 'R', 'AA1', 'T', 'OW0']","['V', 'IY', 'B', 'R', 'AA', 'T', 'OW']",7,long
vic,real,3.84,high,"['V', 'IH1', 'K']","['V', 'IH', 'K']",3,short
